symbol,minutes,fold,policy,feature,group,n,mean_net_bp,median_net_bp,win_pct,pf,p90_net_bp,best_net_bp,worst_net_bp,top_realized_decile_sum_bp,rest_realized_mean_bp,top5_positive_share_pct,matched_n,controls_mean_net_bp,excess_bp,p,ci_low,ci_high,months
BTC,120,discovery,departure_opposite,breakout,yes,15,-139.91234905494517,-355.575822727745,13.333333333333334,0.5979828050739224,214.30164108801927,2730.6736076595084,-698.2304413140827,3121.7015095986912,-401.56821118637447,100.0,15,100.38091476254749,-240.29326381749263,0.73974609375,-797.8074304158658,351.4476648711136,11
BTC,120,discovery,departure_opposite,breakout,no,103,67.16923146587168,-158.96302558940033,34.95145631067961,1.3485926381190756,816.5264385541481,3714.256171580741,-796.6946930448859,19924.202085224086,-141.36707874173155,49.90322326377773,101,-120.1405010228934,195.77759169720042,0.0005,101.13778853470158,304.7579555573924,24
BTC,120,discovery,departure_opposite,trend_aligned,yes,107,71.99797818244201,-161.9786709477666,33.64485981308411,1.359083901877111,846.6019011468745,3714.256171580741,-698.2304413140827,21830.17102988058,-147.14986837874255,47.70040012283028,105,-69.869891533894,150.10511994000376,0.02875,-19.689108215695448,316.35887020706656,24
BTC,120,discovery,departure_opposite,trend_aligned,no,11,-262.18527821460833,-320.0903206382666,18.181818181818183,0.20179244968986934,9.766587988460103,719.3383985189784,-796.6946930448859,729.1049865074384,-401.4603385409033,100.0,11,-299.2852973468318,37.10001913222348,0.359375,-170.12511259795482,192.517167009323,9
BTC,120,replication,cross_signal,side,long,121,-33.77903145334118,-98.70284715798093,26.446280991735538,0.7232116052339455,341.39788211181576,959.0845378887436,-634.7996111051091,8540.523573153467,-116.92394795377547,41.01921256591143,121,-16.115808532956102,-17.663222920385078,0.85400390625,-48.719745721318745,11.734930450111001,12
BTC,120,replication,cross_signal,side,short,123,-6.262501460200048,-70.50047137881376,34.959349593495936,0.9367090088910495,331.846363254738,901.0750100280785,-445.69663925738246,7428.604550959158,-74.53538391421604,36.730553326906374,121,-25.995378406800175,16.783950287078905,0.262451171875,-28.446671902813186,67.87819889048018,12
BTC,120,replication,cross_signal,zero_before,0,201,-27.499788588629382,-86.89915514600298,29.35323383084577,0.7580224488484377,323.86104853783905,959.0845378887436,-634.7996111051091,12852.281466630033,-102.109660960803,26.376849180118324,200,-18.054599438326985,-9.508780961602852,0.70947265625,-40.82809107558113,23.66950918975432,12
BTC,120,replication,cross_signal,zero_before,2_to_8,2,327.7804182114308,327.7804182114308,50.0,5.7803084500707635,699.7149680556015,792.6986055166441,-137.13776909378248,792.6986055166441,-137.13776909378248,100.0,2,53.82797811767446,273.9524400937563,0.5,-226.45808254710818,774.3629627346209,2
BTC,120,replication,cross_signal,zero_before,9_plus,41,0.34990693738429246,-58.83493359989609,36.58536585365854,1.0036252222118656,355.54237544712544,897.8554665236182,-354.53922599608774,2636.5943222769797,-72.84022605122844,66.38500127542085,40,-39.80474220701155,31.186483087575276,0.27099609375,-63.5925794634824,142.26145004641816,12
BTC,120,replication,cross_signal,breakout,yes,19,25.247031492869723,-43.72865546074077,42.10526315789473,1.3203367926360583,358.460390546691,585.1979177168198,-227.72866848704496,955.330368661773,-27.97863354689695,87.45886414694264,19,37.406253743334396,-12.159222250464666,0.5615234375,-149.76485486909507,119.60609018148425,10
BTC,120,replication,cross_signal,breakout,no,225,-23.72108481699294,-86.89915514600298,29.777777777777775,0.7902014272559691,331.38054841230536,959.0845378887436,-634.7996111051091,14658.255380003728,-98.98762110805515,22.816631487807477,223,-26.036647716743783,0.5588934265864631,0.48583984375,-28.732267618419737,30.329550890814307,12
BTC,120,replication,cross_signal,trend_aligned,yes,105,-39.92133425747552,-77.96422768877596,26.666666666666668,0.6248789621255499,261.96620388680736,897.8554665236182,-485.740740740741,5469.587479389835,-102.78008060026347,47.53452738884846,104,-6.044675352249666,-37.71317701549203,0.970703125,-75.57506783220269,-5.378819226138317,12
BTC,120,replication,cross_signal,trend_aligned,no,139,-4.79000279441697,-86.89915514600298,33.81294964028777,0.9577610514639973,370.73462664211496,959.0845378887436,-634.7996111051091,10022.634241856109,-85.50755704224056,30.252458822616003,138,-32.36816944258366,27.65056826797916,0.117431640625,-14.744573465205358,67.99303757008452,12
BTC,120,replication,departure_signal,side,long,41,-39.29122956547308,-82.69636309465531,26.82926829268293,0.7250225500087848,531.7068999539565,792.6986055166441,-942.3411668499792,3235.923230376807,-134.63510118225565,76.18409259535129,41,-51.8050770789081,12.513847513435012,0.344482421875,-41.28711924028305,75.47763677094466,12
BTC,120,replication,departure_signal,side,short,32,6.116139981554561,-55.654548289369984,46.875,1.0602620710183743,358.7231318338985,897.8554665236182,-558.3345749504053,2281.051946829854,-74.4762666935753,76.5679015658836,31,-65.90243399606987,60.63275432508728,0.013671875,17.05113456870613,102.68081367487908,12
BTC,120,replication,departure_signal,zero_before,2_to_8,32,-44.674066162731464,-86.06164915997026,34.375,0.7223529510401661,541.4262431039978,792.6986055166441,-942.3411668499792,2704.2163304228507,-147.63523027250923,87.00342687476596,32,-84.62921470784624,39.955148545114795,0.25927734375,-74.6657015371676,137.44687637645313,12
BTC,120,replication,departure_signal,zero_before,9_plus,41,0.34990693738429246,-58.83493359989609,36.58536585365854,1.0036252222118656,355.54237544712544,897.8554665236182,-354.53922599608774,2636.5943222769797,-72.84022605122844,66.38500127542085,40,-36.47121858655796,27.852959467121696,0.258056640625,-47.495265666087874,116.57634305002904,12
BTC,120,replication,departure_signal,breakout,yes,11,-106.03002124874332,-60.257917549307855,27.27272727272727,0.3367528849489321,120.84201595966684,355.54237544712544,-422.7124189606757,476.38439140679225,-182.52384723810763,100.0,11,-54.05643950562691,-51.973581743116455,0.7578125,-157.98568802383977,82.5572359760856,8
BTC,120,replication,departure_signal,breakout,no,62,-4.014414500620539,-78.5356341886295,37.096774193548384,0.9661262462535518,512.8988678344693,897.8554665236182,-942.3411668499792,4646.8872903065085,-89.01419980627243,50.74203823783373,61,-58.563324254942664,48.596598873816745,0.05078125,-1.4457025207217806,111.3739455547862,12
BTC,120,replication,departure_signal,trend_aligned,yes,69,-27.122150194691883,-80.05344651868194,34.78260869565217,0.792007486461925,511.4307888331735,897.8554665236182,-942.3411668499792,4646.8872903065085,-105.13412344742338,50.54725478820037,68,-58.503027546708665,25.701484713709466,0.114013671875,-10.640511769683936,70.54264629062783,12
BTC,120,replication,departure_signal,trend_aligned,no,4,114.05110766477242,95.0444952186247,50.0,5.199789466350701,311.66594366172257,355.54237544712544,-89.4269352252852,355.54237544712544,33.55401840398807,100.0,4,-47.194435234302134,161.24554289907454,0.0625,33.104981601657826,289.38610419649126,4
BTC,120,replication,departure_neutral,side,long,41,-81.19251868051089,-149.1987056583721,26.82926829268293,0.5658649809478816,505.71891621055136,1206.9550526724627,-1112.361393211282,3684.5087030246777,-194.81672135904515,84.91642796722655,41,-115.2797624736886,34.08724379317772,0.218994140625,-43.8539991756785,111.00337009195735,12
BTC,120,replication,departure_neutral,side,short,32,-27.06640716622376,-149.42708563849493,37.5,0.8244671602125193,432.7957906618658,1413.6961656562476,-549.1793502468245,2887.297418542435,-134.0508017093427,76.22198913708021,31,-122.38822633844354,92.34977930635522,0.056884765625,-3.9381949864448953,194.27164201056627,12
BTC,120,replication,departure_neutral,zero_before,2_to_8,32,-106.07515746191095,-168.88536407797636,28.125,0.5242252973294383,503.7048504565542,863.2924273838883,-1112.361393211282,2477.5536503522153,-209.71281032619166,79.22654072099694,32,-189.88115110554503,83.80599364363408,0.07470703125,-31.04400686131139,182.81556682670913,12
BTC,120,replication,departure_neutral,zero_before,9_plus,41,-19.527152596072128,-144.94087659548404,34.146341463414636,0.8535728995392369,213.51753695458498,1413.6961656562476,-582.4094322223693,3645.485678566271,-123.50274819458966,78.11122776682399,40,-61.10771106338856,39.465708935525186,0.121826171875,-19.648204347764647,107.01731538215832,12
BTC,120,replication,departure_neutral,breakout,yes,11,-58.6118427333093,-166.17492907631035,27.27272727272727,0.7304100259400703,530.862953141823,1206.9550526724627,-582.4094322223693,1737.8180058142857,-264.72758620896536,99.99999999999999,11,-19.316782377668513,-39.29506035564077,0.68359375,-187.84386221894206,131.72665193627267,8
BTC,120,replication,departure_neutral,breakout,no,62,-57.26271008312428,-145.71044339801497,32.25806451612903,0.6522944273990051,439.48943398052177,1413.6961656562476,-1112.361393211282,4833.988115752827,-152.44138438011876,58.42429873897564,61,-136.1970601927644,76.92894783490733,0.0068359375,22.671194540089672,155.43680437402188,12
BTC,120,replication,departure_neutral,trend_aligned,yes,69,-57.41106610725555,-149.1987056583721,30.434782608695656,0.6602380316693072,462.8436845931442,1413.6961656562476,-1112.361393211282,5583.783127351504,-153.95397885084097,59.659191121035406,68,-116.88315462762775,57.67094300885994,0.0146484375,13.190116433950383,123.97683987694491,12
BTC,120,replication,departure_neutral,trend_aligned,no,4,-58.41368345486843,-91.05412736946371,50.0,0.7521971288395598,425.1204639995035,530.862953141823,-582.4094322223693,530.862953141823,-254.8392289870989,100.0,4,-143.1126908085741,84.69900735370567,0.375,-203.07528120027524,409.8089687300864,4
BTC,120,replication,departure_opposite,side,long,41,-82.00626052222609,-199.8028697014309,34.146341463414636,0.6408957844017458,572.7207890450825,1179.075938418135,-1235.5756770315706,3863.5866047128384,-200.71786905900296,64.38621194749639,41,-112.54543106958381,30.539170547357738,0.246337890625,-44.140314985038415,105.46297818174905,12
BTC,120,replication,departure_opposite,side,short,32,-129.4263682527765,-209.01334398323866,34.375,0.473158427721925,449.91081911643346,1014.9578773324929,-1012.7302012385586,2496.028807653423,-237.05973541936683,78.43968616267846,31,-205.71335543806126,79.16089848258278,0.0673828125,-12.120792675053131,191.04794307633577,12
BTC,120,replication,departure_opposite,zero_before,2_to_8,32,-134.82006676932917,-261.883052745574,34.375,0.515242910247622,494.0713605199412,935.6304492833267,-1235.5756770315706,2538.7215841210145,-244.74870431212668,65.24337941642187,32,-200.76282894760894,65.94276217827976,0.1845703125,-74.00589701973526,207.84249011789447,12
BTC,120,replication,departure_opposite,zero_before,9_plus,41,-77.79654460686791,-199.50906949746104,34.146341463414636,0.6168287393162063,515.4612763916377,1179.075938418135,-666.2323187002617,3866.470159421301,-196.0035691195246,75.30066746606255,40,-114.17665415273373,39.89813639241952,0.0546875,-2.53201186764269,86.80140807283088,12
BTC,120,replication,departure_opposite,breakout,yes,11,-83.80055717521033,-307.0606337452508,36.36363636363637,0.6717377088126864,515.4612763916377,1179.075938418135,-612.1576151717734,1694.5372148097726,-290.70481597078737,100.0,11,-63.0673718385732,-20.733185336637124,0.59375,-164.5230268950719,148.93082418118425,8
BTC,120,replication,departure_opposite,breakout,no,62,-106.16281188020649,-199.65596959944597,33.87096774193548,0.5434183930360486,494.07136051994104,1014.9578773324929,-1235.5756770315706,4710.6545287325425,-205.32270664191537,47.22362427794854,61,-168.81533774112344,64.4944079361433,0.032470703125,2.7591359354371217,158.75273185174123,12
BTC,120,replication,departure_opposite,trend_aligned,yes,69,-105.49706056762932,-199.8028697014309,33.33333333333333,0.5555628569091577,501.4145932035972,1179.075938418135,-1235.5756770315706,5391.101473513131,-204.36126859160575,47.31991304560815,68,-152.04216563041308,48.20717209074531,0.05810546875,-5.5279420113370845,126.98383115553824,12
BTC,120,replication,departure_opposite,trend_aligned,no,4,-56.15082158342304,-116.79467542581033,50.0,0.7343487186149826,392.44802261946194,515.4612763916377,-506.4752118737092,515.4612763916377,-246.68818757510996,100.0,4,-163.15235739118629,107.00153580776323,0.375,-150.5983613518663,401.5095607050473,4
BTC,120,exposed,cross_signal,side,long,55,-54.072903889083136,-87.72793053545611,30.909090909090907,0.5519141346505108,260.61528535417244,635.0696644564047,-514.880786621914,2696.664853540183,-115.7280523967297,65.88349600204651,55,-83.77977254066191,29.70686865157877,0.234375,-34.275598434029945,109.48995289660319,6
BTC,120,exposed,cross_signal,side,short,52,15.744652547052556,-63.51117906323698,40.38461538461539,1.1575571915313998,402.99983653746995,1217.258569885552,-496.84753467770014,3912.4368036908972,-67.25467111400359,58.27655431788487,52,19.419439672380918,-3.6747871253283595,0.578125,-63.23298789326102,50.111560185538494,6
BTC,120,exposed,cross_signal,zero_before,0,89,-23.76553707272897,-75.87549440214445,33.70786516853933,0.7934089764204605,368.422057098647,1217.258569885552,-514.880786621914,5424.9753457006755,-94.25135181466943,45.50721754382304,89,-28.053777872904156,4.288240800175194,0.453125,-27.363609371932622,40.35928702760168,6
BTC,120,exposed,cross_signal,zero_before,2_to_8,1,55.81443098849894,55.81443098849894,100.0,,55.81443098849894,55.81443098849894,55.81443098849894,55.81443098849894,,100.0,1,-111.01699252058467,166.8314235090836,0.5,166.8314235090836,166.8314235090836,1
BTC,120,exposed,cross_signal,zero_before,9_plus,17,-5.64525958638002,-43.94313967861494,41.17647058823529,0.9398397313022144,302.0449061920223,539.2877222486492,-376.12346689885334,900.8613614701267,-66.45538496257247,94.91590437149576,17,-58.25137668020836,52.606117093828345,0.375,-118.19407124809952,243.7088226367004,6
BTC,120,exposed,cross_signal,breakout,yes,7,-82.82638830570056,-58.014104930133016,28.57142857142857,0.16826417845740907,52.55537085617816,89.10290159773406,-344.6736527716987,89.10290159773406,-111.48126995627298,100.0,7,4.063819807954102,-86.89020811365467,0.875,-184.85758905243893,185.16039572958925,3
BTC,120,exposed,cross_signal,breakout,no,100,-15.75503063312935,-69.95637191819947,36.0,0.8585268706997522,367.43325250089987,1217.258569885552,-514.880786621914,5964.263067949324,-83.77517923624734,38.733559020046535,100,-36.26523365428276,20.5102030211534,0.28125,-36.30581568892959,87.61855144617863,6
BTC,120,exposed,cross_signal,trend_aligned,yes,47,38.09315053395682,-30.347193926788513,42.5531914893617,1.5151454747767834,367.4771810851363,1217.258569885552,-376.12346689885334,3444.543158530072,-39.3848829389072,65.41275426215955,47,-18.201907469314758,56.295058003271585,0.21875,-24.262929984306695,183.35939078172936,6
BTC,120,exposed,cross_signal,trend_aligned,no,60,-65.76109760914683,-129.94133691155372,30.0,0.5279179973114579,360.02450732212526,635.0696644564047,-514.880786621914,2886.164357322405,-126.51537433094842,57.10615765988805,60,-45.70978292858006,-20.05131468056678,0.6875,-85.33742576681792,36.86665981450307,6
BTC,120,exposed,departure_signal,side,long,13,-9.595291392547368,-87.72793053545611,38.46153846153847,0.9158230384903203,389.7670416302912,539.2877222486492,-376.12346689885334,936.1031144811438,-96.44017296220541,100.0,13,-52.84680763877769,43.25151624623034,0.140625,-18.558044063998288,122.84983338958185,6
BTC,120,exposed,departure_signal,side,short,16,-39.642407431659024,-81.62752849749987,37.5,0.6459523181888799,271.69595937071415,281.42999609512833,-541.5324692471879,562.4628306641711,-85.48152496933683,93.72724694144358,16,73.04408509681761,-112.68649252847663,0.90625,-263.37667043955753,19.557278162443,6
BTC,120,exposed,departure_signal,zero_before,2_to_8,12,-55.25399117009997,-129.2441754548412,33.33333333333333,0.6048913216115829,281.3902799425198,396.8153922324946,-541.5324692471879,678.245388327623,-134.12932823688226,100.0,12,-62.82502495610836,7.571033786008376,0.421875,-139.06995839305438,147.9255986832135,6
BTC,120,exposed,departure_signal,zero_before,9_plus,17,-5.64525958638002,-43.94313967861494,41.17647058823529,0.9398397313022144,302.0449061920223,539.2877222486492,-376.12346689885334,900.8613614701267,-66.45538496257247,94.91590437149576,17,72.68218598342776,-78.32744556980778,0.71875,-233.2575616253617,51.61997597027782,6
BTC,120,exposed,departure_signal,breakout,yes,2,-32.86352533478364,-32.86352533478364,50.0,0.5754887881377444,64.70961621123053,89.10290159773406,-154.82995226730134,89.10290159773406,-154.82995226730134,100.0,2,-3.387113807312687,-29.47641152747095,1.0,-53.59755568778287,-5.35526736715903,2
BTC,120,exposed,departure_signal,breakout,no,27,-25.67741690148492,-87.72793053545611,37.03703703703704,0.7776875339747613,313.48745334566814,539.2877222486492,-541.5324692471879,1297.6767537026212,-82.95695875177977,76.69889673274194,27,18.09152184665174,-43.76893874813666,0.796875,-116.28234254602172,20.628691311466962,6
BTC,120,exposed,departure_signal,trend_aligned,yes,26,-14.558916687320636,-78.35630250433266,38.46153846153847,0.8689861457031356,321.5018176583029,539.2877222486492,-541.5324692471879,1297.6767537026212,-72.87863424230251,74.08793613305377,26,28.45112907828766,-43.010045765608304,0.765625,-132.9017974118595,31.716863210266894,6
BTC,120,exposed,departure_signal,trend_aligned,no,3,-126.82849104644121,-126.5194787956547,33.33333333333333,0.009460031550291138,-22.396871554174222,3.633780256195891,-257.5997745998648,3.633780256195891,-192.05962669775977,100.0,3,-86.01083126350251,-40.8176597829387,0.625,-303.785862027303,111.3122010991811,3
BTC,120,exposed,departure_neutral,side,long,13,8.74697511816759,45.34693036216899,61.53846153846154,1.1187329288831735,216.27655037871656,230.05085454831598,-334.0494161438656,455.56460273934454,-31.077629654833274,86.72318797134194,13,-103.94134239202722,112.68831751019479,0.015625,55.96686657915966,162.41328758516357,6
BTC,120,exposed,departure_neutral,side,short,16,102.6948941031411,-145.64595486492692,37.5,1.5577323030454924,1096.8441096264903,1773.761005400376,-634.892017158919,3371.59654250764,-123.46273120409874,96.85228350477927,16,56.98937007897583,45.70552402416527,0.390625,-103.90098456218512,232.72062896883762,6
BTC,120,exposed,departure_neutral,zero_before,2_to_8,12,-83.55219668133867,-70.91031813344915,50.0,0.49719584917462933,223.60244652096344,279.0327592973918,-625.122272485783,509.08361384570776,-151.1709974021772,95.59888579890458,12,-90.94811750612058,7.395920824781901,0.453125,-145.1740174925387,126.72318409832471,6
BTC,120,exposed,departure_neutral,zero_before,9_plus,17,162.32090249191177,-64.2150803461061,47.05882352941176,2.444966681267985,996.645824130336,1773.761005400376,-634.892017158919,3371.59654250764,-40.8094133430093,94.04726449596615,17,38.35116942592392,123.96973306598787,0.15625,-40.449264493307766,298.09089722965,6
BTC,120,exposed,departure_neutral,breakout,yes,2,701.3062186906416,701.3062186906416,50.0,4.779113159097866,1559.2700480584292,1773.761005400376,-371.14856801909286,1773.761005400376,-371.14856801909286,100.0,2,123.220063264826,578.0861554258155,0.5,-78.89562436911518,1235.0679352207462,2
BTC,120,exposed,departure_neutral,breakout,no,27,13.119131289079743,-64.2150803461061,48.148148148148145,1.1002701372160004,249.6436164479464,1597.835537107264,-634.892017158919,2472.7209785503724,-88.27101807271747,75.33848282687943,27,-25.401765050458966,38.52089633953874,0.171875,-38.24759080237389,98.94809076869007,6
BTC,120,exposed,departure_neutral,trend_aligned,yes,26,80.45297260441667,-10.290270451525068,50.0,1.5936686884049662,437.4427207215542,1773.761005400376,-634.892017158919,3967.4492246533564,-81.55095377993577,79.72094448949825,26,-0.6187968932921739,81.07176949770886,0.203125,-38.38443970236469,229.77423728482228,6
BTC,120,exposed,departure_neutral,trend_aligned,no,3,-111.64943517613249,-171.83726743800196,33.33333333333333,0.11924138427865554,1.9100908021348104,45.34693036216899,-208.45796845256447,45.34693036216899,-190.14761794528323,100.0,3,-141.10627020238118,29.4568350262487,0.25,-28.75866607031574,70.37315050918127,3
BTC,120,exposed,departure_opposite,side,long,13,-26.27528125235606,-31.580646811254482,38.46153846153847,0.8396456167250143,346.9295412044324,1001.6497829232995,-637.5690702249603,1392.7510059880578,-157.66633293351694,100.0,13,-135.1116582513216,108.83637699896552,0.015625,54.52354829114191,160.72536720232787,6
BTC,120,exposed,departure_opposite,side,short,16,495.0582663783276,-80.01814201933908,43.75,3.6294998821340547,1958.8226228872886,2461.4267203604436,-923.6438112423406,4433.455681214653,249.10547005989915,88.9368098962525,16,586.1647610168087,-91.10649463848114,0.609375,-445.0942076882686,215.9377023784964,6
BTC,120,exposed,departure_opposite,zero_before,2_to_8,12,88.34952638702664,-41.15577733611984,33.33333333333333,1.4175075159157111,591.4539501703891,2461.4267203604436,-923.6438112423406,3075.1420846536803,-201.49477680093602,100.00000000000003,12,50.83265889285021,37.516867494176445,0.3125,-101.08537318483808,218.323902234844,6
BTC,120,exposed,departure_opposite,zero_before,9_plus,17,383.4799581840172,-109.30537617769296,47.05882352941176,3.5043436978324514,1824.9839921045752,1972.0289608542096,-468.17193432276525,3917.6452457745772,173.43426955691442,90.59032617104444,17,412.4819242522092,-29.00196606819195,0.546875,-286.94467623830394,212.45099598911835,6
BTC,120,exposed,departure_opposite,breakout,yes,2,650.2287258137701,650.2287258137701,50.0,3.9282656504296014,1525.695716011325,1744.5624635607137,-444.1050119331735,1744.5624635607137,-444.1050119331735,100.0,2,812.3768595032434,-162.14813368947327,1.0,-287.9799880075732,-36.316279371373355,2
BTC,120,exposed,departure_opposite,breakout,no,27,232.5517094127805,-50.7309078609852,40.74074074074074,2.336396644241429,1738.2848686008206,2461.4267203604436,-923.6438112423406,6379.071966135021,-4.173992166247842,81.81253210714362,27,222.1270703701952,10.424639042585197,0.484375,-178.08587232267783,168.32107430346406,6
BTC,120,exposed,departure_opposite,trend_aligned,yes,26,321.3250078911724,-23.14304909649399,46.15384615384615,2.9129177140735414,1845.0893742405406,2461.4267203604436,-923.6438112423406,6379.071966135021,85.88601039284613,76.43313538003792,26,237.89837845985872,83.4266294313136,0.09375,-20.987067372650827,195.09605374445036,6
BTC,120,exposed,departure_opposite,trend_aligned,no,3,-258.3655331326229,-192.32263345353215,0.0,0.0,-178.3294522411518,-174.83115693805672,-407.94280900627973,-174.83115693805672,-300.13272122990594,,3,478.94225968181036,-737.3077928144331,0.625,-2326.5989657564955,68.94234822922954,3
BTC,240,discovery,cross_signal,side,long,114,108.86237133199346,-80.30611950022856,37.719298245614034,1.816361135416271,757.2656374104455,3539.024294766717,-611.4787601330429,19494.938128709546,-69.45713526335581,41.997335057834476,111,95.7767771731137,14.417418452279325,0.35125,-50.217129812101405,87.63040532662572,24
BTC,240,discovery,cross_signal,side,short,116,-66.24779473479171,-111.14515935247702,31.03448275862069,0.6477592926288446,490.66011132302526,1593.0587506026584,-1732.8599135686784,9840.78640787181,-168.5147172798812,38.43821890356225,110,-118.16695481264146,38.524246602552125,0.18275,-39.01851713027761,129.72951638968232,24
BTC,240,discovery,cross_signal,zero_before,0,202,13.738993556158508,-100.06892527099185,34.15841584158416,1.085152697136346,633.9000139885686,3539.024294766717,-1732.8599135686784,25173.384375620102,-123.74645125566896,31.213495714188717,196,-4.928135533787708,10.660184644874358,0.3755,-42.80515438996198,77.81181116942822,24
BTC,240,discovery,cross_signal,zero_before,2_to_8,2,156.00607357585727,156.00607357585727,50.0,7.111886427175814,321.6509776002605,363.0622036063613,-51.05005645464676,363.0622036063613,-51.05005645464676,100.0,2,-494.7337152112924,650.7397887871497,0.25,424.5368483238535,876.9427292504458,2
BTC,240,discovery,cross_signal,zero_before,9_plus,26,63.010665273680054,-107.24405291268944,34.61538461538461,1.3743853935561883,727.4888606152501,1877.3511016191958,-586.1133843194066,4406.7324175801605,-120.36761393323818,90.12503817573891,23,-17.902642092607188,106.39673071800281,0.08325,-30.292071598184645,258.2939268253794,16
BTC,240,discovery,cross_signal,breakout,yes,31,50.52458844938454,-51.05005645464676,45.16129032258064,1.3224802712968826,532.2275576794233,1333.7850687965092,-607.3560172940062,4103.154990116145,-93.95899067352686,71.41619528473275,29,-54.38493535584396,84.92812080073176,0.179,-82.6841856497716,255.96400579379755,18
BTC,240,discovery,cross_signal,breakout,no,199,15.875898998394447,-108.14737934613515,32.663316582914575,1.0982315567086895,637.2349353679972,3539.024294766717,-1732.8599135686784,25372.813618792967,-124.09781965425962,32.831442050949505,192,-4.114477280497222,17.578568079492268,0.30525,-43.48010322421779,87.27561318199601,24
BTC,240,discovery,cross_signal,trend_aligned,yes,101,19.97864791880149,-76.89012995504505,31.683168316831683,1.1630068676205692,413.4533674160035,1877.3511016191958,-607.3560172940062,10874.402372863024,-98.4062103673786,51.621095061363555,96,-0.33276028333866653,22.50024191109051,0.2865,-48.15974103857857,92.56796375908186,24
BTC,240,discovery,cross_signal,trend_aligned,no,129,20.99009847141446,-141.9741199767832,36.434108527131784,1.1098920551899334,676.963991937051,3539.024294766717,-1732.8599135686784,17943.34815595075,-131.34159873395072,39.84846116551611,125,-18.681582207795444,29.4238188081524,0.2355,-40.98468251638473,113.95308962545434,24
BTC,240,discovery,departure_signal,side,long,30,238.66928695429385,-87.12570823327991,40.0,2.654458245674522,1633.7031473308189,2586.502741654735,-650.238236652808,6431.142216803426,26.997644141681054,82.18964396316426,28,70.91943628905541,195.83368826820833,0.00325,58.626162475569416,368.60172847181843,22
BTC,240,discovery,departure_signal,side,short,26,-30.192477988983967,-58.8515800003475,34.61538461538461,0.7707936568044352,203.30025858107783,1147.1260699260122,-586.1133843194066,2310.976628118462,-134.60787199269762,96.95050557919043,24,-158.28843738090686,141.00288624945208,0.0995,-34.93737423795898,370.40737215033414,16
BTC,240,discovery,departure_signal,zero_before,2_to_8,30,157.89322945998495,-54.09802706348053,40.0,2.4027814340937392,1172.8165170483035,2586.502741654735,-650.238236652808,5957.821656333152,-45.22313972346675,92.04408104376063,29,-78.29162919736744,251.35611961338017,0.008,63.58277794100903,484.11327883804313,18
BTC,240,discovery,departure_signal,zero_before,9_plus,26,63.010665273680054,-107.24405291268944,34.61538461538461,1.3743853935561883,727.4888606152501,1877.3511016191958,-586.1133843194066,4406.7324175801605,-120.36761393323818,90.12503817573891,23,19.881694159801796,68.61239446559384,0.1755,-65.74936512666562,216.84953356552995,16
BTC,240,discovery,departure_signal,breakout,yes,14,-45.19725452937667,-75.69761146060337,42.857142857142854,0.7731595818037562,495.96040916467155,922.7501635510771,-586.1133843194066,1454.9777212305003,-173.97827372014785,99.93845755425373,14,-246.01952807212888,200.82227354275224,0.129,-83.89001703857953,553.5055296059915,13
BTC,240,discovery,departure_signal,breakout,no,42,166.8532320077739,-64.78220135653244,35.714285714285715,2.4119670830323003,1378.3400940266306,2586.502741654735,-650.238236652808,9441.803910362234,-65.78292340637108,78.87225512462074,38,42.92355557793661,159.3658082078461,0.00725,47.04936445628168,288.5428061424891,20
BTC,240,discovery,departure_signal,trend_aligned,yes,54,128.8863015221179,-64.78220135653244,37.03703703703704,1.9711637573517145,1079.8132980135324,2586.502741654735,-650.238236652808,10588.929980288247,-75.6056187102892,66.83811859730488,50,-32.2795027180957,185.05990995264776,0.0065,57.52967009742766,348.0103304104149,22
BTC,240,discovery,departure_signal,trend_aligned,no,2,-292.3930506395672,-292.3930506395672,50.0,0.002264549958731013,-57.416783695695656,1.3272830402722064,-586.1133843194066,1.3272830402722064,-586.1133843194066,100.0,2,-99.60157257171419,-192.79147806785298,0.75,-542.822453815207,157.23949767950108,2
BTC,240,discovery,departure_neutral,side,long,30,462.73671271565604,-150.74714757286498,33.33333333333333,2.992788749003974,3076.068614092537,5519.157196969695,-749.8000298215679,13554.23494883731,12.143201208606401,86.54145102219162,28,315.21834512097024,201.5915561353136,0.079,-42.43897791107897,504.01893427333323,22
BTC,240,discovery,departure_neutral,side,short,26,-184.76095047934223,-297.36172864110233,30.76923076923077,0.3634524301464405,331.6628993988158,1156.8223200826155,-1081.104050254984,1947.8834425304358,-293.55078934753624,88.55585130977765,24,-259.2035951856978,90.83061467899488,0.066,-19.327684833193416,204.54720499941055,16
BTC,240,discovery,departure_neutral,zero_before,2_to_8,30,335.53290140212096,-213.12322379818949,33.33333333333333,2.3714511779165455,1676.8019165646208,5519.157196969695,-822.5969138125699,13554.23494883731,-129.19436691754368,92.8850223239317,29,240.93473166452168,124.34068698791415,0.167,-103.93439188724005,372.40382784351374,18
BTC,240,discovery,departure_neutral,zero_before,9_plus,26,-37.987322040647925,-228.41446198477388,30.76923076923077,0.8623097093974295,528.402885827799,3010.9237910519314,-1081.104050254984,5097.314046329884,-264.564539973336,93.99818029631535,23,-190.51651475394394,183.41819136674553,0.01275,41.296969652118456,377.92308957176556,16
