symbol,fold,rule,n,mean_net_bp,median_net_bp,win_pct,pf,p90_net_bp,best_net_bp,worst_net_bp,top_realized_decile_sum_bp,rest_realized_mean_bp,top5_positive_share_pct,strength_auc,score_top_decile_n,score_top_decile_gross_bp,score_top_decile_net_bp,score_top_decile_win_pct,score_top_decile_excess_bp,fixed_notional_return_pct,close_marked_drawdown_pct,minimum_equity,crossed_zero,excess_bp,p,ci_low,ci_high,months,matched_n,matched_case_mean_net_bp,controls_mean_net_bp,mean_without_best_bp,median_hold_days,worst_mae_bp,boundary_marks
BTC,discovery,2–8根,30,335.53290140212096,-213.12322379818949,33.33333333333333,2.3714511779165446,1676.8019165646208,5519.157196969695,-822.5969138125699,13554.23494883731,-129.19436691754368,92.88502232393171,0.565,3,-193.18575167687868,-213.18575167687868,33.33333333333333,150.30648070081364,100.65987042063628,23.99815739440187,0.9937364981672794,False,124.34068698791415,0.167,-103.93439188724005,372.40382784351374,18,29,365.27541865243575,240.93473166452168,156.7872360377219,8.583333333333334,-1426.9113445988469,1
BTC,replication,2–8根,17,65.05803664458355,-241.67713472678096,29.411764705882355,1.2870513209038361,1086.2121407869067,2386.9232849544765,-610.2456273971123,4089.1151094577763,-198.87523243332365,100.0,0.48333333333333334,2,-137.4692392641191,-157.4692392641191,50.0,-413.1653307780192,11.059866229579175,22.92398658796932,0.8040272469958193,False,72.97938680229016,0.34375,-230.29431793182192,355.79738253875394,8,16,84.22898485529386,11.24959805300369,-80.05854137478475,8.5,-1306.0980770779406,0
BTC,exposed,2–8根,7,436.1670188578859,-259.6746109975445,42.857142857142854,3.090396369178964,1883.1716844975006,2326.0384014445513,-588.3890391511359,2326.0384014445513,121.18845509344168,100.0,0.6666666666666666,1,2346.0384014445513,2326.0384014445513,100.0,-52.99999015508638,30.531691320052,11.08054949691587,0.9771903056208301,False,2.95530476920648,0.5,-95.5319022800127,58.71118526654211,4,7,436.1670188578859,433.2117140886794,121.18845509344168,3.0,-644.8800009790867,1
ETH,discovery,≥9根,29,144.65488591414064,-146.60238784812483,41.37931034482759,1.618239897924901,610.8186699523137,5799.051364345609,-819.5644802288471,9021.221352402044,-185.62421772661406,90.95986101871841,0.44607843137254904,3,-121.87101609413571,-141.8710160941357,33.33333333333333,52.3870701957257,41.949916915100815,25.033400048900408,0.9928394419541194,False,151.19260221501486,0.006,49.18303405907775,276.4426908042558,20,27,203.75811131689684,52.56550910188194,-57.2878454584118,9.166666666666666,-840.7827823612357,0
ETH,replication,≥9根,14,219.98503030741,-276.06778745302483,28.57142857142857,1.5177172068038276,2817.0524177149696,4102.2343530670005,-1225.7382167458377,7649.920996329472,-380.8442143354776,100.0,0.525,2,-672.2920434921386,-692.2920434921386,0.0,-192.03357830589405,30.79790424303741,27.3458708803807,0.8315006115090872,False,65.69522210449277,0.36328125,-271.70037058458485,489.21042308696786,9,12,309.60470523118823,243.90948312669548,-78.64953298178926,6.583333333333333,-1239.2707771673383,0
ETH,exposed,≥9根,11,75.58945006864366,-279.4230700913003,45.45454545454545,1.290073558469148,973.1300355604922,1835.8425584255845,-1042.1942490662427,2808.9725939860764,-219.7209603589996,100.0,0.5666666666666667,2,-761.3927081174749,-781.3927081174747,0.0,-464.8304558472984,8.314839507550808,24.52484145911658,0.8158689489234924,False,215.7385545248516,0.03125,141.95899098543774,296.4083721246378,5,11,75.58945006864364,-140.14910445620794,-100.43586076705041,6.666666666666667,-1059.131065976322,1
