symbol,minutes,fold,policy,observed_start,observed_end_close,n,mean_net_bp,median_net_bp,win_pct,pf,p90_net_bp,best_net_bp,worst_net_bp,top_realized_decile_sum_bp,rest_realized_mean_bp,top5_positive_share_pct,strength_auc,score_top_decile_n,score_top_decile_gross_bp,score_top_decile_net_bp,score_top_decile_win_pct,score_top_decile_excess_bp,mean_gross_bp,median_hold_bars,mean_mfe_bp,median_mae_bp,boundary_marks,matched_n,controls_mean_net_bp,excess_bp,p,ci_low,ci_high,months,portfolio_n,portfolio_mean_net_bp,portfolio_median_net_bp,portfolio_win_pct,portfolio_pf,portfolio_p90_net_bp,portfolio_best_net_bp,portfolio_worst_net_bp,portfolio_top_realized_decile_sum_bp,portfolio_rest_realized_mean_bp,portfolio_top5_positive_share_pct,portfolio_trades,portfolio_blocked,portfolio_fixed_notional_return_pct,portfolio_close_marked_drawdown_pct,p_holm_replication,matched_case_mean_net_bp
BTC,60,exposed,departure_neutral,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,60,31.51924033238304,-64.1487290813619,36.666666666666664,1.3394722723704162,290.352996447711,2096.477272727273,-370.5168233130895,4945.974555458368,-56.57074325028494,62.237683424846466,0.618421052631579,6,-33.23860243778861,-53.23860243778859,50.0,19.900223684750458,51.51924033238303,43.0,375.41585718644103,-115.98825799069236,1,60,-55.2288476624025,86.74808799478552,0.09375,-7.627184051081343,173.96833990559585,6,60,31.51924033238304,-64.1487290813619,36.666666666666664,1.3394722723704162,290.352996447711,2096.477272727273,-370.5168233130895,4945.974555458368,-56.57074325028494,62.237683424846466,60,0,18.91154419942991,23.435892051336086,,31.51924033238304
BTC,60,exposed,departure_opposite,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,60,24.394290196363556,-78.83868400907488,36.666666666666664,1.1967540857520598,337.7517891049977,1886.6477272727277,-619.4393844099167,6325.730221195564,-90.03838535951384,67.10142054084923,0.4904306220095694,6,-143.4134669198846,-163.4134669198846,33.33333333333333,2.177427118175629,44.39429019636354,73.5,465.00724825839944,-172.5094182810838,4,60,-43.19812315326369,67.59241334962724,0.203125,-71.37934131440859,186.42377352466602,6,45,14.085315771753818,-89.38218898470127,33.33333333333333,1.1021559058718016,345.6162295885004,1886.6477272727277,-619.4393844099167,4933.4613519135655,-107.49055355461608,72.14281360860765,45,15,6.33839209728928,32.98409096258245,,24.394290196363556
BTC,120,discovery,cross_signal,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,446,11.603772945854146,-76.7290606033799,31.16591928251121,1.1026296031210834,458.1552218783592,2002.3336014280949,-716.1872987418238,38781.19599084547,-83.80526996756738,15.472602223311616,0.4861153422538842,45,63.20747442971118,43.20747442971119,26.666666666666668,-38.189138646016026,31.603772945854153,16.0,307.235220308177,-134.9335480599184,1,442,-4.980760067500536,17.69741983240528,0.1445,-10.749070947282103,48.575454477797166,24,412,6.863482634838682,-78.14373369134096,30.339805825242717,1.0596467553381592,453.7514412682043,2002.3336014280949,-716.1872987418238,35191.1258969638,-87.46857040921692,16.966267445684977,412,34,28.277548455536028,30.514944405289025,,12.71665976490474
BTC,120,discovery,departure_signal,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,118,9.009803310603456,-87.23727213831354,35.59322033898305,1.0867892481653223,421.7550080852699,1455.9388465146174,-618.6747413301463,9142.712330063428,-76.22222206992662,40.97781140223183,0.4996867167919799,12,-117.44877670576912,-137.44877670576912,25.0,-80.42411045367919,29.009803310603452,16.5,310.33540972640264,-136.9735229629876,0,116,-62.054425295733296,74.63553058872402,0.009,20.840191854670685,142.04214785101064,24,118,9.009803310603456,-87.23727213831354,35.59322033898305,1.0867892481653223,421.7550080852699,1455.9388465146174,-618.6747413301463,9142.712330063428,-76.22222206992662,40.97781140223183,118,0,10.631567906512206,23.40333414747719,,12.581105292990705
BTC,120,discovery,departure_neutral,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,118,84.1387568747685,-120.64776009099609,35.59322033898305,1.547481023519454,609.1257888127196,3675.391406568625,-687.4745533617532,21556.52324340456,-109.6995276620932,49.07255096864962,0.531641604010025,12,197.53403411289943,177.53403411289943,33.33333333333333,229.15969974348795,104.1387568747685,44.5,582.5947721475915,-228.61811920779297,1,116,-84.07619129707075,175.84036257928472,0.00025,88.66260438372954,293.2858729222854,24,118,84.1387568747685,-120.64776009099609,35.59322033898305,1.547481023519454,609.1257888127196,3675.391406568625,-687.4745533617532,21556.52324340456,-109.6995276620932,49.07255096864962,118,0,99.28373311222695,21.471231429238298,,91.764171282214
BTC,120,discovery,departure_opposite,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,118,40.84530173864919,-171.5657794750791,32.20338983050847,1.1922734817720997,796.080877431986,3714.256171580741,-796.6946930448859,22654.875692883594,-168.25594422380178,46.53672572171702,0.5661184210526315,12,177.64093203925597,157.640932039256,41.66666666666667,244.72257126446695,60.84530173864917,74.0,704.0027712935012,-306.48123798236,1,116,-91.62480070581051,139.3891190013349,0.02575,-13.71957618454475,283.54004279544347,24,82,136.75917949458895,-140.0836795893445,39.02439024390244,1.6971013960514705,898.2419203248381,3714.256171580741,-796.6946930448859,19254.272171828314,-110.13725278454818,50.94414245973996,82,36,112.14252718556304,19.582217009971696,,47.76431829552442
BTC,120,replication,cross_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,244,-19.907993792864296,-81.46201550381147,30.737704918032787,0.8196720667047004,338.67217090742236,959.0845378887436,-634.7996111051091,15636.815946015457,-93.5815818788783,20.77348784499383,0.4642603550295858,25,-55.956763660443094,-75.95676366044309,20.0,-43.28999401096013,0.0920062071357057,15.0,264.56161164873834,-125.7432061705488,1,242,-21.055593469878133,-0.439636316653089,0.514404296875,-23.865488676508665,24.60092105908998,12,219,-27.25447177010176,-87.13442892859356,29.22374429223744,0.7588737719075039,325.08545960727287,959.0845378887436,-634.7996111051091,13680.195572819044,-99.74073548462609,24.313548311525334,219,25,-59.68729317652291,62.27970396120514,1.0,-21.49522978653123
BTC,120,replication,departure_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,73,-19.3866292160911,-77.01782185857707,35.61643835616438,0.844586791918108,480.62437999399776,897.8554665236182,-942.3411668499792,5157.898627996455,-101.1249624734016,46.83503408455539,0.55810147299509,8,43.64810830429029,23.648108304290304,50.0,86.22153135618643,0.6133707839089017,14.0,277.66581088209233,-127.19282792337472,0,72,-57.87477241824164,33.23171016845197,0.059326171875,-3.283646226720287,77.62426009173524,12,73,-19.3866292160911,-77.01782185857707,35.61643835616438,0.844586791918108,480.62437999399776,897.8554665236182,-942.3411668499792,5157.898627996455,-101.1249624734016,46.83503408455539,73,0,-14.152239327746518,29.253615170008135,1.0,-24.64306224978968
BTC,120,replication,departure_neutral,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,73,-57.46600404411105,-149.1987056583721,31.506849315068493,0.6671185116316775,479.8946151512203,1413.6961656562476,-1112.361393211282,6114.646080493329,-158.61022116482212,54.88143361552405,0.5860869565217391,8,-97.61923677587754,-117.61923677587754,37.5,24.384550495722195,-37.46600404411106,28.0,397.6500861007638,-184.66821469330876,0,72,-118.34035108212476,59.172502139129136,0.0126953125,14.8187125094569,121.26030504048875,12,73,-57.46600404411105,-149.1987056583721,31.506849315068493,0.6671185116316775,479.8946151512203,1413.6961656562476,-1112.361393211282,6114.646080493329,-158.61022116482212,54.88143361552405,73,0,-41.950182952201075,52.82385736293607,0.86328125,-59.16784894299561
BTC,120,replication,departure_opposite,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,73,-102.79315706164545,-199.8028697014309,34.24657534246575,0.5643389066423982,509.771391901749,1179.075938418135,-1235.5756770315706,5906.56274990477,-206.31481869853675,44.29737211615307,0.4825,8,-180.5610595956385,-200.5610595956385,25.0,-20.46780659051609,-82.79315706164546,58.0,504.1734436569958,-259.57414506395435,2,72,-152.6593985060116,51.473525630579644,0.042236328125,-1.3875064542291793,124.08713243313575,12,53,-126.56731838882396,-252.55984063628608,32.075471698113205,0.514123570944494,489.513727402336,1179.075938418135,-1235.5756770315706,4656.311526530938,-241.7953064072044,58.574985839032735,53,20,-67.0806787460767,70.251432898732,1.0,-101.18587287543194
BTC,120,exposed,cross_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,107,-20.142876462176073,-68.9846744732092,35.51401869158878,0.8178654162076652,363.52196269414753,1217.258569885552,-514.880786621914,6330.707515852478,-88.39578434693038,38.26413453596553,0.5598779557589626,11,76.97150799704929,56.971507997049294,36.36363636363637,51.07025947580498,-0.1428764621760711,17.0,294.9197064811823,-147.9039578768615,1,107,-33.62688436236072,13.48400790018465,0.359375,-37.455387709293014,74.4153705261589,6,98,-12.317993530753297,-58.02589429169889,36.734693877551024,0.8852523561327876,369.41086169639414,1217.258569885552,-514.880786621914,5964.263067949324,-81.49348220412668,39.76465569899422,98,9,-12.071633660138136,30.509926581116,,-20.142876462176073
BTC,120,exposed,departure_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,29,-26.17301058654001,-87.72793053545611,37.93103448275862,0.7681235600680757,297.4587247203981,539.2877222486492,-541.5324692471879,1297.6767537026212,-79.10361771970312,73.98086312177563,0.6363636363636364,3,-112.20504555365164,-132.20504555365164,66.66666666666666,-86.79384185187718,-6.173010586540007,18.0,266.49434949456094,-125.397973950796,0,29,16.610236629136956,-42.78324721567696,0.796875,-115.4649391094373,13.91091447366987,6,29,-26.17301058654001,-87.72793053545611,37.93103448275862,0.7681235600680757,297.4587247203981,539.2877222486492,-541.5324692471879,1297.6767537026212,-79.10361771970312,73.98086312177563,29,0,-7.5901730700965615,22.15623084664665,,-26.173010586540006
BTC,120,exposed,departure_neutral,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,29,60.58030973056677,-64.2150803461061,48.27586206896552,1.4500338115655065,342.39674386705656,1773.761005400376,-634.892017158919,3967.449224653357,-85.02385547949696,79.08230192980781,0.5714285714285714,3,445.78073043858814,425.78073043858814,66.66666666666666,351.3586195216888,80.58030973056677,58.0,548.4589819612212,-155.9223098179685,1,29,-15.151983787335874,75.73229351790263,0.171875,-25.17025569140574,199.21183605927231,6,29,60.58030973056677,-64.2150803461061,48.27586206896552,1.4500338115655065,342.39674386705656,1773.761005400376,-634.892017158919,3967.449224653357,-85.02385547949696,79.08230192980781,29,0,17.56828982186438,27.786343955496505,,60.58030973056677
BTC,120,exposed,departure_opposite,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,29,261.35702088871085,-50.7309078609852,41.37931034482759,2.473870515803067,1784.7732278326444,2461.4267203604436,-923.6438112423406,6379.071966135021,46.1646784475997,76.43313538003792,0.7450980392156863,3,424.0066251277105,404.0066251277105,66.66666666666666,-233.76630117964336,281.35702088871085,87.0,870.951730846876,-247.99238988562732,2,29,262.833952379371,-1.476931490660216,0.515625,-184.56562246417374,163.26280901470537,6,20,119.95156331717612,-131.55753103838094,35.0,1.592996405567302,1098.687700716392,2461.4267203604436,-923.6438112423406,4433.455681214653,-113.02357860395168,96.49978773899689,20,9,23.99031266343521,32.42333139122599,,261.3570208887108
BTC,240,discovery,cross_signal,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,230,20.54593975048441,-99.18284251499097,34.34782608695652,1.12765339582634,636.8053386692844,3539.024294766717,-1732.8599135686784,28943.741051229692,-116.996014051296,27.779674225702177,0.4748092882890435,23,-52.03180420547526,-72.03180420547527,34.78260869565217,-57.2222546261419,40.5459397504844,13.5,423.37262143947663,-211.5447260863912,1,221,-10.711053227035942,26.4162921922341,0.2055,-25.59622761943767,90.7626485519596,24,212,18.32275969480911,-99.18284251499097,34.43396226415094,1.1137456374400938,633.9000139885686,3539.024294766717,-1732.8599135686784,27050.735477239297,-121.92794958915664,30.453530422244963,212,18,38.8442505529956,34.38426704362828,,15.705238965198173
BTC,240,discovery,departure_signal,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,56,113.84061037348626,-64.78220135653244,37.5,1.8223112622557205,1034.9381167385443,2586.502741654735,-650.238236652808,10588.929980288249,-84.27711598746033,66.83183922550607,0.4925170068027211,6,-87.56361106356654,-107.56361106356654,50.0,55.822154732855495,133.84061037348627,18.0,515.5932439717072,-208.5918600028036,0,52,-34.86881309708104,170.52716425955163,0.011,41.82489788863953,333.58530695688614,22,56,113.84061037348626,-64.78220135653244,37.5,1.8223112622557205,1034.9381167385443,2586.502741654735,-650.238236652808,10588.929980288249,-84.27711598746033,66.83183922550607,56,0,63.75074180915239,25.008601624807664,,135.65835116247058
BTC,240,discovery,departure_neutral,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,56,162.11279766083544,-223.64271025984092,32.142857142857146,1.625538977194827,1306.5026680517633,5519.157196969695,-1081.104050254984,19498.577924456575,-208.40522510899584,76.47964173455516,0.5043859649122807,6,-76.96633735119345,-96.96633735119345,33.33333333333333,70.71354114440418,182.11279766083544,49.0,938.3229597027092,-363.0531045775725,1,52,50.10052651789264,150.47112161701264,0.03175,6.452219869868865,331.21687860752695,22,56,162.11279766083544,-223.64271025984092,32.142857142857146,1.625538977194827,1306.5026680517633,5519.157196969695,-1081.104050254984,19498.577924456575,-208.40522510899584,76.47964173455516,56,0,90.7831666900679,30.405249932012353,,200.57164813490527
BTC,240,discovery,departure_opposite,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,56,95.91964579386088,-379.28151285398167,28.57142857142857,1.2517923582536723,1494.612624553795,5007.5378713434375,-1193.2712964048808,22551.141754909073,-343.5928318090573,78.34992919222914,0.4984375,6,-272.1109970970224,-292.1109970970224,33.33333333333333,108.75410693738434,115.91964579386088,61.5,1093.138357223816,-484.25801949789013,1,52,2.481711878358038,150.19120211884945,0.04125,-0.10337127096925389,337.53460063346023,22,44,174.496574159674,-297.34392388028664,34.090909090909086,1.4853199970815183,1548.0243298176597,5007.5378713434375,-1193.2712964048808,19344.615178754608,-299.14784399305006,82.32441845587645,44,12,76.77849263025655,44.885228330598366,,152.67291399720744
BTC,240,replication,cross_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,125,-35.831646311789406,-112.17167282568384,28.799999999999997,0.7437489690916557,358.2643282925147,1291.0964813373394,-873.3039371716122,9228.270775440636,-122.38595146798492,37.88962611876003,0.4636392009987515,13,8.622543203741914,-11.377456796258096,30.76923076923077,-55.85381091740528,-15.8316463117894,14.0,348.80171123656754,-168.6778967257152,1,123,-11.197244703539477,-21.978038195899714,0.786376953125,-68.4806568021977,30.30510044068886,12,116,-33.597509071435546,-114.91156870008288,29.310344827586203,0.7684693230388477,377.6892282752953,1291.0964813373394,-873.3039371716122,8859.530763628096,-122.66194053764058,38.07805774328645,116,9,-38.97311052286525,42.37327433816049,1.0,-33.175282899439196
BTC,240,replication,departure_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,34,-57.369214498218405,-119.99518469133552,23.52941176470588,0.6084144886494146,260.0637738185936,1141.1844747077248,-873.3039371716122,2527.235307182124,-149.2596200040517,90.81215519105903,0.4903846153846153,4,-83.90984277405533,-103.90984277405532,25.0,-13.675329443994237,-37.369214498218405,14.5,313.07294086663507,-171.70689604991907,0,33,-3.738201992918551,-49.750955048101886,0.8271484375,-131.44449702078433,31.87155175009626,10,34,-57.369214498218405,-119.99518469133552,23.52941176470588,0.6084144886494146,260.0637738185936,1141.1844747077248,-873.3039371716122,2527.235307182124,-149.2596200040517,90.81215519105903,34,0,-19.50553292939424,30.163612526480183,1.0,-53.48915704102044
BTC,240,replication,departure_neutral,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,34,-45.177451674141125,-188.7242455419863,26.47058823529412,0.7924786831220768,391.8884346244914,2386.9232849544765,-959.0821261175696,5215.808527952325,-225.06139616243735,93.2435160095676,0.4577777777777778,4,-306.6830235991746,-326.6830235991746,25.0,-246.4469306246083,-25.17745167414111,40.0,613.2954433019345,-271.3000728710041,0,33,-112.01296218919066,72.79004636512956,0.2431640625,-83.93660736478174,259.9607129931064,10,34,-45.177451674141125,-188.7242455419863,26.47058823529412,0.7924786831220768,391.8884346244914,2386.9232849544765,-959.0821261175696,5215.808527952325,-225.06139616243735,93.2435160095676,34,0,-15.360333569207974,27.14500294160198,1.0,-39.22291582406112
BTC,240,replication,departure_opposite,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,34,-69.32731131541453,-300.5779693803767,26.47058823529412,0.7655122681653402,931.548454000516,2112.6892705239397,-1052.7055929505934,5763.821800329595,-270.69834616845634,86.83822906266285,0.4222222222222222,4,-463.1054747382413,-483.1054747382413,0.0,-258.95987240218494,-49.32731131541454,59.5,769.532488956117,-370.4415392241722,2,33,-108.40714837004136,56.84686207742454,0.2822265625,-97.04862204067723,244.26072663639326,10,22,-16.908793040100374,-295.75419528517716,27.27272727272727,0.9400355256109976,1140.588974155686,2112.6892705239397,-844.4702554198514,4826.6737389192385,-273.6140624106024,99.3282597139941,22,12,-3.719934468822084,29.782294806551985,1.0,-51.56028629261677
BTC,240,exposed,cross_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,59,-36.45585767518734,-102.15765708848188,35.59322033898305,0.7401181127941271,291.02499158609703,1208.5414138232177,-499.33000461355624,4126.006829137879,-118.43212135799872,62.25334803053838,0.6152882205513784,6,310.1785285030386,290.1785285030386,66.66666666666666,214.01855163250193,-16.455857675187335,18.0,376.8096659806891,-161.02178893689145,1,57,-48.95791307110313,11.972589991115903,0.359375,-43.01313891503023,83.1940281046001,6,56,-25.48498361267903,-94.4194021033806,37.5,0.8110398494406139,299.1356207596374,1208.5414138232177,-499.33000461355624,4126.006829137879,-111.06331822895812,62.25334803053838,56,3,-14.271590823100222,42.073539523081735,,-36.98532307998723
BTC,240,exposed,departure_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,15,-49.82920439827553,-57.382813640833845,46.666666666666664,0.6408633123363803,258.489215589301,312.6533360488715,-390.80592614266214,579.667625835385,-102.0850532161168,87.23624352984034,0.2142857142857142,2,-94.7034583255535,-114.7034583255535,0.0,-487.5444786106881,-29.829204398275525,19.0,370.1170780170884,-206.20348878445992,0,15,-12.642239777520777,-37.18696462075474,0.984375,-58.24113343022032,-13.21963357438572,6,15,-49.82920439827553,-57.382813640833845,46.666666666666664,0.6408633123363803,258.489215589301,312.6533360488715,-390.80592614266214,579.667625835385,-102.0850532161168,87.23624352984034,15,0,-7.474380659741331,17.9093983119714,,-49.82920439827553
BTC,240,exposed,departure_neutral,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,15,192.43739350299663,-69.75790306811278,46.666666666666664,2.1557214081851983,1192.6655243979424,2326.0384014445513,-588.3890391511359,3913.9656079773513,-79.0311311871078,96.6287858361405,0.4642857142857143,2,1440.7555239389774,1420.7555239389774,100.0,208.5569143246183,212.43739350299663,45.0,793.2754331984196,-206.20348878445992,1,15,81.25032790386832,111.18706559912832,0.03125,47.06593542110962,194.5431835389818,6,15,192.43739350299663,-69.75790306811278,46.666666666666664,2.1557214081851983,1192.6655243979424,2326.0384014445513,-588.3890391511359,3913.9656079773513,-79.0311311871078,96.6287858361405,15,0,28.8656090254495,16.678275707230448,,192.43739350299663
BTC,240,exposed,departure_opposite,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,15,112.31659057233324,-183.15483126384868,33.33333333333333,1.4367652653310552,1260.2778600673337,1937.1703174551103,-895.2401816201383,3464.811279376089,-136.92787852239164,100.0,0.82,2,1418.2017623709885,1398.2017623709885,100.0,214.88019361466112,132.3165905723332,71.0,934.1200168991946,-426.8325028775011,2,15,-34.95964461364377,147.27623518597696,0.03125,65.70009993602204,258.52722633585074,6,8,427.2387828209336,217.5545263164935,50.0,3.2421375654086555,1650.499768581218,1937.1703174551103,-552.4553350645278,1937.1703174551103,211.534277873194,100.0,8,7,34.17910262567467,15.00493370956233,,112.31659057233323
BTC,360,discovery,cross_signal,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,139,94.5617216237813,-105.99307842873884,42.44604316546763,1.538174161354491,855.3766481344228,2426.1925512193948,-936.6268949288404,23301.123580441057,-81.25635419788361,29.988437650813164,0.5348516949152542,14,90.46990566744326,70.46990566744327,42.857142857142854,-114.36521252069969,114.5617216237813,20.0,611.7114331293175,-253.2989648172967,1,130,77.38181788692269,5.030497513138606,0.454,-60.11732171290468,75.7214374327249,24,124,87.99679620823211,-107.61799078150278,41.12903225806452,1.493883408400319,855.517515571016,2426.1925512193948,-936.6268949288404,21117.82476954731,-91.94794630384258,33.8096175421657,124,15,109.11602729820795,15.662891029236665,,82.41231540006129
BTC,360,discovery,departure_signal,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,37,119.6927447009089,-105.2647258573569,45.94594594594595,1.742272500440705,840.9777831721694,2183.2988108937457,-596.8131239829355,6109.316136657602,-50.9298358401204,66.26133955529325,0.538235294117647,4,43.88352394962853,23.883523949628533,50.0,-123.05046689214744,139.6927447009089,19.0,677.1076850164868,-242.33608694459008,0,31,79.25246657796887,91.56210373965442,0.18175,-95.60040962522086,276.0702829096973,20,37,119.6927447009089,-105.2647258573569,45.94594594594595,1.742272500440705,840.9777831721694,2183.2988108937457,-596.8131239829355,6109.316136657602,-50.9298358401204,66.26133955529325,37,0,44.286315539336286,15.468989519550291,,170.8145703176233
BTC,360,discovery,departure_neutral,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,37,273.6140423376238,-201.2152805244827,40.54054054054054,1.910361845148368,1940.070715056044,4877.063236609079,-1459.025478559637,17017.012760442314,-208.88767254394656,86.40336311012426,0.5181818181818182,4,-113.48855768284952,-133.48855768284955,50.0,33.54490470730454,293.61404233762386,47.0,1272.089532801022,-349.8727477978691,1,31,57.08386090665125,210.7922465016376,0.0775,-43.69388559476553,532.5525062034419,20,37,273.6140423376238,-201.2152805244827,40.54054054054054,1.910361845148368,1940.070715056044,4877.063236609079,-1459.025478559637,17017.012760442314,-208.88767254394656,86.40336311012426,37,0,101.23719566492078,40.19886722773099,,267.8761074082889
BTC,360,discovery,departure_opposite,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,37,183.77744233372695,-197.07040074898651,37.83783783783784,1.4445717323822913,1752.6878283949795,5176.370876317877,-1501.4336395048963,17484.553148692048,-323.78144794982273,83.99172024000269,0.3944099378881988,4,-527.4161129719323,-547.4161129719323,25.0,-18.700539188555013,203.77744233372695,60.0,1390.4810869756489,-519.7361187465643,1,31,65.0669497780866,122.85812980251845,0.20525,-138.87573158986638,428.192529802662,20,30,305.8626312560316,-194.7085618966915,43.333333333333336,1.752081805439637,2942.6146202182545,5176.370876317877,-1501.4336395048963,14712.779521475382,-205.0703919923866,86.81418609200612,30,7,91.75878937680945,50.48042292474963,,187.92507958060506
BTC,360,replication,cross_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,73,27.24715064968443,-74.7118603281127,38.35616438356164,1.192480531243345,665.6538337271654,1385.4807358767296,-769.2737335397281,7839.119292835846,-90.00118916013665,44.42491652569074,0.4658730158730159,8,46.51884865392892,26.51884865392892,37.5,-125.94396796478338,47.24715064968442,18.0,493.07641171871626,-179.73214174747508,1,71,80.73728545740131,-59.156203651898544,0.87109375,-133.7718773956255,41.83707816930261,12,65,31.28457187077124,-73.94068928666896,38.46153846153847,1.2374041055979563,525.3556640224272,1385.4807358767296,-769.2737335397281,6756.3186743126,-81.42795694331843,50.790555654516965,65,8,20.334971716001384,19.57420236329169,1.0,21.581081805502805
BTC,360,replication,departure_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,24,-45.570567419051144,-124.42517849537312,25.0,0.7486037929426252,555.702587416996,1079.6293837871197,-677.1902741770763,2704.6133391509375,-180.87175986705543,96.96817933666875,0.3425925925925926,3,-292.17798396014905,-312.17798396014905,0.0,-30.53653532656013,-25.570567419051137,16.0,405.3289803995751,-268.4225648825722,1,23,-52.73065897542288,7.057774631569935,0.4150390625,-62.73307539184879,75.3893849946306,10,24,-45.570567419051144,-124.42517849537312,25.0,0.7486037929426252,555.702587416996,1079.6293837871197,-677.1902741770763,2704.6133391509375,-180.87175986705543,96.96817933666875,24,0,-10.936936180572276,21.196813543090524,1.0,-45.67288434385295
BTC,360,replication,departure_neutral,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,24,-37.87216183366661,-277.4865219151579,20.833333333333336,0.8635701769976005,1085.2539928440465,2168.2203666078203,-788.2359179825604,4917.570776515295,-277.4525076439663,100.0,0.3684210526315789,3,-390.02351532388184,-410.02351532388184,0.0,-311.6877511851005,-17.87216183366661,33.5,674.4496196604952,-401.9436979830848,0,23,-125.64827746575484,51.58864559064521,0.228515625,-64.45419196469103,193.6496273934435,10,24,-37.87216183366661,-277.4865219151579,20.833333333333336,0.8635701769976005,1085.2539928440465,2168.2203666078203,-788.2359179825604,4917.570776515295,-277.4525076439663,100.0,24,0,-9.089318840079995,32.96036490923957,1.0,-74.05963187510964
BTC,360,replication,departure_opposite,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,24,-122.39728429148047,-363.1169784089971,20.833333333333336,0.6747730457277872,832.6834602663919,2023.8187591739445,-812.654680073881,4732.320517747838,-365.23120670206526,100.0,0.431578947368421,3,-149.76272212004037,-169.76272212004037,33.33333333333333,-291.9081642172761,-102.39728429148047,45.0,782.1770852594922,-659.0201177002575,3,23,-115.9810737969434,-39.02003015854723,0.759765625,-125.85814269906432,70.21882544381077,10,20,-159.5166220993172,-437.72051077452966,20.0,0.6206715420623338,844.815593485196,2023.8187591739445,-812.654680073881,3857.736443579033,-391.55938253140994,100.0,20,4,-31.903324419863445,56.45248258763006,1.0,-155.00110395549066
BTC,360,exposed,cross_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,39,-10.567611957029015,-89.35251641017936,35.8974358974359,0.9412947149102774,533.9662016365619,1764.09998919562,-721.4675712220819,4244.329504071304,-133.0418962970124,71.9901415384953,0.6342857142857142,4,263.14637729363767,243.14637729363764,25.0,-89.64111200093869,9.432388042970985,16.0,462.4115649236059,-167.23005310093745,1,36,-104.74065373682691,14.774840416195742,0.375,-79.41692832645262,79.41162264671689,6,38,-6.1148207763760425,-86.23203898421693,36.84210526315789,0.9660320769459622,544.4510654546384,1764.09998919562,-721.4675712220819,4244.329504071304,-131.6674321639292,71.9901415384953,38,1,-2.3236318950228707,28.735997533945657,,-89.96581332063116
BTC,360,exposed,departure_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,7,-124.2655930348026,-94.9737553023344,42.857142857142854,0.2413551046368765,102.64020971958512,131.11579937706398,-692.2623361051005,131.11579937706398,-166.82915843678035,100.0,0.25,1,-159.77367682184163,-179.77367682184163,0.0,,-104.26559303480258,16.0,326.8977305281325,-141.90715807929965,0,6,144.36800821664883,-259.38225395361155,0.9375,-428.6205139935061,-24.346664360797053,4,7,-124.2655930348026,-94.9737553023344,42.857142857142854,0.2413551046368765,102.64020971958512,131.11579937706398,-692.2623361051005,131.11579937706398,-166.82915843678035,100.0,7,0,-8.69859151243617,12.415510864287416,,-115.01424573696276
