symbol,minutes,fold,policy,fixed_notional_return_pct,close_marked_drawdown_pct,minimum_equity,crossed_zero
BTC,15,discovery,cross_signal,-650.7192239020743,654.5608362774398,-5.545608362774398,True
BTC,15,discovery,departure_neutral,-131.72660226032698,125.09854816115687,-0.3172660226032697,True
BTC,15,discovery,departure_opposite,-35.67506190008077,63.879033026999174,0.49003320711622056,False
BTC,15,discovery,departure_signal,-188.4831762220884,188.04126519710687,-0.8930917185571268,True
BTC,15,exposed,cross_signal,-197.5393704931637,199.7245377437465,-1.0048314271315295,True
BTC,15,exposed,departure_neutral,-35.87158048527962,46.309772908316326,0.6243355996349942,False
BTC,15,exposed,departure_opposite,-39.045518343518516,50.09419008947996,0.5892116459790742,False
BTC,15,exposed,departure_signal,-55.39363036321787,58.44211642688055,0.42677144085338414,False
BTC,15,replication,cross_signal,-312.64732586299067,312.9840701404302,-2.1298407014043024,True
BTC,15,replication,departure_neutral,-109.2473096877195,108.65387887983144,-0.09490053214660199,True
BTC,15,replication,departure_opposite,-80.88515034512928,82.53045922954453,0.18872106127930022,False
BTC,15,replication,departure_signal,-69.77333992608371,71.42540335858918,0.29263269449140195,False
BTC,30,discovery,cross_signal,-273.75326053778065,275.17194325425993,-1.7530263499247776,True
BTC,30,discovery,departure_neutral,-29.32765176796641,73.06246424931618,0.4002505681573618,False
BTC,30,discovery,departure_opposite,7.495339078636509,51.78648947286489,0.7529668956998883,False
BTC,30,discovery,departure_signal,-72.9950226590597,74.51530343616749,0.27004977340940295,False
BTC,30,exposed,cross_signal,-109.65767833954698,111.31128182148761,-0.11415303770227958,True
BTC,30,exposed,departure_neutral,8.655404911250319,32.08648363855426,0.854509547075621,False
BTC,30,exposed,departure_opposite,30.475393668667582,26.125300738451095,0.9990441427145279,False
BTC,30,exposed,departure_signal,-5.871062745705458,13.668725835452214,0.90516166381164,False
BTC,30,replication,cross_signal,-96.90077214592684,101.36686473058418,-0.015587780213309192,True
BTC,30,replication,departure_neutral,-103.65123090629338,103.47734248599443,-0.038035685724899446,True
BTC,30,replication,departure_opposite,-111.38966692595314,110.18253397065256,-0.11542004592149713,True
BTC,30,replication,departure_signal,-68.22137590040678,69.18383219826596,0.31626286433396655,False
BTC,60,discovery,cross_signal,-92.47632188024636,95.02567063307538,0.0752367811975364,False
BTC,60,discovery,departure_neutral,65.87571405016273,36.30817840144612,0.998194658300729,False
BTC,60,discovery,departure_opposite,92.90542471058696,50.79601034951149,0.7778241943131714,False
BTC,60,discovery,departure_signal,-25.00219283263356,42.105026893524474,0.7373392837648337,False
BTC,60,exposed,cross_signal,20.52845036472446,13.218913369629487,0.9286507815885993,False
BTC,60,exposed,departure_neutral,18.91154419942991,23.435892051336086,0.992367980514563,False
BTC,60,exposed,departure_opposite,6.33839209728928,32.98409096258245,0.8806344383069072,False
BTC,60,exposed,departure_signal,15.916207183917086,9.650668917130673,0.9442352777015354,False
BTC,60,replication,cross_signal,-120.10575721961794,118.39105804413705,-0.2018873325694822,True
BTC,60,replication,departure_neutral,-86.04881725226397,87.345301733835,0.13951182747736024,False
BTC,60,replication,departure_opposite,-54.966341053903236,61.26027824910578,0.43825681843848907,False
BTC,60,replication,departure_signal,-86.97976700297984,87.68945052750081,0.13020232997020154,False
BTC,120,discovery,cross_signal,28.277548455535985,30.514944405289036,0.9420660638654036,False
BTC,120,discovery,departure_neutral,99.28373311222695,21.471231429238298,0.9968888275795887,False
BTC,120,discovery,departure_opposite,112.14252718556304,19.582217009971696,0.9968888275795887,False
BTC,120,discovery,departure_signal,10.631567906512206,23.40333414747719,0.956553524746335,False
BTC,120,exposed,cross_signal,-12.071633660138136,30.509926581115998,0.868779050627097,False
BTC,120,exposed,departure_neutral,17.56828982186438,27.786343955496502,0.9333120650216259,False
BTC,120,exposed,departure_opposite,23.990312663435255,32.42333139122599,0.89872554995132,False
BTC,120,exposed,departure_signal,-7.5901730700965615,22.15623084664665,0.8835569051317443,False
BTC,120,replication,cross_signal,-59.68729317652291,62.27970396120514,0.40229653057285775,False
BTC,120,replication,departure_neutral,-41.950182952201075,52.82385736293607,0.517389933572206,False
BTC,120,replication,departure_opposite,-67.0806787460767,70.251432898732,0.3257703376705683,False
BTC,120,replication,departure_signal,-14.152239327746518,29.253615170008135,0.7901908902644152,False
BTC,240,discovery,cross_signal,38.844250552995604,34.38426704362828,0.7911218576975027,False
BTC,240,discovery,departure_neutral,90.7831666900679,30.405249932012353,0.9937364981672794,False
BTC,240,discovery,departure_opposite,76.77849263025655,44.885228330598366,0.9301355976817386,False
