setup_id,symbol,entry_time,match_status,matched_control_count,candidate_net_return,control_mean_net_return,paired_excess_return,available_controls
817298d9174b353b,ENS,2022-07-17 00:00:00+00:00,matched_exact_context_eligible,2.0,0.24350579280219595,-0.013454824136326093,0.256960616938522,
9ebce6b4e770e2c5,SNX,2022-08-02 00:00:00+00:00,matched_exact_context_eligible,2.0,-0.23548351302754755,-0.11516270267047068,-0.12032081035707687,
c76f5c4c83b46640,COMP,2023-02-28 00:00:00+00:00,unmatched,,,,,0.0
342715d7495a0aae,QTUM,2023-04-14 00:00:00+00:00,matched_exact_context_eligible,2.0,-0.07294386181369528,-0.09593190000281432,0.022988038189119042,
08def767f9eabe77,CELO,2023-04-15 00:00:00+00:00,unmatched,,,,,0.0
930cb12accb21951,YGG,2025-10-22 00:00:00+00:00,unmatched,,,,,1.0
04b3c67e6623e659,AR,2026-01-17 00:00:00+00:00,matched_exact_context_eligible,2.0,-0.13407879531039035,0.13761391306531456,-0.2716927083757049,
9c41376059a15b4f,ICX,2026-01-18 00:00:00+00:00,matched_exact_context_eligible,2.0,-0.11721400642906832,-0.028374368280818518,-0.0888396381482498,
a2a144a4ad02f28f,WCT,2026-01-28 00:00:00+00:00,unmatched,,,,,0.0
a7f55481c60ce3a3,METIS,2026-01-31 00:00:00+00:00,unmatched,,,,,0.0
b1f63930fd9764a7,SKY,2026-02-22 00:00:00+00:00,matched_exact_context_eligible,2.0,-0.07319489016980851,-0.13503125219252865,0.06183636202272014,
fa02034d51a61d7d,XPL,2026-03-15 00:00:00+00:00,matched_exact_context_eligible,2.0,-0.14710124398438218,-0.1870501016297904,0.03994885764540823,
37153ca9fa3984fb,2Z,2026-04-03 00:00:00+00:00,matched_exact_context_eligible,2.0,0.07607060654986066,-0.10929734857057843,0.18536795512043908,
a9e64df53bb94509,BLUR,2026-04-04 00:00:00+00:00,unmatched,,,,,1.0
b6ede7617809684a,LINEA,2026-04-08 00:00:00+00:00,matched_exact_context_eligible,2.0,0.030577079697498677,-0.1525507580109437,0.18312783770844238,
489f99f8436262ca,UMA,2026-04-10 00:00:00+00:00,matched_exact_context_eligible,2.0,0.09741736196949673,-0.1070049591455528,0.20442232111504954,
b925111f32b96705,LDO,2026-04-10 00:00:00+00:00,matched_exact_context_eligible,2.0,0.15872793389309509,-0.12091912422959589,0.279647058122691,
