failure_mode,events,symbols,mean_net_bp,total_net_bp,mean_net_r,mean_mfe_r,mean_giveback_r
false_launch_or_no_followthrough,6,6,-1238.8860242323049,-7433.316145393829,-0.8415638316527914,0.4818584531282933,1.3086463888341402
early_exit_then_two_r_recovery,2,2,-1233.3727517722643,-2466.7455035445287,-0.6511760569645568,3.962982128814615,1.0715459185733958
banked_then_net_loss,1,1,-1727.173244577037,-1727.173244577037,-0.8093722181101567,1.9191315333338648,2.7191315333338646
winner_large_giveback,1,1,2435.0579280219595,2435.0579280219595,1.3284478650951523,6.019114747790132,3.453546152103435
ordinary_winner,7,7,1986.5450016793718,13905.815011755602,1.006127506086596,2.253417501867904,1.2343023850114268
