fold,events,symbols,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_net_r,median_hold_bars,p95_net_bp,max_net_bp,positive_symbol_share,runner_armed_share,banked_any_share,top_score_decile_events,top_score_decile_mean_net_bp,week_clusters,week_cluster_signflip_p,mean_capped_net_r,median_net_r,p95_raw_net_r
2022H2,3,3,294.63948336850825,274.63948336850825,-1127.8956504379066,0.3333333333333333,1.3298683556253743,-0.260661823563164,9.0,2876.684114844591,3321.637422098202,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,3321.637422098202,3,0.5555555555555556,-0.260661823563164,-0.7198146304422469,0.7883117982144455
2023H1,5,5,1276.6559488865817,1256.6559488865817,1360.8632162609451,0.8,8.268778462960938,0.8087502987171179,75.0,3180.1384789983035,3564.935086616444,0.8,0.8,0.8,1,1360.8632162609451,3,0.2222222222222222,0.8087502987171179,0.8545953655961294,1.9178511227397765
2023H2,5,5,-103.44374957892688,-123.4437495789269,-511.4766437901264,0.2,0.7338260787957397,0.09320284295757149,8.0,1269.867892131029,1701.636326645085,0.2,0.2,0.2,1,-610.6879777623365,3,0.5555555555555556,0.09320284295757149,-0.4223742266116526,1.7260890181732331
2024H1,3,3,-1483.0579944778476,-1503.0579944778476,-1247.309242938921,0.0,0.0,-0.8509363322789186,33.0,-1122.370705029992,-1108.4886452623332,0.0,0.0,0.0,1,-2153.376095232289,2,1.0,-0.8509363322789186,-1.0093748120852655,-0.5753620171899685
2024H2,7,6,-143.99644298664433,-163.99644298664424,-1034.0101056499773,0.2857142857142857,0.7753281286556967,-0.1954436490023572,16.0,2003.5994343239977,2037.8075949097874,0.3333333333333333,0.42857142857142855,0.42857142857142855,1,-1254.5119419094538,4,0.8823529411764706,-0.1954436490023572,-0.6659734719314311,1.1851150464129792
2025H1,6,6,-29.454628394648594,-49.45462839464861,-526.1875104681395,0.5,0.9369321650402652,0.32884539098388527,33.0,2252.12004905299,2477.155850632358,0.5,0.5,0.5,1,1577.0126443148863,6,0.5538461538461539,0.32884539098388527,-0.38366005694566474,3.1805119716697963
2025H2,5,5,-903.5624248664665,-923.5624248664665,-1004.4747855529213,0.0,0.0,-0.7955716392144065,5.0,-699.9098228663452,-668.1481481481488,0.0,0.0,0.0,1,-668.1481481481488,3,1.0,-0.7955716392144065,-1.0185132637382186,-0.4551584973622624
2026P1,5,4,-1028.3456403518667,-1048.3456403518667,-1212.7122445521954,0.2,0.016973258312081303,-0.7149035741448058,10.0,-95.82459167832685,90.50537792839377,0.25,0.0,0.0,1,-1702.6455832542053,4,1.0,-0.7149035741448058,-1.0118860443334243,-0.06620646046410938
