fold,events,symbols,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_net_r,median_hold_bars,p95_net_bp,max_net_bp,positive_symbol_share,runner_armed_share,banked_any_share,top_score_decile_events,top_score_decile_mean_net_bp,week_clusters,week_cluster_signflip_p,mean_capped_net_r,median_net_r,p95_raw_net_r
legacy_2022H2,4,4,-511.8859960058473,-531.8859960058473,-1103.8833908849365,0.25,0.5336994055066177,-0.2311067468926999,20.5,1942.94602780949,2435.0579280219595,0.25,0.25,0.25,1,-2354.8351302754754,4,0.7058823529411765,-0.2311067468926999,-0.6221544686755675,1.045498124832798
legacy_2023H1,3,3,309.3575989690785,289.3575989690785,-729.4386181369528,0.3333333333333333,1.4734243334145984,0.06452661476632364,7.0,2358.56534182593,2701.6768929329173,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,-729.4386181369528,2,0.6,0.06452661476632364,-0.6562019721130621,1.4172971872212239
current_2025H2,2,2,2006.0866888379103,1986.0866888379103,1986.0866888379103,0.5,3.843952696919599,0.2430839976147814,47.5,5030.602508253469,5368.882043744086,0.5,0.5,0.5,1,5368.882043744086,2,0.6,0.2430839976147814,0.2430839976147814,1.3749342571184728
current_2026P1,13,13,-425.85940676969335,-445.8594067696934,-780.5664020596448,0.38461538461538464,0.501680094045742,-0.18670912973729992,21.0,1835.2981049502048,2207.3262539790876,0.38461538461538464,0.23076923076923078,0.38461538461538464,2,-2203.899678755719,6,0.8769230769230769,-0.18670912973729992,-0.580774129518284,1.0766787150821675
