symbol,cohort,paths,path_receipts,source_rows_read,source_days_seen,complete_days,discarded_days,discarded_wrong_count,discarded_duplicate,discarded_off_grid,first_daily_bar,last_daily_bar,daily_prefix_sha256,phase_source_status,holdout_rows_read
NEO,legacy_and_current,"[""data/kline_preholdout_archive15m_202109_202306/okx_NEO_USDT_SWAP_15m_64122.csv"",""data/kline_fetched/okx_NEO_USDT_SWAP_15m_41905.csv""]","[{""path"":""data/kline_preholdout_archive15m_202109_202306/okx_NEO_USDT_SWAP_15m_64122.csv"",""prefix_sha256"":""7ed38462e4736cf1180b1a562b6f80d02a7a4040a2e5f4baa165f0b2e443e92b"",""rows"":64122,""status"":""loaded_preholdout_prefix""},{""path"":""data/kline_fetched/okx_NEO_USDT_SWAP_15m_41905.csv"",""prefix_sha256"":""9d86eae286fdfa6de70aa431a4e0413077bd6c90d338fdfbe029ecb442d11832"",""rows"":31806,""status"":""loaded_preholdout_prefix""}]",95928,1001.0,995,6,6.0,0.0,0.0,2021-09-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,6d23ca5f555db500f4aeba77542f980b9c222e4aaa058ffc6a50ff9e198d34c1,eligible,0
NES,current_only,"[""data/kline_fetched/okx_NES_USDT_SWAP_15m_4861.csv""]","[{""filename_rows"":4861,""path"":""data/kline_fetched/okx_NES_USDT_SWAP_15m_4861.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
NIGHT,current_only,"[""data/kline_fetched/okx_NIGHT_USDT_SWAP_15m_23781.csv""]","[{""filename_rows"":23781,""path"":""data/kline_fetched/okx_NIGHT_USDT_SWAP_15m_23781.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
NMR,current_only,"[""data/kline_fetched/okx_NMR_USDT_SWAP_15m_41904.csv""]","[{""path"":""data/kline_fetched/okx_NMR_USDT_SWAP_15m_41904.csv"",""prefix_sha256"":""47e63838a32e90b90b369242aa247024b8c8ae0ebb9f3fff92130035974c2404"",""rows"":31805,""status"":""loaded_preholdout_prefix""}]",31805,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,b6bb658c864ce1fc5343e0691ec1451ee4b5d655e88fcf5614b5a498907f9793,eligible,0
NOT,current_only,"[""data/kline_fetched/okx_NOT_USDT_SWAP_15m_41904.csv""]","[{""path"":""data/kline_fetched/okx_NOT_USDT_SWAP_15m_41904.csv"",""prefix_sha256"":""c5cb1e21131711d0f095f38989ef1411783163274036cdf0261d5a49c9543796"",""rows"":31805,""status"":""loaded_preholdout_prefix""}]",31805,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,d48547067eb6b47d497d72b07d151981e2ea7bea6c85c13eb657a9a377207b6b,eligible,0
OL,current_only,"[""data/kline_fetched/okx_OL_USDT_SWAP_15m_27722.csv""]","[{""filename_rows"":27722,""path"":""data/kline_fetched/okx_OL_USDT_SWAP_15m_27722.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
ONT,legacy_and_current,"[""data/kline_preholdout_archive15m_202109_202306/okx_ONT_USDT_SWAP_15m_64126.csv"",""data/kline_fetched/okx_ONT_USDT_SWAP_15m_41904.csv""]","[{""path"":""data/kline_preholdout_archive15m_202109_202306/okx_ONT_USDT_SWAP_15m_64126.csv"",""prefix_sha256"":""f95c5c516f46af96134384048cebc2d047351afb1919b119089845f0ef95c68a"",""rows"":64126,""status"":""loaded_preholdout_prefix""},{""path"":""data/kline_fetched/okx_ONT_USDT_SWAP_15m_41904.csv"",""prefix_sha256"":""96ab84dc279edabbc05bedb5ca8db0c5d5f5e0d47bd9a81280bff7726078ae07"",""rows"":31805,""status"":""loaded_preholdout_prefix""}]",95931,1001.0,996,5,5.0,0.0,0.0,2021-09-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,499cfc603d55169554249c2001fb9433eb572870a48947c404db9d29bb38a21d,eligible,0
ORDER,current_only,"[""data/kline_fetched/okx_ORDER_USDT_SWAP_15m_30486.csv""]","[{""path"":""data/kline_fetched/okx_ORDER_USDT_SWAP_15m_30486.csv"",""prefix_sha256"":""655efdc0e300d39d083132a806a6b80912f772c96e93875a6923502efd8ce3c1"",""rows"":20387,""status"":""loaded_preholdout_prefix""}]",20387,213.0,212,1,1.0,0.0,0.0,2025-10-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,b8af7affa69c6be57b4d72768f5915e2b85f341f21515d2441b4ecb1dda1035b,eligible,0
PENDLE,current_only,"[""data/kline_fetched/okx_PENDLE_USDT_SWAP_15m_31763.csv""]","[{""path"":""data/kline_fetched/okx_PENDLE_USDT_SWAP_15m_31763.csv"",""prefix_sha256"":""2e4cc38ea1757578173ca6c66b9f685d3104e4d66b896906ebf4c1e0bf75dc6f"",""rows"":21664,""status"":""loaded_preholdout_prefix""}]",21664,226.0,225,1,1.0,0.0,0.0,2025-09-18 00:00:00+00:00,2026-04-30 00:00:00+00:00,292cd2849f422043e521f367709f894cbd2d7349ffaa6a11cd250dba04f7cf6f,eligible,0
PEOPLE,legacy_and_current,"[""data/kline_preholdout_archive15m_202109_202306/okx_PEOPLE_USDT_SWAP_15m_55234.csv"",""data/kline_fetched/okx_PEOPLE_USDT_SWAP_15m_41904.csv""]","[{""path"":""data/kline_preholdout_archive15m_202109_202306/okx_PEOPLE_USDT_SWAP_15m_55234.csv"",""prefix_sha256"":""f5788d36476af6e9777c3b68018a3bd227cc09465c5a705e80eb76fba5d39a6f"",""rows"":55234,""status"":""loaded_preholdout_prefix""},{""path"":""data/kline_fetched/okx_PEOPLE_USDT_SWAP_15m_41904.csv"",""prefix_sha256"":""4ac4fbc71d2c5d30cbaa1de7b12f4b6bf17333b21243b9ecb2fbeef2791f08e9"",""rows"":31805,""status"":""loaded_preholdout_prefix""}]",87039,908.0,902,6,6.0,0.0,0.0,2021-12-03 00:00:00+00:00,2026-04-30 00:00:00+00:00,b6df580075f67e2c6a76bb370d4065b40d204993ba5b6ed89229e52ad563abd0,eligible,0
PIEVERSE,current_only,"[""data/kline_fetched/okx_PIEVERSE_USDT_SWAP_15m_26021.csv""]","[{""filename_rows"":26021,""path"":""data/kline_fetched/okx_PIEVERSE_USDT_SWAP_15m_26021.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
PIPPIN,current_only,"[""data/kline_fetched/okx_PIPPIN_USDT_SWAP_15m_24439.csv""]","[{""filename_rows"":24439,""path"":""data/kline_fetched/okx_PIPPIN_USDT_SWAP_15m_24439.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
PROS,current_only,"[""data/kline_fetched/okx_PROS_USDT_SWAP_15m_10331.csv""]","[{""filename_rows"":10331,""path"":""data/kline_fetched/okx_PROS_USDT_SWAP_15m_10331.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
PROVE,current_only,"[""data/kline_fetched/okx_PROVE_USDT_SWAP_15m_28869.csv""]","[{""filename_rows"":28869,""path"":""data/kline_fetched/okx_PROVE_USDT_SWAP_15m_28869.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
PUMP,current_only,"[""data/kline_fetched/okx_PUMP_USDT_SWAP_15m_37965.csv""]","[{""path"":""data/kline_fetched/okx_PUMP_USDT_SWAP_15m_37965.csv"",""prefix_sha256"":""e420df188bb046da11dcdbaeaebd88bc957ac3905e4849578ad0efc1cff6758f"",""rows"":27866,""status"":""loaded_preholdout_prefix""}]",27866,291.0,290,1,1.0,0.0,0.0,2025-07-15 00:00:00+00:00,2026-04-30 00:00:00+00:00,53e410ad690b73383c51c02c9a214578b70d376810066fecd05d2c392c492565,eligible,0
PYTH,current_only,"[""data/kline_fetched/okx_PYTH_USDT_SWAP_15m_41903.csv""]","[{""path"":""data/kline_fetched/okx_PYTH_USDT_SWAP_15m_41903.csv"",""prefix_sha256"":""3c3fbe1be8ce3edba3718f97185543d46f3f963f6d773be823fefb7217a2b960"",""rows"":31804,""status"":""loaded_preholdout_prefix""}]",31804,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,335c03888c48c5b1a29bd989f8b0ef242301aae8ad0a89c99c19b56d378bfa09,eligible,0
QTUM,legacy_and_current,"[""data/kline_preholdout_archive15m_202109_202306/okx_QTUM_USDT_SWAP_15m_64122.csv"",""data/kline_fetched/okx_QTUM_USDT_SWAP_15m_41903.csv""]","[{""path"":""data/kline_preholdout_archive15m_202109_202306/okx_QTUM_USDT_SWAP_15m_64122.csv"",""prefix_sha256"":""b750a783ca4f08f1dcdd192ed07444ee707919d1424cf19257d0c661463ebe9c"",""rows"":64122,""status"":""loaded_preholdout_prefix""},{""path"":""data/kline_fetched/okx_QTUM_USDT_SWAP_15m_41903.csv"",""prefix_sha256"":""da63b30ed5abb95ffb2f2f85f8c8b51a73f5432c80b66ae2d952e2fe8d15fafa"",""rows"":31804,""status"":""loaded_preholdout_prefix""}]",95926,1001.0,995,6,6.0,0.0,0.0,2021-09-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,0144e9cc423ab512379dbec794972acf6bc7b6826bb788720caaed68b0b6a8f1,eligible,0
RAVE,current_only,"[""data/kline_fetched/okx_RAVE_USDT_SWAP_15m_23219.csv""]","[{""filename_rows"":23219,""path"":""data/kline_fetched/okx_RAVE_USDT_SWAP_15m_23219.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
RE,current_only,"[""data/kline_fetched/okx_RE_USDT_SWAP_15m_5545.csv""]","[{""filename_rows"":5545,""path"":""data/kline_fetched/okx_RE_USDT_SWAP_15m_5545.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
RENDER,current_only,"[""data/kline_fetched/okx_RENDER_USDT_SWAP_15m_41903.csv""]","[{""path"":""data/kline_fetched/okx_RENDER_USDT_SWAP_15m_41903.csv"",""prefix_sha256"":""9c1b573de45c14f19be2b2f41aa966e13e36ae37773b10a7b9696efd8031a034"",""rows"":31804,""status"":""loaded_preholdout_prefix""}]",31804,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,f47212e106e7e472fc7aa172b979bda1f1c4c64574badf88e7b9c4f59ec89403,eligible,0
RLS,current_only,"[""data/kline_fetched/okx_RLS_USDT_SWAP_15m_24438.csv""]","[{""filename_rows"":24438,""path"":""data/kline_fetched/okx_RLS_USDT_SWAP_15m_24438.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
S,current_only,"[""data/kline_fetched/okx_S_USDT_SWAP_15m_41902.csv""]","[{""path"":""data/kline_fetched/okx_S_USDT_SWAP_15m_41902.csv"",""prefix_sha256"":""9ea0854263c7301fbe755f4d4c999cc7c55e317454f16b0fe12c0837ace9c9ad"",""rows"":31803,""status"":""loaded_preholdout_prefix""}]",31803,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,c1acf7c490907cc81aff36b45bcf33ce4d197d9176abd24facf593c494b6ef20,eligible,0
SAHARA,current_only,"[""data/kline_fetched/okx_SAHARA_USDT_SWAP_15m_39713.csv""]","[{""path"":""data/kline_fetched/okx_SAHARA_USDT_SWAP_15m_39713.csv"",""prefix_sha256"":""a90149ef44fecb6e557454de4262f512c5bbd4201b2b35a2719657a92ea9a762"",""rows"":29614,""status"":""loaded_preholdout_prefix""}]",29614,309.0,308,1,1.0,0.0,0.0,2025-06-27 00:00:00+00:00,2026-04-30 00:00:00+00:00,823e9a2ee94a278f1ed0bce78516a1ba6a89c6fa0d5d3892aedd2822dfaa7b3a,eligible,0
SIGN,current_only,"[""data/kline_fetched/okx_SIGN_USDT_SWAP_15m_41902.csv""]","[{""path"":""data/kline_fetched/okx_SIGN_USDT_SWAP_15m_41902.csv"",""prefix_sha256"":""0e00feb2d931805e79e7efc6248221c4d54d05a3a1037e859fe5cac3fa10814b"",""rows"":31803,""status"":""loaded_preholdout_prefix""}]",31803,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,8a748955365ac81dcff3eff790278b1a062cc7376a82e1d2f8bdeddce82fb9d9,eligible,0
SKY,current_only,"[""data/kline_fetched/okx_SKY_USDT_SWAP_15m_32325.csv""]","[{""path"":""data/kline_fetched/okx_SKY_USDT_SWAP_15m_32325.csv"",""prefix_sha256"":""ab3b9632792f14e40ebbfe13292e24e317d832e7a59cc2545f94b8218177c300"",""rows"":22226,""status"":""loaded_preholdout_prefix""}]",22226,232.0,231,1,1.0,0.0,0.0,2025-09-12 00:00:00+00:00,2026-04-30 00:00:00+00:00,02eec6e96f26f808d814346df8c8bd26207b1088d0b112531dabd715548960b9,eligible,0
SNX,legacy_and_current,"[""data/kline_preholdout_archive15m_202109_202306/okx_SNX_USDT_SWAP_15m_64122.csv"",""data/kline_fetched/okx_SNX_USDT_SWAP_15m_41902.csv""]","[{""path"":""data/kline_preholdout_archive15m_202109_202306/okx_SNX_USDT_SWAP_15m_64122.csv"",""prefix_sha256"":""287d077dfecb23b8ebece4937052ddc44c1ebec341df75f45329c3daa31a90cc"",""rows"":64122,""status"":""loaded_preholdout_prefix""},{""path"":""data/kline_fetched/okx_SNX_USDT_SWAP_15m_41902.csv"",""prefix_sha256"":""891a723026ff4b6937ce64a871609b3144a849c95882978d39c3f527383a81fe"",""rows"":31803,""status"":""loaded_preholdout_prefix""}]",95925,1001.0,995,6,6.0,0.0,0.0,2021-09-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,ddbbb3c06024ccc911e5d36caeab771bf0234a220c1aa64642d879f8f4ab8a5a,eligible,0
SPACE,current_only,"[""data/kline_fetched/okx_SPACE_USDT_SWAP_15m_19455.csv""]","[{""filename_rows"":19455,""path"":""data/kline_fetched/okx_SPACE_USDT_SWAP_15m_19455.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
SPX,current_only,"[""data/kline_fetched/okx_SPX_USDT_SWAP_15m_37727.csv""]","[{""path"":""data/kline_fetched/okx_SPX_USDT_SWAP_15m_37727.csv"",""prefix_sha256"":""e35a71902aa877e625d1d01039da6def6f7dc628d267a84d6faed66ddf107d23"",""rows"":27628,""status"":""loaded_preholdout_prefix""}]",27628,288.0,287,1,1.0,0.0,0.0,2025-07-18 00:00:00+00:00,2026-04-30 00:00:00+00:00,715b4775762caf8ad32b534cccb7f3b5fcf4377955ed5607d601ecd96715cd72,eligible,0
SSV,current_only,"[""data/kline_fetched/okx_SSV_USDT_SWAP_15m_41901.csv""]","[{""path"":""data/kline_fetched/okx_SSV_USDT_SWAP_15m_41901.csv"",""prefix_sha256"":""3a7ca8e3711e90d2674dcde3b37594d9e262b176a35ff3ec4c1888040c4ecab0"",""rows"":31802,""status"":""loaded_preholdout_prefix""}]",31802,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,d4c8cccaed99e686ca17cfa3ad8a552b3783b2de306751d1b35b9762a99da16f,eligible,0
STABLE,current_only,"[""data/kline_fetched/okx_STABLE_USDT_SWAP_15m_23869.csv""]","[{""filename_rows"":23869,""path"":""data/kline_fetched/okx_STABLE_USDT_SWAP_15m_23869.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
STRK,current_only,"[""data/kline_fetched/okx_STRK_USDT_SWAP_15m_41901.csv""]","[{""path"":""data/kline_fetched/okx_STRK_USDT_SWAP_15m_41901.csv"",""prefix_sha256"":""ca8d18763947eaea8f9de16fbd120caa6e0df08e3944283ff7371ad65f05795f"",""rows"":31802,""status"":""loaded_preholdout_prefix""}]",31802,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,606824f6fda648878ab36735afcf8a3719779be81fd42b4deedb5f58f40a163e,eligible,0
STX,legacy_and_current,"[""data/kline_preholdout_archive15m_202109_202306/okx_STX_USDT_SWAP_15m_12411.csv"",""data/kline_fetched/okx_STX_USDT_SWAP_15m_41901.csv""]","[{""path"":""data/kline_preholdout_archive15m_202109_202306/okx_STX_USDT_SWAP_15m_12411.csv"",""prefix_sha256"":""15b2952af36d53cae3fa01853a9d13678a99547dddc593b6d4e78e280b9871f4"",""rows"":12411,""status"":""loaded_preholdout_prefix""},{""path"":""data/kline_fetched/okx_STX_USDT_SWAP_15m_41901.csv"",""prefix_sha256"":""cc02986b07b4b567bbb4b01c7cdfcb4bf9151bef4a31615f14fc83881f9fde29"",""rows"":31802,""status"":""loaded_preholdout_prefix""}]",44213,462.0,458,4,4.0,0.0,0.0,2023-02-22 00:00:00+00:00,2026-04-30 00:00:00+00:00,006b0c5a460d62da1708e110653f803df89bb8a649b1fe88729044a05c46e878,eligible,0
SYRUP,current_only,"[""data/kline_fetched/okx_SYRUP_USDT_SWAP_15m_39065.csv""]","[{""path"":""data/kline_fetched/okx_SYRUP_USDT_SWAP_15m_39065.csv"",""prefix_sha256"":""b97a684450634d6df2b90ee8204bf20bea1964e4013ddf227f71fa71d56f072e"",""rows"":28966,""status"":""loaded_preholdout_prefix""}]",28966,302.0,301,1,1.0,0.0,0.0,2025-07-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,b85de0349506b07e64df76f77a080c66f9506afce7c33a3c13b8e187cc8e9c9c,eligible,0
TAO,current_only,"[""data/kline_fetched/okx_TAO_USDT_SWAP_15m_41901.csv""]","[{""path"":""data/kline_fetched/okx_TAO_USDT_SWAP_15m_41901.csv"",""prefix_sha256"":""a26bd8299a350f3e861d0aad72395e2652f9879e3ee1d84c62efa35366498e9b"",""rows"":31802,""status"":""loaded_preholdout_prefix""}]",31802,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,f024f0c485a6017b932fa490d3a334f419c2a406e5866e379e0654d2cca5a41f,eligible,0
TRUST,current_only,"[""data/kline_fetched/okx_TRUST_USDT_SWAP_15m_27045.csv""]","[{""filename_rows"":27045,""path"":""data/kline_fetched/okx_TRUST_USDT_SWAP_15m_27045.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
UB,current_only,"[""data/kline_fetched/okx_UB_USDT_SWAP_15m_10333.csv""]","[{""filename_rows"":10333,""path"":""data/kline_fetched/okx_UB_USDT_SWAP_15m_10333.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
UMA,legacy_and_current,"[""data/kline_preholdout_archive15m_202109_202306/okx_UMA_USDT_SWAP_15m_64125.csv"",""data/kline_fetched/okx_UMA_USDT_SWAP_15m_41900.csv""]","[{""path"":""data/kline_preholdout_archive15m_202109_202306/okx_UMA_USDT_SWAP_15m_64125.csv"",""prefix_sha256"":""551d8030ae97e0f62e0f47fbbec3f0a761b28f251b72c0a821dc7be77f5a26e9"",""rows"":64125,""status"":""loaded_preholdout_prefix""},{""path"":""data/kline_fetched/okx_UMA_USDT_SWAP_15m_41900.csv"",""prefix_sha256"":""215a80acaa21b9b779498eee3534b069e42d61bc7b56223f67c4f6f36c7dbd3d"",""rows"":31801,""status"":""loaded_preholdout_prefix""}]",95926,1001.0,995,6,6.0,0.0,0.0,2021-09-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,dba182f4612f9c06864578227130227b6ee0e577b3a62e4368507296caaea8aa,eligible,0
UP,current_only,"[""data/kline_fetched/okx_UP_USDT_SWAP_15m_12263.csv""]","[{""filename_rows"":12263,""path"":""data/kline_fetched/okx_UP_USDT_SWAP_15m_12263.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
VANA,current_only,"[""data/kline_fetched/okx_VANA_USDT_SWAP_15m_41900.csv""]","[{""path"":""data/kline_fetched/okx_VANA_USDT_SWAP_15m_41900.csv"",""prefix_sha256"":""02ff7ad56f5b32daade80a424d5d48f77a3b7676d5aac8eecd942ff81a498ce1"",""rows"":31801,""status"":""loaded_preholdout_prefix""}]",31801,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,3ac3d54c1d00e93f87bba5ded5fdc4da7d53b80c36f5693e1edcc801ec221c62,eligible,0
VVV,current_only,"[""data/kline_fetched/okx_VVV_USDT_SWAP_15m_4027.csv""]","[{""filename_rows"":4027,""path"":""data/kline_fetched/okx_VVV_USDT_SWAP_15m_4027.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
WCT,current_only,"[""data/kline_fetched/okx_WCT_USDT_SWAP_15m_41900.csv""]","[{""path"":""data/kline_fetched/okx_WCT_USDT_SWAP_15m_41900.csv"",""prefix_sha256"":""f2c81b267c633b753ab8a330e8457bd6ecdce3f032e3440c90999ae50bf5073e"",""rows"":31801,""status"":""loaded_preholdout_prefix""}]",31801,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,4117b1284bd0ac91d319c8f503168e71c8f22fb9be4edbb1efd4030bd05f29ea,eligible,0
WET,current_only,"[""data/kline_fetched/okx_WET_USDT_SWAP_15m_23763.csv""]","[{""filename_rows"":23763,""path"":""data/kline_fetched/okx_WET_USDT_SWAP_15m_23763.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
WIF,current_only,"[""data/kline_fetched/okx_WIF_USDT_SWAP_15m_41900.csv""]","[{""path"":""data/kline_fetched/okx_WIF_USDT_SWAP_15m_41900.csv"",""prefix_sha256"":""840754090625ef74ab06d0c953f9abe91659ca7d6c29a34fda6a1fef0dcfb549"",""rows"":31801,""status"":""loaded_preholdout_prefix""}]",31801,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,a55fd2133800da5c5ec136ed4ee9738f8ba651aa758f4266290398c815d5bf7f,eligible,0
XPL,current_only,"[""data/kline_fetched/okx_XPL_USDT_SWAP_15m_33671.csv""]","[{""path"":""data/kline_fetched/okx_XPL_USDT_SWAP_15m_33671.csv"",""prefix_sha256"":""7eb30b77bbf3d9debde0081e438deb832c0628a29eae1f96531b0835635bc43f"",""rows"":23572,""status"":""loaded_preholdout_prefix""}]",23572,246.0,245,1,1.0,0.0,0.0,2025-08-29 00:00:00+00:00,2026-04-30 00:00:00+00:00,332e94c44ef8e710320086f52f6326129acd92798890ec993becf92edda39e89,eligible,0
XTZ,legacy_and_current,"[""data/kline_preholdout_archive15m_202109_202306/okx_XTZ_USDT_SWAP_15m_64126.csv"",""data/kline_fetched/okx_XTZ_USDT_SWAP_15m_41899.csv""]","[{""path"":""data/kline_preholdout_archive15m_202109_202306/okx_XTZ_USDT_SWAP_15m_64126.csv"",""prefix_sha256"":""3893c02155d9754a6005266296f6ddeb108e5632be8b582e1f2651705e5186bc"",""rows"":64126,""status"":""loaded_preholdout_prefix""},{""path"":""data/kline_fetched/okx_XTZ_USDT_SWAP_15m_41899.csv"",""prefix_sha256"":""2989e86778d70d04da664fcd3f7d8afc492ef454b9686f4ad605c020d864b887"",""rows"":31800,""status"":""loaded_preholdout_prefix""}]",95926,1001.0,996,5,5.0,0.0,0.0,2021-09-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,85f7b371029c4ba1e81bb2477e135d2f270796cc35b42e5b55b522ba26a14ebf,eligible,0
YGG,legacy_and_current,"[""data/kline_preholdout_archive15m_202109_202306/okx_YGG_USDT_SWAP_15m_64125.csv"",""data/kline_fetched/okx_YGG_USDT_SWAP_15m_41899.csv""]","[{""path"":""data/kline_preholdout_archive15m_202109_202306/okx_YGG_USDT_SWAP_15m_64125.csv"",""prefix_sha256"":""20542e0713ccfc144cf1595862cd0927fb6e4c3ed2207888066820b5b4e58d5d"",""rows"":64125,""status"":""loaded_preholdout_prefix""},{""path"":""data/kline_fetched/okx_YGG_USDT_SWAP_15m_41899.csv"",""prefix_sha256"":""bcd134084df208ff18b4a22aa0cdd47d326900072862ffac546487944b421d75"",""rows"":31800,""status"":""loaded_preholdout_prefix""}]",95925,1001.0,995,6,6.0,0.0,0.0,2021-09-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,aa61697afff0b28057c731e80b7b99c5e4b508dcc16d82a3029e3180d2e0708d,eligible,0
ZAMA,current_only,"[""data/kline_fetched/okx_ZAMA_USDT_SWAP_15m_20793.csv""]","[{""filename_rows"":20793,""path"":""data/kline_fetched/okx_ZAMA_USDT_SWAP_15m_20793.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
ZBT,current_only,"[""data/kline_fetched/okx_ZBT_USDT_SWAP_15m_28869.csv""]","[{""filename_rows"":28869,""path"":""data/kline_fetched/okx_ZBT_USDT_SWAP_15m_28869.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
ZETA,current_only,"[""data/kline_fetched/okx_ZETA_USDT_SWAP_15m_41899.csv""]","[{""path"":""data/kline_fetched/okx_ZETA_USDT_SWAP_15m_41899.csv"",""prefix_sha256"":""d71187c6b21beed726b0cd75b200ce678f3f43b42f4c8be926b25b2d4e221313"",""rows"":31800,""status"":""loaded_preholdout_prefix""}]",31800,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,9318f7bf982f666d672082a9833873c8dace046ca16a57f1fc69c80b137c36e5,eligible,0
ZORA,current_only,"[""data/kline_fetched/okx_ZORA_USDT_SWAP_15m_29541.csv""]","[{""filename_rows"":29541,""path"":""data/kline_fetched/okx_ZORA_USDT_SWAP_15m_29541.csv"",""prefix_sha256"":null,""rows"":0,""status"":""skipped_before_open_filename_history_below_30000""}]",0,,0,0,,,,,,,not_listed_yet,0
ZRX,current_only,"[""data/kline_fetched/okx_ZRX_USDT_SWAP_15m_41899.csv""]","[{""path"":""data/kline_fetched/okx_ZRX_USDT_SWAP_15m_41899.csv"",""prefix_sha256"":""fd6e60df1213719ccd56838592c1ff7c1fb5abd95dab88a6afbc4451abfce015"",""rows"":31800,""status"":""loaded_preholdout_prefix""}]",31800,332.0,331,1,1.0,0.0,0.0,2025-06-04 00:00:00+00:00,2026-04-30 00:00:00+00:00,bdcc210893acce699f6dfc036afb758ac0e3a46c5674fe3b92cb504890b68fc7,eligible,0
