signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,source,box_entry_i,bars_after_v9
1557,2024-09-19 12:00:00+00:00,1558,2024-09-19 16:00:00+00:00,24.95,23.67,1.2799999999999976,0.051302605210420744,1629,2024-10-01 12:00:00+00:00,23.67,initial_stop,-0.05130260521042074,-0.05330260521042074,-0.9999999999999999,-1.038984375,False,1.3515625000000029,closed,v9_long,binance_um:DASHUSDT:4h:v9_long:1557,DASHUSDT,DASH,4h,,1557,0
1843,2024-11-06 04:00:00+00:00,1844,2024-11-06 08:00:00+00:00,22.9,21.46,1.4399999999999977,0.0628820960698689,2045,2024-12-09 20:00:00+00:00,51.46,trailing_stop,1.247161572052402,1.2451615720524023,19.833333333333368,19.801527777777817,False,33.868055555555614,closed,v9_long,binance_um:DASHUSDT:4h:v9_long:1843,DASHUSDT,DASH,4h,,1843,0
3317,2025-07-09 20:00:00+00:00,3318,2025-07-10 00:00:00+00:00,20.72,19.75,0.9699999999999989,0.04681467181467176,3403,2025-07-24 04:00:00+00:00,22.73,trailing_stop,0.09700772200772212,0.09500772200772212,2.072164948453613,2.0294432989690767,False,5.412371134020625,closed,v9_long,binance_um:DASHUSDT:4h:v9_long:3317,DASHUSDT,DASH,4h,,3317,0
1608,2024-09-28 00:00:00+00:00,1609,2024-09-28 04:00:00+00:00,26.29,25.44,0.8499999999999979,0.03233168505135024,1610,2024-09-28 08:00:00+00:00,25.44,initial_stop,-0.0323316850513502,-0.0343316850513502,-0.9999999999999987,-1.0618588235294106,False,0.10588235294117657,closed,box_htf,binance_um:DASHUSDT:4h:box_htf:1608,DASHUSDT,DASH,4h,htf,1557,51
1860,2024-11-09 00:00:00+00:00,1861,2024-11-09 04:00:00+00:00,23.8,22.95,0.8500000000000014,0.035714285714285775,2045,2024-12-09 20:00:00+00:00,51.46,trailing_stop,1.1621848739495797,1.16018487394958,32.54117647058818,32.485176470588186,False,56.31764705882344,closed,box_htf,binance_um:DASHUSDT:4h:box_htf:1860,DASHUSDT,DASH,4h,htf,1843,17
1605,2024-09-27 12:00:00+00:00,1606,2024-09-27 16:00:00+00:00,26.29,25.45,0.8399999999999999,0.03195131228604031,1610,2024-09-28 08:00:00+00:00,25.45,initial_stop,-0.03195131228604031,-0.033951312286040314,-1.0,-1.0625952380952381,False,0.16666666666666738,closed,box_chart,binance_um:DASHUSDT:4h:box_chart:1605,DASHUSDT,DASH,4h,chart,1557,48
3378,2025-07-20 00:00:00+00:00,3379,2025-07-20 04:00:00+00:00,24.58,23.1,1.4799999999999969,0.06021155410903161,3401,2025-07-23 20:00:00+00:00,23.1,initial_stop,-0.06021155410903156,-0.062211554109031564,-0.9999999999999992,-1.0332162162162155,False,0.9391891891891916,closed,box_chart,binance_um:DASHUSDT:4h:box_chart:3378,DASHUSDT,DASH,4h,chart,3317,61
1605,2024-09-27 12:00:00+00:00,1606,2024-09-27 16:00:00+00:00,26.29,25.45,0.8399999999999999,0.03195131228604031,1610,2024-09-28 08:00:00+00:00,25.45,initial_stop,-0.03195131228604031,-0.033951312286040314,-1.0,-1.0625952380952381,False,0.16666666666666738,closed,box_any,binance_um:DASHUSDT:4h:box_any:1605,DASHUSDT,DASH,4h,chart,1557,48
1860,2024-11-09 00:00:00+00:00,1861,2024-11-09 04:00:00+00:00,23.8,22.95,0.8500000000000014,0.035714285714285775,2045,2024-12-09 20:00:00+00:00,51.46,trailing_stop,1.1621848739495797,1.16018487394958,32.54117647058818,32.485176470588186,False,56.31764705882344,closed,box_any,binance_um:DASHUSDT:4h:box_any:1860,DASHUSDT,DASH,4h,htf,1843,17
3378,2025-07-20 00:00:00+00:00,3379,2025-07-20 04:00:00+00:00,24.58,23.1,1.4799999999999969,0.06021155410903161,3401,2025-07-23 20:00:00+00:00,23.1,initial_stop,-0.06021155410903156,-0.062211554109031564,-0.9999999999999992,-1.0332162162162155,False,0.9391891891891916,closed,box_any,binance_um:DASHUSDT:4h:box_any:3378,DASHUSDT,DASH,4h,chart,3317,61
