signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,source,box_entry_i,bars_after_v9
1502,2024-09-10 08:00:00+00:00,1503,2024-09-10 12:00:00+00:00,3.0917,2.8377000000000003,0.25399999999999956,0.08215544845877658,1629,2024-10-01 12:00:00+00:00,4.0372,trailing_stop,0.30581880518808435,0.30381880518808435,3.722440944881898,3.698096850393709,False,6.4830708661417455,closed,v9_long,binance_um:PENDLEUSDT:4h:v9_long:1502,PENDLEUSDT,PENDLE,4h,,1502,0
1797,2024-10-29 12:00:00+00:00,1798,2024-10-29 16:00:00+00:00,5.0964,4.3901,0.7062999999999997,0.13858802291813824,1827,2024-11-03 12:00:00+00:00,4.3901,initial_stop,-0.1385880229181382,-0.1405880229181382,-0.9999999999999998,-1.0144312615036102,False,0.23304544810986855,closed,v9_long,binance_um:PENDLEUSDT:4h:v9_long:1797,PENDLEUSDT,PENDLE,4h,,1797,0
2941,2025-05-08 04:00:00+00:00,2942,2025-05-08 08:00:00+00:00,3.4458,3.0929,0.3529,0.10241453363515003,3074,2025-05-30 08:00:00+00:00,4.1391,trailing_stop,0.2012014626501828,0.1992014626501828,1.9645792009067722,1.9450507225843012,False,3.6083876452252754,closed,v9_long,binance_um:PENDLEUSDT:4h:v9_long:2941,PENDLEUSDT,PENDLE,4h,,2941,0
3138,2025-06-10 00:00:00+00:00,3139,2025-06-10 04:00:00+00:00,4.3199,3.9107000000000003,0.40919999999999934,0.09472441491701182,3150,2025-06-12 00:00:00+00:00,4.0168,opposite_v6_next_open,-0.07016366119586093,-0.07216366119586093,-0.7407135874877813,-0.7618274682306944,False,0.5794232649071387,closed,v9_long,binance_um:PENDLEUSDT:4h:v9_long:3138,PENDLEUSDT,PENDLE,4h,,3138,0
3738,2025-09-18 00:00:00+00:00,3739,2025-09-18 04:00:00+00:00,5.1972,4.862900000000001,0.33429999999999893,0.06432309705225871,3762,2025-09-22 00:00:00+00:00,4.862900000000001,initial_stop,-0.0643230970522587,-0.0663230970522587,-0.9999999999999998,-1.031093030212384,False,0.6775351480705992,closed,v9_long,binance_um:PENDLEUSDT:4h:v9_long:3738,PENDLEUSDT,PENDLE,4h,,3738,0
3851,2025-10-06 20:00:00+00:00,3852,2025-10-07 00:00:00+00:00,5.017,4.6741,0.3429000000000002,0.06834761809846525,3861,2025-10-08 12:00:00+00:00,4.6741,initial_stop,-0.06834761809846523,-0.07034761809846524,-0.9999999999999998,-1.029262175561388,False,0.41994750656167734,closed,v9_long,binance_um:PENDLEUSDT:4h:v9_long:3851,PENDLEUSDT,PENDLE,4h,,3851,0
4778,2026-03-10 08:00:00+00:00,4779,2026-03-10 12:00:00+00:00,1.2759,1.2001000000000002,0.07579999999999987,0.059409044595971364,4829,2026-03-18 20:00:00+00:00,1.2535,opposite_v6_next_open,-0.017556234814640637,-0.01955623481464064,-0.2955145118733513,-0.3291794195250664,False,1.5408970976253327,closed,v9_long,binance_um:PENDLEUSDT:4h:v9_long:4778,PENDLEUSDT,PENDLE,4h,,4778,0
4817,2026-03-16 20:00:00+00:00,4818,2026-03-17 00:00:00+00:00,1.3772,1.2949000000000002,0.08229999999999982,0.05975893116468183,4827,2026-03-18 12:00:00+00:00,1.2949000000000002,initial_stop,-0.05975893116468178,-0.061758931164681785,-0.9999999999999992,-1.0334678007290394,False,0.18833535844471572,closed,v10_4,binance_um:PENDLEUSDT:4h:joint:4817,PENDLEUSDT,PENDLE,4h,chart,4778,39
4817,2026-03-16 20:00:00+00:00,4818,2026-03-17 00:00:00+00:00,1.3772,1.2949000000000002,0.08229999999999982,0.05975893116468183,4827,2026-03-18 12:00:00+00:00,1.2949000000000002,initial_stop,-0.05975893116468178,-0.061758931164681785,-0.9999999999999992,-1.0334678007290394,False,0.18833535844471572,closed,box_chart,binance_um:PENDLEUSDT:4h:box_chart:4817,PENDLEUSDT,PENDLE,4h,chart,4778,39
4817,2026-03-16 20:00:00+00:00,4818,2026-03-17 00:00:00+00:00,1.3772,1.2949000000000002,0.08229999999999982,0.05975893116468183,4827,2026-03-18 12:00:00+00:00,1.2949000000000002,initial_stop,-0.05975893116468178,-0.061758931164681785,-0.9999999999999992,-1.0334678007290394,False,0.18833535844471572,closed,box_any,binance_um:PENDLEUSDT:4h:box_any:4817,PENDLEUSDT,PENDLE,4h,chart,4778,39
