event_id,mother_decision_time,fold,event_net_return,assigned_controls,control_mean_return,excess
2023-01-03T05:00:00+00:00_L,2023-01-03 06:00:00+00:00,2023H1,-0.0032136139990077677,3,-0.0025806441542068886,-0.0006329698448008791
2023-01-03T14:00:00+00:00_S,2023-01-03 15:00:00+00:00,2023H1,-0.0015138930564725355,3,-0.0027064354524241403,0.0011925423959516048
2023-01-08T23:00:00+00:00_L,2023-01-09 00:00:00+00:00,2023H1,0.002173988172727183,3,-0.002745661709587379,0.004919649882314562
2023-01-10T08:00:00+00:00_L,2023-01-10 09:00:00+00:00,2023H1,-0.002063744835219537,3,-0.004663475707952667,0.0025997308727331303
2023-01-11T15:00:00+00:00_S,2023-01-11 16:00:00+00:00,2023H1,-0.0049998153959756025,3,-0.00473528759455736,-0.0002645278014182422
2023-01-15T08:00:00+00:00_S,2023-01-15 09:00:00+00:00,2023H1,-0.008614648245226729,3,0.0007433093416062334,-0.009357957586832963
2023-01-16T00:00:00+00:00_L,2023-01-16 01:00:00+00:00,2023H1,0.003220052629571814,3,-0.001228019796834473,0.004448072426406287
2023-01-21T22:00:00+00:00_S,2023-01-21 23:00:00+00:00,2023H1,-0.0040750627574595005,3,-0.004242376349781343,0.00016731359232184228
2023-01-31T07:00:00+00:00_L,2023-01-31 08:00:00+00:00,2023H1,-0.006479190698605806,3,-0.0023694351838469112,-0.004109755514758895
2023-02-02T05:00:00+00:00_S,2023-02-02 06:00:00+00:00,2023H1,-0.0023611700228880466,3,3.8512332376211426e-05,-0.002399682355264258
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,2023H1,0.016012270779190207,3,0.002317748627318448,0.013694522151871759
2023-02-06T00:00:00+00:00_L,2023-02-06 01:00:00+00:00,2023H1,-0.005048859821839001,3,-0.0019978960811591878,-0.003050963740679813
2023-02-07T05:00:00+00:00_L,2023-02-07 06:00:00+00:00,2023H1,-0.003234034945427842,3,-0.0027926314137280955,-0.00044140353169974667
2023-02-09T03:00:00+00:00_S,2023-02-09 04:00:00+00:00,2023H1,-0.005574378147006785,3,-0.002064685660445263,-0.003509692486561522
