event_key,stream_key,venue,symbol,asset,timeframe_min,original_entry_time,original_exit_time,original_entry_price,original_entry_i,original_exit_i,original_net_r,period,cache_entry_i,cache_exit_i,arm,leg_no,bar_i,price,quantity,time_utc,time_beijing,total_quantity,total_notional_at_fill
okx_60m_d567226c051c9c20:20551:1,okx_60m_d567226c051c9c20,okx,WIF-USDT-SWAP,WIF,60,2026-08-19 18:00:00+00:00,2026-08-22 05:00:00+00:00,0.1402,20552,20611,14.329900000000086,later,17130,17189,two,0,0,0.1402,12569.927211585658,2026-08-19T18:00:00+00:00,2026-08-20 02:00:00+08:00,12569.927211585658,1762.3037950643093
okx_60m_d567226c051c9c20:20551:1,okx_60m_d567226c051c9c20,okx,WIF-USDT-SWAP,WIF,60,2026-08-19 18:00:00+00:00,2026-08-22 05:00:00+00:00,0.1402,20552,20611,14.329900000000086,later,17130,17189,two,1,34,0.1657,35219.54804781474,2026-08-21T04:00:00+00:00,2026-08-21 12:00:00+08:00,47789.475259400395,7918.716050482645
okx_60m_d567226c051c9c20:20551:1,okx_60m_d567226c051c9c20,okx,WIF-USDT-SWAP,WIF,60,2026-08-19 18:00:00+00:00,2026-08-22 05:00:00+00:00,0.1402,20552,20611,14.329900000000086,later,17130,17189,two,2,54,0.1993,136123.66977400624,2026-08-22T00:00:00+00:00,2026-08-22 08:00:00+08:00,183913.14503340662,36653.88980515794
