epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,67.0145,2.03116,2.06809,3.20827,0.3005,0.48515,0.33102,0.13631,0.97016,3.85259,1.47152,0.0001,0.0001,0.0001
2,113.294,1.65909,1.85858,2.68925,0.18889,0.39604,0.17462,0.06948,0.99135,2.16813,1.44599,9.7525e-05,9.7525e-05,9.7525e-05
3,158.21,1.56259,1.67697,2.513,0.05822,0.84653,0.16516,0.06559,0.95002,1.98895,1.41325,9.505e-05,9.505e-05,9.505e-05
4,203.147,1.45514,1.54196,2.38961,0.09149,0.78218,0.19322,0.08345,0.89349,1.98507,1.35043,9.2575e-05,9.2575e-05,9.2575e-05
5,248.076,1.38359,1.48467,2.29822,0.48028,0.56931,0.52981,0.27919,0.75491,2.37017,1.18146,9.01e-05,9.01e-05,9.01e-05
6,294.004,1.33629,1.34547,2.22918,0.56353,0.64356,0.64683,0.33849,0.71078,2.42767,1.12388,8.7625e-05,8.7625e-05,8.7625e-05
7,339.881,1.313,1.2718,2.17725,0.1316,0.75248,0.2298,0.11352,0.80654,1.95929,1.23485,8.515e-05,8.515e-05,8.515e-05
8,384.797,1.203,1.20347,2.09023,0.15755,0.15842,0.07986,0.02607,1.29176,6.35177,1.69959,8.2675e-05,8.2675e-05,8.2675e-05
9,429.688,1.18806,1.14258,2.06403,0.45337,0.52967,0.49508,0.28668,0.657,1.97185,1.08317,8.02e-05,8.02e-05,8.02e-05
10,474.406,1.12352,1.07586,1.99912,0.35615,0.32178,0.31968,0.17109,0.69752,2.02479,1.12093,7.7725e-05,7.7725e-05,7.7725e-05
11,519.405,1.10392,1.06118,1.96849,0.4336,0.4505,0.4258,0.25439,0.64022,3.32669,1.05606,7.525e-05,7.525e-05,7.525e-05
12,564.157,1.0503,0.998,1.91826,0.1817,0.70792,0.25821,0.13113,0.74739,1.94784,1.15004,7.2775e-05,7.2775e-05,7.2775e-05
13,609.014,0.9936,0.95436,1.85353,0.13454,0.69802,0.1796,0.09734,0.71637,2.09629,1.13358,7.03e-05,7.03e-05,7.03e-05
14,654.093,0.98284,0.9394,1.82264,0.43908,0.56436,0.48661,0.3064,0.61763,2.91854,1.00283,6.7825e-05,6.7825e-05,6.7825e-05
