epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,873.588,0.55005,2.97463,0.92102,0.73963,0.86625,0.8567,0.66313,0.15271,1.79515,0.274,0.0001,0.0001,0.0001
2,1724.41,0.35256,0.69904,0.81163,0.8076,0.76174,0.84476,0.67,0.13012,0.62203,0.26099,9.7525e-05,9.7525e-05,9.7525e-05
3,2571.02,0.27593,0.52356,0.75778,0.78818,0.83159,0.87582,0.7242,0.12686,0.52628,0.26365,9.505e-05,9.505e-05,9.505e-05
4,3418.38,0.24595,0.44586,0.74325,0.85181,0.86705,0.92244,0.78649,0.11201,0.74765,0.25238,9.2575e-05,9.2575e-05,9.2575e-05
5,4265.65,0.20864,0.36753,0.71725,0.85185,0.87347,0.90541,0.72165,0.13661,1.39369,0.29655,9.01e-05,9.01e-05,9.01e-05
6,5113.21,0.18934,0.3339,0.71322,0.85497,0.87176,0.91791,0.74596,0.13382,1.08246,0.30297,8.7625e-05,8.7625e-05,8.7625e-05
7,5960.07,0.17737,0.27184,0.71112,0.86173,0.88463,0.92848,0.7391,0.14123,1.51325,0.33108,8.515e-05,8.515e-05,8.515e-05
8,6807.08,0.1671,0.23967,0.70895,0.85957,0.88903,0.90827,0.74858,0.12353,0.82477,0.29703,8.2675e-05,8.2675e-05,8.2675e-05
9,7654.6,0.15461,0.22635,0.7011,0.87334,0.86507,0.88492,0.71918,0.13463,0.87947,0.32207,8.02e-05,8.02e-05,8.02e-05
10,8501.73,0.14718,0.20223,0.70259,0.87685,0.88247,0.89739,0.7174,0.15775,1.3335,0.3652,7.7725e-05,7.7725e-05,7.7725e-05
11,9348.51,0.14123,0.18705,0.69675,0.86263,0.86956,0.89946,0.74304,0.12328,1.04462,0.31752,7.525e-05,7.525e-05,7.525e-05
12,10195.6,0.13623,0.1728,0.69801,0.87287,0.88241,0.912,0.73549,0.13383,1.35308,0.33626,7.2775e-05,7.2775e-05,7.2775e-05
13,11041.8,0.12599,0.16302,0.69086,0.88704,0.91693,0.92677,0.76705,0.1355,1.51311,0.34455,7.03e-05,7.03e-05,7.03e-05
14,11888.6,0.12314,0.15704,0.69295,0.86316,0.88744,0.91259,0.74578,0.13023,1.42692,0.3409,6.7825e-05,6.7825e-05,6.7825e-05
15,12734.8,0.11843,0.16004,0.68778,0.90449,0.88904,0.93147,0.75589,0.13166,1.55489,0.34996,6.535e-05,6.535e-05,6.535e-05
16,13580.7,0.11301,0.13852,0.68438,0.89073,0.8912,0.90134,0.70404,0.14958,1.18026,0.38563,6.2875e-05,6.2875e-05,6.2875e-05
17,14426.5,0.10968,0.13087,0.6825,0.90136,0.88435,0.9119,0.73386,0.13206,1.31982,0.35355,6.04e-05,6.04e-05,6.04e-05
18,15275,0.10468,0.13028,0.68559,0.87371,0.88801,0.89745,0.73373,0.1264,1.5767,0.34253,5.7925e-05,5.7925e-05,5.7925e-05
19,16126.7,0.10221,0.12581,0.68601,0.88223,0.8935,0.90135,0.72665,0.13269,1.34725,0.36607,5.545e-05,5.545e-05,5.545e-05
20,16978.1,0.09925,0.11486,0.68076,0.90374,0.87466,0.89634,0.71373,0.14305,1.43374,0.38211,5.2975e-05,5.2975e-05,5.2975e-05
21,17828.4,0.09491,0.11282,0.68727,0.87332,0.86862,0.8744,0.69629,0.14163,1.39313,0.37972,5.05e-05,5.05e-05,5.05e-05
22,18677.3,0.09303,0.10848,0.68734,0.9106,0.85537,0.89156,0.71718,0.14065,1.42073,0.38163,4.8025e-05,4.8025e-05,4.8025e-05
23,19524.9,0.09047,0.10111,0.67739,0.8889,0.85114,0.87407,0.69879,0.15139,1.31992,0.40895,4.555e-05,4.555e-05,4.555e-05
24,20372.3,0.08918,0.09845,0.67701,0.90268,0.84651,0.86942,0.70431,0.1424,1.47544,0.39485,4.3075e-05,4.3075e-05,4.3075e-05
25,21220.9,0.08541,0.09343,0.68423,0.87935,0.87476,0.87069,0.70834,0.14172,1.39301,0.38912,4.06e-05,4.06e-05,4.06e-05
26,22069.8,0.08306,0.0996,0.68367,0.90233,0.86866,0.8975,0.73155,0.1334,1.4513,0.37831,3.8125e-05,3.8125e-05,3.8125e-05
27,22918.1,0.07965,0.08805,0.68002,0.89282,0.88151,0.88946,0.72386,0.13227,1.40805,0.38005,3.565e-05,3.565e-05,3.565e-05
28,23766.2,0.07757,0.0893,0.6796,0.89475,0.85963,0.87397,0.71195,0.14077,1.36094,0.39414,3.3175e-05,3.3175e-05,3.3175e-05
29,24614.5,0.07549,0.08346,0.67991,0.8998,0.8562,0.87652,0.72266,0.13178,1.50365,0.37869,3.07e-05,3.07e-05,3.07e-05
30,25462.1,0.07328,0.08098,0.68174,0.91185,0.84288,0.86997,0.71121,0.13806,1.58485,0.39351,2.8225e-05,2.8225e-05,2.8225e-05
31,26320.4,0.07097,0.07533,0.67907,0.84042,0.91683,0.87394,0.69946,0.14631,1.55328,0.41587,2.575e-05,2.575e-05,2.575e-05
32,27168.7,0.06841,0.0732,0.68073,0.9112,0.85689,0.87034,0.6967,0.1493,1.54588,0.42516,2.3275e-05,2.3275e-05,2.3275e-05
33,28017,0.06478,0.06913,0.67514,0.8948,0.8619,0.86531,0.69441,0.15009,1.42858,0.42861,2.08e-05,2.08e-05,2.08e-05
34,28864.9,0.06367,0.06914,0.67856,0.8823,0.87033,0.86796,0.69725,0.1505,1.42734,0.43043,1.8325e-05,1.8325e-05,1.8325e-05
35,29713,0.06183,0.06618,0.68056,0.92016,0.83882,0.86364,0.69418,0.15227,1.44506,0.43406,1.585e-05,1.585e-05,1.585e-05
36,30560.2,0.05952,0.06821,0.67906,0.91093,0.84951,0.86485,0.69613,0.15091,1.35977,0.43183,1.3375e-05,1.3375e-05,1.3375e-05
37,31407.3,0.0572,0.06143,0.67304,0.8913,0.86749,0.86006,0.69168,0.15086,1.28887,0.43194,1.09e-05,1.09e-05,1.09e-05
38,32255.5,0.05542,0.06028,0.68077,0.91242,0.84879,0.85887,0.68634,0.15055,1.29147,0.43166,8.425e-06,8.425e-06,8.425e-06
39,33101.4,0.05296,0.05736,0.66816,0.91584,0.84564,0.85419,0.68474,0.15056,1.29279,0.43213,5.95e-06,5.95e-06,5.95e-06
40,33950.5,0.05234,0.0576,0.68096,0.91329,0.84684,0.85338,0.68339,0.15118,1.29508,0.43379,3.475e-06,3.475e-06,3.475e-06
