period,arm,cash,streak_type,streak_length,rank,signal_i,side,entry_time,risk,notional,fee_reserve,required_cash,equity_before,cycle_id,cycle_net_before,level_before,accepted,entry_i,exit_i,exit_time,reason,net_r,gross_r,cost_r,full_initial_stop,outcome,censored,pnl,raw_pnl,equity_after,cycle_net_after,level_after,cycle_end
preholdout,legacy_gross1,fixed10,initial_stop,8,7,479397,-1,2026-04-25 05:06:00+00:00,1.0,739.1054313098784,1.478210862619757,75.38875399360761,885.5859870688416,0,-114.41401293115837,113,True,479398,479418,2026-04-25 06:06:00+00:00,initial_stop,-2.4782108626197847,-1.0,1.478210862619757,True,loss,False,-2.4782108626197896,-2.4782108626197847,883.1077762062218,-116.89222379377816,114,
preholdout,legacy_gross1,fixed10,initial_stop,8,8,479438,-1,2026-04-25 07:09:00+00:00,1.0,921.8007968126688,1.8436015936253376,94.02368127489221,883.1077762062218,0,-116.89222379377816,114,True,479439,479454,2026-04-25 07:54:00+00:00,initial_stop,-2.84360159362541,-1.0,1.8436015936253376,True,loss,False,-2.843601593625408,-2.84360159362541,880.2641746125964,-119.73582538740357,115,
preholdout,legacy_gross1,fixed10,net_loss,12,1,479045,1,2026-04-24 11:30:00+00:00,1.0,306.19053876477807,0.6123810775295562,31.231434954007362,895.1149671885653,0,-104.88503281143471,107,True,479046,479067,2026-04-24 12:33:00+00:00,initial_stop,-1.6123810775295597,-1.0,0.6123810775295562,True,loss,False,-1.6123810775295624,-1.6123810775295597,893.5025861110357,-106.49741388896427,108,
preholdout,legacy_gross1,fixed10,net_loss,12,2,479096,-1,2026-04-24 14:03:00+00:00,1.0,232.75604838709506,0.46551209677419014,23.741116935483696,893.5025861110357,0,-106.49741388896427,108,True,479097,479130,2026-04-24 15:42:00+00:00,initial_stop,-1.465512096774179,-1.0,0.46551209677419014,True,loss,False,-1.465512096774205,-1.465512096774179,892.0370740142615,-107.96292598573848,109,
preholdout,legacy_gross1,fixed10,net_loss,12,3,479131,1,2026-04-24 15:48:00+00:00,1.0,231.18625498008052,0.46237250996016105,23.580998007968212,892.0370740142615,0,-107.96292598573848,109,True,479132,479143,2026-04-24 16:21:00+00:00,initial_stop,-1.4623725099601506,-1.0,0.46237250996016105,True,loss,False,-1.4623725099601188,-1.4623725099601506,890.5747015043014,-109.4252984956986,110,
preholdout,legacy_gross1,fixed10,net_loss,12,4,479196,1,2026-04-24 19:03:00+00:00,1.0,302.5416666666731,0.6050833333333462,30.859250000000657,890.5747015043014,0,-109.4252984956986,110,True,479197,479222,2026-04-24 20:18:00+00:00,initial_stop,-1.6050833333333296,-1.0,0.6050833333333463,True,loss,False,-1.6050833333333685,-1.6050833333333296,888.969618170968,-111.03038182903197,111,
preholdout,legacy_gross1,fixed10,net_loss,12,5,479229,1,2026-04-24 20:42:00+00:00,1.0,207.5178571428605,0.415035714285721,21.166821428571772,888.969618170968,0,-111.03038182903197,111,True,479230,479248,2026-04-24 21:36:00+00:00,initial_stop,-1.4150357142857295,-1.0,0.415035714285721,True,loss,False,-1.4150357142857501,-1.4150357142857295,887.5545824566823,-112.44541754331772,112,
preholdout,legacy_gross1,fixed10,net_loss,12,6,479266,-1,2026-04-24 22:33:00+00:00,1.0,484.2976939203373,0.9685953878406746,49.3983647798744,887.5545824566823,0,-112.44541754331772,112,True,479267,479287,2026-04-24 23:33:00+00:00,initial_stop,-1.9685953878406222,-1.0,0.9685953878406746,True,loss,False,-1.9685953878406508,-1.9685953878406222,885.5859870688416,-114.41401293115837,113,
preholdout,legacy_gross1,fixed10,net_loss,12,7,479397,-1,2026-04-25 05:06:00+00:00,1.0,739.1054313098784,1.478210862619757,75.38875399360761,885.5859870688416,0,-114.41401293115837,113,True,479398,479418,2026-04-25 06:06:00+00:00,initial_stop,-2.4782108626197847,-1.0,1.478210862619757,True,loss,False,-2.4782108626197896,-2.4782108626197847,883.1077762062218,-116.89222379377816,114,
preholdout,legacy_gross1,fixed10,net_loss,12,8,479438,-1,2026-04-25 07:09:00+00:00,1.0,921.8007968126688,1.8436015936253376,94.02368127489221,883.1077762062218,0,-116.89222379377816,114,True,479439,479454,2026-04-25 07:54:00+00:00,initial_stop,-2.84360159362541,-1.0,1.8436015936253376,True,loss,False,-2.843601593625408,-2.84360159362541,880.2641746125964,-119.73582538740357,115,
preholdout,legacy_gross1,fixed10,net_loss,12,9,479459,1,2026-04-25 08:12:00+00:00,1.0,1181.9744897958965,2.363948979591793,120.56139795918145,880.2641746125964,0,-119.73582538740357,115,True,479460,479466,2026-04-25 08:30:00+00:00,take_profit,-1.3639489795918074,1.0,2.363948979591793,False,loss,False,-1.3639489795917825,-1.3639489795918074,878.9002256330047,-121.09977436699535,116,
preholdout,legacy_gross1,fixed10,net_loss,12,10,479491,1,2026-04-25 09:48:00+00:00,1.0,524.87782805429,1.0497556561085801,53.537538461537586,878.9002256330047,0,-121.09977436699535,116,True,479492,479522,2026-04-25 11:18:00+00:00,initial_stop,-2.049755656108599,-1.0,1.0497556561085801,True,loss,False,-2.049755656108573,-2.049755656108599,876.8504699768961,-123.14953002310392,117,
preholdout,legacy_gross1,fixed10,net_loss,12,11,479531,-1,2026-04-25 11:48:00+00:00,1.0,692.0000000000641,1.3840000000001282,70.58400000000654,876.8504699768961,0,-123.14953002310392,117,True,479532,479538,2026-04-25 12:06:00+00:00,initial_stop,-2.3840000000001917,-1.0,1.3840000000001282,True,loss,False,-2.384000000000242,-2.3840000000001917,874.4664699768958,-125.53353002310416,118,
preholdout,legacy_gross1,fixed10,net_loss,12,12,480751,1,2026-04-28 00:48:00+00:00,1.0,205.41459074732663,0.41082918149465325,20.952288256227316,874.4664699768958,0,-125.53353002310416,118,True,480752,480770,2026-04-28 01:42:00+00:00,initial_stop,-1.4108291814946559,-1.0,0.4108291814946533,True,loss,False,-1.4108291814947052,-1.4108291814946559,873.0556407954011,-126.94435920459887,119,
preholdout,next_bar,fixed10,initial_stop,7,1,479118,-1,2026-04-24 15:09:00+00:00,1.0,208.15356820235417,0.41630713640470834,21.231663956640123,900.1344897920013,0,-99.86551020799868,129,True,479119,479126,2026-04-24 15:30:00+00:00,initial_stop,-1.4163071364047253,-1.0,0.41630713640470834,True,loss,False,-1.4163071364047255,-1.4163071364047253,898.7181826555966,-101.28181734440341,130,
preholdout,next_bar,fixed10,initial_stop,7,2,479131,1,2026-04-24 15:48:00+00:00,1.0,231.18625498008052,0.46237250996016105,23.580998007968212,898.7181826555966,0,-101.28181734440341,130,True,479132,479143,2026-04-24 16:21:00+00:00,initial_stop,-1.4623725099601506,-1.0,0.46237250996016105,True,loss,False,-1.4623725099601188,-1.4623725099601506,897.2558101456365,-102.74418985436353,131,
preholdout,next_bar,fixed10,initial_stop,7,3,479196,1,2026-04-24 19:03:00+00:00,1.0,302.5416666666731,0.6050833333333462,30.859250000000657,897.2558101456365,0,-102.74418985436353,131,True,479197,479222,2026-04-24 20:18:00+00:00,initial_stop,-1.6050833333333296,-1.0,0.6050833333333463,True,loss,False,-1.6050833333333685,-1.6050833333333296,895.6507268123031,-104.3492731876969,132,
preholdout,next_bar,fixed10,initial_stop,7,4,479229,1,2026-04-24 20:42:00+00:00,1.0,207.5178571428605,0.415035714285721,21.166821428571772,895.6507268123031,0,-104.3492731876969,132,True,479230,479248,2026-04-24 21:36:00+00:00,initial_stop,-1.4150357142857295,-1.0,0.415035714285721,True,loss,False,-1.4150357142857501,-1.4150357142857295,894.2356910980174,-105.76430890198264,133,
preholdout,next_bar,fixed10,initial_stop,7,5,479266,-1,2026-04-24 22:33:00+00:00,1.0,484.2976939203373,0.9685953878406746,49.3983647798744,894.2356910980174,0,-105.76430890198264,133,True,479267,479287,2026-04-24 23:33:00+00:00,initial_stop,-1.9685953878406222,-1.0,0.9685953878406746,True,loss,False,-1.9685953878406508,-1.9685953878406222,892.2670957101767,-107.7329042898233,134,
preholdout,next_bar,fixed10,initial_stop,7,6,479397,-1,2026-04-25 05:06:00+00:00,1.0,739.1054313098784,1.478210862619757,75.38875399360761,892.2670957101767,0,-107.7329042898233,134,True,479398,479418,2026-04-25 06:06:00+00:00,initial_stop,-2.4782108626197847,-1.0,1.478210862619757,True,loss,False,-2.4782108626197896,-2.4782108626197847,889.7888848475569,-110.21111515244309,135,
preholdout,next_bar,fixed10,initial_stop,7,7,479438,-1,2026-04-25 07:09:00+00:00,1.0,921.8007968126688,1.8436015936253376,94.02368127489221,889.7888848475569,0,-110.21111515244309,135,True,479439,479454,2026-04-25 07:54:00+00:00,initial_stop,-2.84360159362541,-1.0,1.8436015936253376,True,loss,False,-2.843601593625408,-2.84360159362541,886.9452832539315,-113.0547167460685,136,
preholdout,next_bar,fixed10,net_loss,13,1,479045,1,2026-04-24 11:30:00+00:00,1.0,306.19053876477807,0.6123810775295562,31.231434954007362,901.8404071598535,0,-98.1595928401465,127,True,479046,479067,2026-04-24 12:33:00+00:00,initial_stop,-1.6123810775295597,-1.0,0.6123810775295562,True,loss,False,-1.6123810775295624,-1.6123810775295597,900.2280260823239,-99.77197391767606,128,
preholdout,next_bar,fixed10,net_loss,13,2,479096,-1,2026-04-24 14:03:00+00:00,1.0,232.75604838709506,0.46551209677419014,23.741116935483696,900.2280260823239,0,-99.77197391767606,128,True,479097,479105,2026-04-24 14:27:00+00:00,cost_be_gap,-0.09353629032256652,0.37197580645161565,0.46551209677419014,False,loss,False,-0.09353629032261779,-0.09353629032256652,900.1344897920013,-99.86551020799868,129,
preholdout,next_bar,fixed10,net_loss,13,3,479118,-1,2026-04-24 15:09:00+00:00,1.0,208.15356820235417,0.41630713640470834,21.231663956640123,900.1344897920013,0,-99.86551020799868,129,True,479119,479126,2026-04-24 15:30:00+00:00,initial_stop,-1.4163071364047253,-1.0,0.41630713640470834,True,loss,False,-1.4163071364047255,-1.4163071364047253,898.7181826555966,-101.28181734440341,130,
preholdout,next_bar,fixed10,net_loss,13,4,479131,1,2026-04-24 15:48:00+00:00,1.0,231.18625498008052,0.46237250996016105,23.580998007968212,898.7181826555966,0,-101.28181734440341,130,True,479132,479143,2026-04-24 16:21:00+00:00,initial_stop,-1.4623725099601506,-1.0,0.46237250996016105,True,loss,False,-1.4623725099601188,-1.4623725099601506,897.2558101456365,-102.74418985436353,131,
preholdout,next_bar,fixed10,net_loss,13,5,479196,1,2026-04-24 19:03:00+00:00,1.0,302.5416666666731,0.6050833333333462,30.859250000000657,897.2558101456365,0,-102.74418985436353,131,True,479197,479222,2026-04-24 20:18:00+00:00,initial_stop,-1.6050833333333296,-1.0,0.6050833333333463,True,loss,False,-1.6050833333333685,-1.6050833333333296,895.6507268123031,-104.3492731876969,132,
preholdout,next_bar,fixed10,net_loss,13,6,479229,1,2026-04-24 20:42:00+00:00,1.0,207.5178571428605,0.415035714285721,21.166821428571772,895.6507268123031,0,-104.3492731876969,132,True,479230,479248,2026-04-24 21:36:00+00:00,initial_stop,-1.4150357142857295,-1.0,0.415035714285721,True,loss,False,-1.4150357142857501,-1.4150357142857295,894.2356910980174,-105.76430890198264,133,
preholdout,next_bar,fixed10,net_loss,13,7,479266,-1,2026-04-24 22:33:00+00:00,1.0,484.2976939203373,0.9685953878406746,49.3983647798744,894.2356910980174,0,-105.76430890198264,133,True,479267,479287,2026-04-24 23:33:00+00:00,initial_stop,-1.9685953878406222,-1.0,0.9685953878406746,True,loss,False,-1.9685953878406508,-1.9685953878406222,892.2670957101767,-107.7329042898233,134,
preholdout,next_bar,fixed10,net_loss,13,8,479397,-1,2026-04-25 05:06:00+00:00,1.0,739.1054313098784,1.478210862619757,75.38875399360761,892.2670957101767,0,-107.7329042898233,134,True,479398,479418,2026-04-25 06:06:00+00:00,initial_stop,-2.4782108626197847,-1.0,1.478210862619757,True,loss,False,-2.4782108626197896,-2.4782108626197847,889.7888848475569,-110.21111515244309,135,
preholdout,next_bar,fixed10,net_loss,13,9,479438,-1,2026-04-25 07:09:00+00:00,1.0,921.8007968126688,1.8436015936253376,94.02368127489221,889.7888848475569,0,-110.21111515244309,135,True,479439,479454,2026-04-25 07:54:00+00:00,initial_stop,-2.84360159362541,-1.0,1.8436015936253376,True,loss,False,-2.843601593625408,-2.84360159362541,886.9452832539315,-113.0547167460685,136,
preholdout,next_bar,fixed10,net_loss,13,10,479459,1,2026-04-25 08:12:00+00:00,1.0,1181.9744897958965,2.363948979591793,120.56139795918145,886.9452832539315,0,-113.0547167460685,136,True,479460,479490,2026-04-25 09:42:00+00:00,cost_be_gap,-1.159867346938717,1.2040816326531039,2.363948979591793,False,loss,False,-1.1598673469387677,-1.159867346938717,885.7854159069927,-114.21458409300726,137,
preholdout,next_bar,fixed10,net_loss,13,11,479491,1,2026-04-25 09:48:00+00:00,1.0,524.87782805429,1.0497556561085801,53.537538461537586,885.7854159069927,0,-114.21458409300726,137,True,479492,479522,2026-04-25 11:18:00+00:00,initial_stop,-2.049755656108599,-1.0,1.0497556561085801,True,loss,False,-2.049755656108573,-2.049755656108599,883.7356602508842,-116.26433974911583,138,
preholdout,next_bar,fixed10,net_loss,13,12,479531,-1,2026-04-25 11:48:00+00:00,1.0,692.0000000000641,1.3840000000001282,70.58400000000654,883.7356602508842,0,-116.26433974911583,138,True,479532,479538,2026-04-25 12:06:00+00:00,initial_stop,-2.3840000000001917,-1.0,1.3840000000001282,True,loss,False,-2.384000000000242,-2.3840000000001917,881.3516602508839,-118.64833974911608,139,
preholdout,next_bar,fixed10,net_loss,13,13,480751,1,2026-04-28 00:48:00+00:00,1.0,205.41459074732663,0.41082918149465325,20.952288256227316,881.3516602508839,0,-118.64833974911608,139,True,480752,480770,2026-04-28 01:42:00+00:00,initial_stop,-1.4108291814946559,-1.0,0.4108291814946533,True,loss,False,-1.4108291814947052,-1.4108291814946559,879.9408310693892,-120.05916893061078,140,
preholdout,next_bar,double10,initial_stop,1,1,424712,-1,2026-01-01 06:51:00+00:00,1.0,1200.1451612903138,2.4002903225806276,122.41480645161201,1000.0,0,0.0,0,True,424713,424718,2026-01-01 07:06:00+00:00,initial_stop,-3.4002903225805605,-1.0,2.4002903225806276,True,loss,False,-3.400290322580531,-3.4002903225805605,996.5997096774195,-3.400290322580531,1,
preholdout,next_bar,double10,net_loss,7,1,431014,-1,2026-01-14 09:57:00+00:00,1.0,554.4416666666667,1.1088833333333334,56.553050000000006,1011.6500841927661,1,0.0,0,True,431015,431020,2026-01-14 10:12:00+00:00,initial_stop,-2.1088833333332904,-1.0,1.1088833333333334,True,loss,False,-2.108883333333324,-2.1088833333332904,1009.5412008594328,-2.108883333333324,1,
preholdout,next_bar,double10,net_loss,7,2,431820,-1,2026-01-16 02:15:00+00:00,2.0,463.98874824190443,0.9279774964838089,47.32685232067425,1009.5412008594328,1,-2.108883333333324,1,True,431821,431822,2026-01-16 02:18:00+00:00,cost_be_gap,-0.36201969057666084,0.10196905766524558,0.46398874824190445,False,loss,False,-0.724039381153375,-0.7240393811533217,1008.8171614782794,-2.832922714486699,2,
preholdout,next_bar,double10,net_loss,7,3,431939,1,2026-01-16 08:12:00+00:00,4.0,1205.191643960062,2.410383287920124,122.92954768392633,1008.8171614782794,1,-2.832922714486699,2,True,431940,431975,2026-01-16 09:57:00+00:00,initial_stop,-1.6025958219800334,-1.0,0.602595821980031,True,loss,False,-6.410383287920126,-6.4103832879201335,1002.4067781903593,-9.243306002406825,3,
preholdout,next_bar,double10,net_loss,7,4,431981,-1,2026-01-16 10:18:00+00:00,8.0,5079.815384615563,10.159630769231127,518.1411692307875,1002.4067781903593,1,-9.243306002406825,3,True,431982,431990,2026-01-16 10:42:00+00:00,cost_be_gap,-0.2487999999999935,1.0211538461538714,1.2699538461538906,False,loss,False,-1.9903999999999087,-1.990399999999948,1000.4163781903594,-11.233706002406734,4,
preholdout,next_bar,double10,net_loss,7,5,432028,1,2026-01-16 12:39:00+00:00,16.0,8485.07692307722,16.970153846154442,865.4778461538764,1000.4163781903594,1,-11.233706002406734,4,True,432029,432034,2026-01-16 12:54:00+00:00,initial_stop,-2.0606346153846347,-1.0,1.0606346153846524,True,loss,False,-32.970153846154176,-32.970153846154155,967.4462243442052,-44.20385984856091,5,
preholdout,next_bar,double10,net_loss,7,6,432073,-1,2026-01-16 14:54:00+00:00,32.0,7398.512280701754,14.797024561403509,754.648252631579,967.4462243442052,1,-44.20385984856091,5,True,432074,432077,2026-01-16 15:03:00+00:00,cost_be_gap,-0.2118807017543829,0.2505263157894852,0.46240701754385966,False,loss,False,-6.78018245614021,-6.780182456140253,960.666041888065,-50.98404230470112,6,
preholdout,next_bar,double10,net_loss,7,7,432079,1,2026-01-16 15:12:00+00:00,64.0,8354.714003944804,16.70942800788961,852.18082840237,960.666041888065,1,-50.98404230470112,6,True,432080,432082,2026-01-16 15:18:00+00:00,initial_stop,-1.2610848126232754,-1.0,0.2610848126232751,True,loss,False,-80.70942800788964,-80.70942800788963,879.9566138801754,-131.69347031259076,7,
preholdout,next_bar,double_risk_only,initial_stop,1,1,424712,-1,2026-01-01 06:51:00+00:00,1.0,1200.1451612903138,2.4002903225806276,3.4002903225806276,1000.0,0,0.0,0,True,424713,424718,2026-01-01 07:06:00+00:00,initial_stop,-3.4002903225805605,-1.0,2.4002903225806276,True,loss,False,-3.400290322580531,-3.4002903225805605,996.5997096774195,-3.400290322580531,1,
preholdout,next_bar,double_risk_only,net_loss,8,1,431014,-1,2026-01-14 09:57:00+00:00,4.0,2217.766666666667,4.435533333333334,8.435533333333334,1228.9775203966583,1,-2.97394600116354,2,True,431015,431020,2026-01-14 10:12:00+00:00,initial_stop,-2.1088833333332904,-1.0,1.1088833333333334,True,loss,False,-8.435533333333069,-8.435533333333161,1220.5419870633252,-11.40947933449661,3,
preholdout,next_bar,double_risk_only,net_loss,8,2,431820,-1,2026-01-16 02:15:00+00:00,8.0,1855.9549929676177,3.7119099859352356,11.711909985935236,1220.5419870633252,1,-11.40947933449661,3,True,431821,431822,2026-01-16 02:18:00+00:00,cost_be_gap,-0.36201969057666084,0.10196905766524558,0.46398874824190445,False,loss,False,-2.8961575246132725,-2.8961575246132867,1217.645829538712,-14.305636859109882,4,
preholdout,next_bar,double_risk_only,net_loss,8,3,431939,1,2026-01-16 08:12:00+00:00,16.0,4820.766575840248,9.641533151680497,25.6415331516805,1217.645829538712,1,-14.305636859109882,4,True,431940,431975,2026-01-16 09:57:00+00:00,initial_stop,-1.6025958219800334,-1.0,0.602595821980031,True,loss,False,-25.641533151680505,-25.641533151680534,1192.0042963870314,-39.94717001079039,5,
preholdout,next_bar,double_risk_only,net_loss,8,4,431981,-1,2026-01-16 10:18:00+00:00,32.0,20319.26153846225,40.63852307692451,72.63852307692451,1192.0042963870314,1,-39.94717001079039,5,True,431982,431990,2026-01-16 10:42:00+00:00,cost_be_gap,-0.2487999999999935,1.0211538461538714,1.2699538461538906,False,loss,False,-7.961599999999862,-7.961599999999792,1184.0426963870316,-47.90877001079025,6,
preholdout,next_bar,double_risk_only,net_loss,8,5,432028,1,2026-01-16 12:39:00+00:00,64.0,33940.30769230888,67.88061538461777,131.88061538461778,1184.0426963870316,1,-47.90877001079025,6,True,432029,432034,2026-01-16 12:54:00+00:00,initial_stop,-2.0606346153846347,-1.0,1.0606346153846524,True,loss,False,-131.8806153846167,-131.88061538461662,1052.1620810024149,-179.78938539540695,7,
preholdout,next_bar,double_risk_only,net_loss,8,6,432073,-1,2026-01-16 14:54:00+00:00,128.0,29594.049122807017,59.188098245614036,187.18809824561404,1052.1620810024149,1,-179.78938539540695,7,True,432074,432077,2026-01-16 15:03:00+00:00,cost_be_gap,-0.2118807017543829,0.2505263157894852,0.46240701754385966,False,loss,False,-27.120729824561067,-27.12072982456101,1025.0413511778538,-206.91011521996802,8,
preholdout,next_bar,double_risk_only,net_loss,8,7,432079,1,2026-01-16 15:12:00+00:00,256.0,33418.856015779216,66.83771203155844,322.83771203155845,1025.0413511778538,1,-206.91011521996802,8,True,432080,432082,2026-01-16 15:18:00+00:00,initial_stop,-1.2610848126232754,-1.0,0.2610848126232751,True,loss,False,-322.83771203155857,-322.8377120315585,702.2036391462952,-529.7478272515266,9,
preholdout,next_bar,double_risk_only,net_loss,8,8,432089,-1,2026-01-16 15:42:00+00:00,512.0,42266.44253164557,84.53288506329113,596.5328850632911,702.2036391462952,1,-529.7478272515266,9,True,432090,432092,2026-01-16 15:48:00+00:00,cost_be_gap,-0.04940708860758675,0.11569620253164971,0.1651032911392405,False,loss,False,-25.296429367084443,-25.296429367084414,676.9072097792108,-555.044256618611,10,
preholdout,ohlc,fixed10,initial_stop,7,1,479118,-1,2026-04-24 15:09:00+00:00,1.0,208.15356820235417,0.41630713640470834,21.231663956640123,909.6314623067686,0,-90.36853769323136,60,True,479119,479126,2026-04-24 15:30:00+00:00,initial_stop,-1.4163071364047253,-1.0,0.41630713640470834,True,loss,False,-1.4163071364047255,-1.4163071364047253,908.2151551703639,-91.78484482963609,61,
preholdout,ohlc,fixed10,initial_stop,7,2,479131,1,2026-04-24 15:48:00+00:00,1.0,231.18625498008052,0.46237250996016105,23.580998007968212,908.2151551703639,0,-91.78484482963609,61,True,479132,479143,2026-04-24 16:21:00+00:00,initial_stop,-1.4623725099601506,-1.0,0.46237250996016105,True,loss,False,-1.4623725099601188,-1.4623725099601506,906.7527826604038,-93.2472173395962,62,
preholdout,ohlc,fixed10,initial_stop,7,3,479196,1,2026-04-24 19:03:00+00:00,1.0,302.5416666666731,0.6050833333333462,30.859250000000657,906.7527826604038,0,-93.2472173395962,62,True,479197,479222,2026-04-24 20:18:00+00:00,initial_stop,-1.6050833333333296,-1.0,0.6050833333333463,True,loss,False,-1.6050833333333685,-1.6050833333333296,905.1476993270704,-94.85230067292957,63,
preholdout,ohlc,fixed10,initial_stop,7,4,479229,1,2026-04-24 20:42:00+00:00,1.0,207.5178571428605,0.415035714285721,21.166821428571772,905.1476993270704,0,-94.85230067292957,63,True,479230,479248,2026-04-24 21:36:00+00:00,initial_stop,-1.4150357142857295,-1.0,0.415035714285721,True,loss,False,-1.4150357142857501,-1.4150357142857295,903.7326636127847,-96.26733638721532,64,
preholdout,ohlc,fixed10,initial_stop,7,5,479266,-1,2026-04-24 22:33:00+00:00,1.0,484.2976939203373,0.9685953878406746,49.3983647798744,903.7326636127847,0,-96.26733638721532,64,True,479267,479287,2026-04-24 23:33:00+00:00,initial_stop,-1.9685953878406222,-1.0,0.9685953878406746,True,loss,False,-1.9685953878406508,-1.9685953878406222,901.764068224944,-98.23593177505597,65,
preholdout,ohlc,fixed10,initial_stop,7,6,479397,-1,2026-04-25 05:06:00+00:00,1.0,739.1054313098784,1.478210862619757,75.38875399360761,901.764068224944,0,-98.23593177505597,65,True,479398,479418,2026-04-25 06:06:00+00:00,initial_stop,-2.4782108626197847,-1.0,1.478210862619757,True,loss,False,-2.4782108626197896,-2.4782108626197847,899.2858573623242,-100.71414263767576,66,
preholdout,ohlc,fixed10,initial_stop,7,7,479438,-1,2026-04-25 07:09:00+00:00,1.0,921.8007968126688,1.8436015936253376,94.02368127489221,899.2858573623242,0,-100.71414263767576,66,True,479439,479454,2026-04-25 07:54:00+00:00,initial_stop,-2.84360159362541,-1.0,1.8436015936253376,True,loss,False,-2.843601593625408,-2.84360159362541,896.4422557686988,-103.55774423130117,67,
preholdout,ohlc,fixed10,net_loss,7,1,479118,-1,2026-04-24 15:09:00+00:00,1.0,208.15356820235417,0.41630713640470834,21.231663956640123,909.6314623067686,0,-90.36853769323136,60,True,479119,479126,2026-04-24 15:30:00+00:00,initial_stop,-1.4163071364047253,-1.0,0.41630713640470834,True,loss,False,-1.4163071364047255,-1.4163071364047253,908.2151551703639,-91.78484482963609,61,
preholdout,ohlc,fixed10,net_loss,7,2,479131,1,2026-04-24 15:48:00+00:00,1.0,231.18625498008052,0.46237250996016105,23.580998007968212,908.2151551703639,0,-91.78484482963609,61,True,479132,479143,2026-04-24 16:21:00+00:00,initial_stop,-1.4623725099601506,-1.0,0.46237250996016105,True,loss,False,-1.4623725099601188,-1.4623725099601506,906.7527826604038,-93.2472173395962,62,
preholdout,ohlc,fixed10,net_loss,7,3,479196,1,2026-04-24 19:03:00+00:00,1.0,302.5416666666731,0.6050833333333462,30.859250000000657,906.7527826604038,0,-93.2472173395962,62,True,479197,479222,2026-04-24 20:18:00+00:00,initial_stop,-1.6050833333333296,-1.0,0.6050833333333463,True,loss,False,-1.6050833333333685,-1.6050833333333296,905.1476993270704,-94.85230067292957,63,
preholdout,ohlc,fixed10,net_loss,7,4,479229,1,2026-04-24 20:42:00+00:00,1.0,207.5178571428605,0.415035714285721,21.166821428571772,905.1476993270704,0,-94.85230067292957,63,True,479230,479248,2026-04-24 21:36:00+00:00,initial_stop,-1.4150357142857295,-1.0,0.415035714285721,True,loss,False,-1.4150357142857501,-1.4150357142857295,903.7326636127847,-96.26733638721532,64,
preholdout,ohlc,fixed10,net_loss,7,5,479266,-1,2026-04-24 22:33:00+00:00,1.0,484.2976939203373,0.9685953878406746,49.3983647798744,903.7326636127847,0,-96.26733638721532,64,True,479267,479287,2026-04-24 23:33:00+00:00,initial_stop,-1.9685953878406222,-1.0,0.9685953878406746,True,loss,False,-1.9685953878406508,-1.9685953878406222,901.764068224944,-98.23593177505597,65,
preholdout,ohlc,fixed10,net_loss,7,6,479397,-1,2026-04-25 05:06:00+00:00,1.0,739.1054313098784,1.478210862619757,75.38875399360761,901.764068224944,0,-98.23593177505597,65,True,479398,479418,2026-04-25 06:06:00+00:00,initial_stop,-2.4782108626197847,-1.0,1.478210862619757,True,loss,False,-2.4782108626197896,-2.4782108626197847,899.2858573623242,-100.71414263767576,66,
preholdout,ohlc,fixed10,net_loss,7,7,479438,-1,2026-04-25 07:09:00+00:00,1.0,921.8007968126688,1.8436015936253376,94.02368127489221,899.2858573623242,0,-100.71414263767576,66,True,479439,479454,2026-04-25 07:54:00+00:00,initial_stop,-2.84360159362541,-1.0,1.8436015936253376,True,loss,False,-2.843601593625408,-2.84360159362541,896.4422557686988,-103.55774423130117,67,
preholdout,ohlc,double10,initial_stop,2,1,426368,1,2026-01-04 17:39:00+00:00,8.0,4632.457564575972,9.264915129151944,472.51067158674914,985.9261997162042,0,-14.073800283795777,3,True,426369,426377,2026-01-04 18:03:00+00:00,initial_stop,-2.158114391143983,-1.0,1.158114391143993,True,loss,False,-17.26491512915186,-17.264915129151863,968.6612845870524,-31.338715412947636,4,
preholdout,ohlc,double10,initial_stop,2,2,426388,-1,2026-01-04 18:39:00+00:00,16.0,5638.735891647774,11.27747178329555,575.151060948073,968.6612845870524,0,-31.338715412947636,4,True,426389,426390,2026-01-04 18:42:00+00:00,initial_stop,-1.7048419864559343,-1.0,0.7048419864559718,True,loss,False,-27.277471783294914,-27.27747178329495,941.3838128037575,-58.61618719624255,5,
preholdout,ohlc,double10,net_loss,2,1,426240,-1,2026-01-04 11:15:00+00:00,2.0,1051.7286432160356,2.103457286432071,107.27632160803563,996.6053329687555,0,-3.3946670312444667,1,True,426241,426266,2026-01-04 12:30:00+00:00,opposite_v6_next_open,-1.6714941373533874,-0.6197654941373727,1.0517286432160355,False,loss,False,-3.3429882747067268,-3.3429882747067747,993.2623446940488,-6.737655305951193,2,
preholdout,ohlc,double10,net_loss,2,2,426265,1,2026-01-04 12:30:00+00:00,4.0,1669.6467463478973,3.339293492695795,170.30396812748552,993.2623446940488,0,-6.737655305951193,2,True,426266,426270,2026-01-04 12:42:00+00:00,initial_stop,-1.8348233731739627,-1.0,0.8348233731739486,True,loss,False,-7.3392934926959015,-7.339293492695851,985.9230512013529,-14.076948798647095,3,
