period,arm,cash,signal_i,side,entry_time,risk,notional,fee_reserve,required_cash,equity_before,cycle_id,cycle_net_before,level_before,accepted,entry_i,exit_i,exit_time,reason,net_r,gross_r,cost_r,full_initial_stop,outcome,censored,pnl,raw_pnl,equity_after,cycle_net_after,level_after,cycle_end
development,ohlc,double_risk_only,1853,1,2023-08-04 07:54:00+00:00,2.0,702.432122370965,1.40486424474193,3.4048642447419297,997.967209636768,1,-2.03385352112673,1,True,1854.0,1862.0,2023-08-04 08:18:00+00:00,cost_be,0.0012007648183685058,0.7036328871893328,0.702432122370965,False,net_be,False,0.0024015296366997063,0.0024015296367370115,997.9696111664047,-2.03145199149003,1,
development,ohlc,double_risk_only,1946,1,2023-08-04 12:33:00+00:00,2.0,1053.3180515759284,2.106636103151857,4.106636103151857,997.9696111664047,1,-2.03145199149003,1,True,1947.0,1947.0,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-4.1066361031518,-4.106636103151831,993.8629750632529,-6.13808809464183,2,
development,ohlc,double_risk_only,2340,-1,2023-08-05 08:15:00+00:00,4.0,7322.600000000001,14.645200000000003,18.645200000000003,993.8629750632529,1,-6.13808809464183,2,True,2341.0,2347.0,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-18.64519999999959,-18.64519999999962,975.2177750632533,-24.78328809464142,3,
development,ohlc,double_risk_only,2348,1,2023-08-05 08:39:00+00:00,8.0,6785.703703703447,13.571407407406895,21.571407407406895,975.2177750632533,1,-24.78328809464142,3,True,2349.0,2433.0,2023-08-05 12:51:00+00:00,opposite_v6_next_open,-2.363092592592506,-0.6666666666666666,1.6964259259258616,False,loss,False,-18.904740740740067,-18.90474074074005,956.3130343225132,-43.68802883538149,4,
development,ohlc,double_risk_only,2432,-1,2023-08-05 12:51:00+00:00,16.0,16931.329479768607,33.862658959537214,49.862658959537214,956.3130343225132,1,-43.68802883538149,4,True,2433.0,2441.0,2023-08-05 13:15:00+00:00,initial_stop,-3.116416184971187,-1.0,2.116416184971076,True,loss,False,-49.862658959538976,-49.86265895953899,906.4503753629742,-93.55068779492046,5,
development,ohlc,double_risk_only,2723,-1,2023-08-06 03:24:00+00:00,32.0,50631.72413793739,101.26344827587478,133.2634482758748,906.4503753629742,1,-93.55068779492046,5,True,2724.0,2775.0,2023-08-06 05:57:00+00:00,initial_stop,-4.164482758620974,-1.0,3.164482758621087,True,loss,False,-133.26344827587116,-133.26344827587116,773.1869270871031,-226.81413607079162,6,
development,ohlc,double_risk_only,2776,1,2023-08-06 06:03:00+00:00,64.0,158850.59459459267,317.70118918918536,381.70118918918536,773.1869270871031,1,-226.81413607079162,6,True,2777.0,2779.0,2023-08-06 06:09:00+00:00,initial_stop,-5.964081081081137,-1.0,4.96408108108102,True,loss,False,-381.70118918919275,-381.70118918919275,391.4857378979103,-608.5153252599844,7,
development,ohlc,double_risk_only,3705,1,2023-08-08 04:30:00+00:00,128.0,115483.7438423661,230.9674876847322,358.9674876847322,391.4857378979103,1,-608.5153252599844,7,True,3706.0,3721.0,2023-08-08 05:15:00+00:00,cost_be,0.00344827586215371,1.8078817733990749,1.8044334975369702,False,net_be,False,0.44137931035567135,0.4413793103556749,391.927117208266,-608.0739459496288,7,
development,ohlc,double_risk_only,3853,1,2023-08-08 11:54:00+00:00,128.0,91133.0232558085,182.266046511617,310.266046511617,391.927117208266,1,-608.0739459496288,7,True,3854.0,3856.0,2023-08-08 12:00:00+00:00,cost_be,0.0024031007750798072,1.426356589147138,1.423953488372008,False,net_be,False,0.3075968992102389,0.3075968992102153,392.23471410747624,-607.7663490504185,7,
development,ohlc,double_risk_only,3870,1,2023-08-08 12:45:00+00:00,128.0,34529.82723279686,69.05965446559372,197.05965446559372,392.23471410747624,1,-607.7663490504185,7,True,3871.0,3876.0,2023-08-08 13:00:00+00:00,cost_be,0.0007349926793893913,0.5402635431918146,0.5395285505124509,False,net_be,False,0.0940790629618391,0.09407906296184208,392.3287931704381,-607.6722699874567,7,
development,ohlc,double_risk_only,4722,1,2023-08-10 07:21:00+00:00,128.0,81547.8762886575,163.095752577315,291.095752577315,392.3287931704381,1,-607.6722699874567,7,True,4723.0,4731.0,2023-08-10 07:45:00+00:00,initial_stop,-2.2741855670102398,-1.0,1.2741855670102735,True,loss,False,-291.0957525773107,-291.0957525773107,101.23304059312738,-898.7680225647674,8,
development,ohlc,double_risk_only,4807,-1,2023-08-10 11:36:00+00:00,256.0,395069.8666666517,790.1397333333034,1046.1397333333034,101.23304059312738,1,-898.7680225647674,8,False,,,,price_risk_exceeds_cash,,,,,,,0.0,,101.23304059312738,-898.7680225647674,8,
development,olhc,double_risk_only,1321,-1,2023-08-03 05:18:00+00:00,1.0,516.9267605633538,1.0338535211267077,2.0338535211267077,1000.0010631578947,1,0.0,0,True,1322.0,1329.0,2023-08-03 05:39:00+00:00,initial_stop,-2.033853521126675,-1.0,1.0338535211267077,True,loss,False,-2.03385352112673,-2.033853521126675,997.967209636768,-2.03385352112673,1,
development,olhc,double_risk_only,1853,1,2023-08-04 07:54:00+00:00,2.0,702.432122370965,1.40486424474193,3.4048642447419297,997.967209636768,1,-2.03385352112673,1,True,1854.0,1862.0,2023-08-04 08:18:00+00:00,cost_be,0.0012007648183685058,0.7036328871893328,0.702432122370965,False,net_be,False,0.0024015296366997063,0.0024015296367370115,997.9696111664047,-2.03145199149003,1,
development,olhc,double_risk_only,1946,1,2023-08-04 12:33:00+00:00,2.0,1053.3180515759284,2.106636103151857,4.106636103151857,997.9696111664047,1,-2.03145199149003,1,True,1947.0,1947.0,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-4.1066361031518,-4.106636103151831,993.8629750632529,-6.13808809464183,2,
development,olhc,double_risk_only,2340,-1,2023-08-05 08:15:00+00:00,4.0,7322.600000000001,14.645200000000003,18.645200000000003,993.8629750632529,1,-6.13808809464183,2,True,2341.0,2347.0,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-18.64519999999959,-18.64519999999962,975.2177750632533,-24.78328809464142,3,
development,olhc,double_risk_only,2348,1,2023-08-05 08:39:00+00:00,8.0,6785.703703703447,13.571407407406895,21.571407407406895,975.2177750632533,1,-24.78328809464142,3,True,2349.0,2433.0,2023-08-05 12:51:00+00:00,opposite_v6_next_open,-2.363092592592506,-0.6666666666666666,1.6964259259258616,False,loss,False,-18.904740740740067,-18.90474074074005,956.3130343225132,-43.68802883538149,4,
development,olhc,double_risk_only,2432,-1,2023-08-05 12:51:00+00:00,16.0,16931.329479768607,33.862658959537214,49.862658959537214,956.3130343225132,1,-43.68802883538149,4,True,2433.0,2441.0,2023-08-05 13:15:00+00:00,initial_stop,-3.116416184971187,-1.0,2.116416184971076,True,loss,False,-49.862658959538976,-49.86265895953899,906.4503753629742,-93.55068779492046,5,
development,olhc,double_risk_only,2723,-1,2023-08-06 03:24:00+00:00,32.0,50631.72413793739,101.26344827587478,133.2634482758748,906.4503753629742,1,-93.55068779492046,5,True,2724.0,2775.0,2023-08-06 05:57:00+00:00,initial_stop,-4.164482758620974,-1.0,3.164482758621087,True,loss,False,-133.26344827587116,-133.26344827587116,773.1869270871031,-226.81413607079162,6,
development,olhc,double_risk_only,2776,1,2023-08-06 06:03:00+00:00,64.0,158850.59459459267,317.70118918918536,381.70118918918536,773.1869270871031,1,-226.81413607079162,6,True,2777.0,2779.0,2023-08-06 06:09:00+00:00,initial_stop,-5.964081081081137,-1.0,4.96408108108102,True,loss,False,-381.70118918919275,-381.70118918919275,391.4857378979103,-608.5153252599844,7,
development,olhc,double_risk_only,3705,1,2023-08-08 04:30:00+00:00,128.0,115483.7438423661,230.9674876847322,358.9674876847322,391.4857378979103,1,-608.5153252599844,7,True,3706.0,3721.0,2023-08-08 05:15:00+00:00,cost_be,0.00344827586215371,1.8078817733990749,1.8044334975369702,False,net_be,False,0.44137931035567135,0.4413793103556749,391.927117208266,-608.0739459496288,7,
development,olhc,double_risk_only,3853,1,2023-08-08 11:54:00+00:00,128.0,91133.0232558085,182.266046511617,310.266046511617,391.927117208266,1,-608.0739459496288,7,True,3854.0,3856.0,2023-08-08 12:00:00+00:00,cost_be,0.0024031007750798072,1.426356589147138,1.423953488372008,False,net_be,False,0.3075968992102389,0.3075968992102153,392.23471410747624,-607.7663490504185,7,
development,olhc,double_risk_only,3870,1,2023-08-08 12:45:00+00:00,128.0,34529.82723279686,69.05965446559372,197.05965446559372,392.23471410747624,1,-607.7663490504185,7,True,3871.0,3877.0,2023-08-08 13:03:00+00:00,cost_be,0.0007349926793893913,0.5402635431918146,0.5395285505124509,False,net_be,False,0.0940790629618391,0.09407906296184208,392.3287931704381,-607.6722699874567,7,
development,olhc,double_risk_only,4722,1,2023-08-10 07:21:00+00:00,128.0,81547.8762886575,163.095752577315,291.095752577315,392.3287931704381,1,-607.6722699874567,7,True,4723.0,4731.0,2023-08-10 07:45:00+00:00,initial_stop,-2.2741855670102398,-1.0,1.2741855670102735,True,loss,False,-291.0957525773107,-291.0957525773107,101.23304059312738,-898.7680225647674,8,
development,olhc,double_risk_only,4807,-1,2023-08-10 11:36:00+00:00,256.0,395069.8666666517,790.1397333333034,1046.1397333333034,101.23304059312738,1,-898.7680225647674,8,False,,,,price_risk_exceeds_cash,,,,,,,0.0,,101.23304059312738,-898.7680225647674,8,
validation,next_bar,double_risk_only,249467,-1,2025-01-01 04:36:00+00:00,1.0,468.65826330530064,0.9373165266106013,1.9373165266106014,1000.0,0,0.0,0,True,249468.0,249476.0,2025-01-01 05:00:00+00:00,cost_be_gap,-0.20762464986001636,0.7296918767506082,0.9373165266106013,False,loss,False,-0.2076246498600085,-0.20762464986001636,999.79237535014,-0.2076246498600085,1,
validation,next_bar,double_risk_only,249498,-1,2025-01-01 06:09:00+00:00,2.0,758.3654937570989,1.5167309875141979,3.516730987514198,999.79237535014,0,-0.2076246498600085,1,True,249499.0,249534.0,2025-01-01 07:54:00+00:00,initial_stop,-1.7583654937570767,-1.0,0.7583654937570988,True,loss,False,-3.5167309875141655,-3.5167309875141535,996.2756443626258,-3.724355637374174,2,
validation,next_bar,double_risk_only,249546,-1,2025-01-01 08:33:00+00:00,4.0,1396.1713688610664,2.792342737722133,6.792342737722133,996.2756443626258,0,-3.724355637374174,2,True,249547.0,249553.0,2025-01-01 08:51:00+00:00,cost_be_gap,-0.3772915360501659,0.3207941483803821,0.6980856844305333,False,loss,False,-1.5091661442006625,-1.5091661442006636,994.7664782184252,-5.2335217815748365,3,
validation,next_bar,double_risk_only,249559,-1,2025-01-01 09:12:00+00:00,8.0,2913.678688524561,5.827357377049122,13.827357377049122,994.7664782184252,0,-5.2335217815748365,3,True,249560.0,249563.0,2025-01-01 09:21:00+00:00,cost_be,0.000542076502731207,0.7289617486338805,0.7284196721311403,False,net_be,False,0.004336612021802466,0.004336612021849656,994.770814830447,-5.229185169553034,3,
validation,next_bar,double_risk_only,249695,1,2025-01-01 16:00:00+00:00,8.0,2690.960882647875,5.3819217652957505,13.38192176529575,994.770814830447,0,-5.229185169553034,3,True,249696.0,249701.0,2025-01-01 16:15:00+00:00,initial_stop,-1.6727402206619644,-1.0,0.6727402206619688,True,loss,False,-13.381921765295715,-13.381921765295715,981.3888930651513,-18.61110693484875,4,
validation,next_bar,double_risk_only,249771,1,2025-01-01 19:48:00+00:00,16.0,2422.460567823338,4.8449211356466755,20.844921135646675,981.3888930651513,0,-18.61110693484875,4,True,249772.0,249804.0,2025-01-01 21:24:00+00:00,cost_be,3.1545741327957534e-05,0.30283911671923314,0.3028075709779173,False,net_be,False,0.0005047318612696472,0.0005047318612473205,981.3893977970125,-18.61060220298748,4,
validation,next_bar,double_risk_only,250444,-1,2025-01-03 05:27:00+00:00,16.0,4274.877519379815,8.54975503875963,24.549755038759628,981.3893977970125,0,-18.61060220298748,4,True,250445.0,250458.0,2025-01-03 06:06:00+00:00,initial_stop,-1.5343596899224985,-1.0,0.5343596899224768,True,loss,False,-24.54975503875994,-24.549755038759976,956.8396427582526,-43.16035724174742,5,
validation,next_bar,double_risk_only,250476,-1,2025-01-03 07:03:00+00:00,32.0,16440.74029850791,32.88148059701582,64.88148059701582,956.8396427582526,0,-43.16035724174742,5,True,250477.0,250480.0,2025-01-03 07:12:00+00:00,cost_be_gap,-0.2842626865671912,0.7432835820895751,1.0275462686567443,False,loss,False,-9.096405970150158,-9.09640597015012,947.7432367881024,-52.25676321189758,6,
validation,next_bar,double_risk_only,250960,1,2025-01-04 07:15:00+00:00,64.0,23536.6034658513,47.07320693170261,111.0732069317026,947.7432367881024,0,-52.25676321189758,6,True,250961.0,250973.0,2025-01-04 07:51:00+00:00,initial_stop,-1.7355188583078558,-1.0,0.7355188583078532,True,loss,False,-111.07320693170277,-111.07320693170277,836.6700298563997,-163.32997014360035,7,
validation,next_bar,double_risk_only,250975,-1,2025-01-04 08:00:00+00:00,128.0,43729.64258555141,87.45928517110282,215.4592851711028,836.6700298563997,0,-163.32997014360035,7,True,250976.0,250992.0,2025-01-04 08:48:00+00:00,cost_be,0.0001844106464111375,0.6834600760456337,0.6832756653992408,False,net_be,False,0.02360456274061562,0.0236045627406256,836.6936344191403,-163.30636558085973,7,
validation,next_bar,double_risk_only,251018,-1,2025-01-04 10:09:00+00:00,128.0,32661.5310049899,65.32306200997981,193.32306200997982,836.6936344191403,0,-163.30636558085973,7,True,251019.0,251024.0,2025-01-04 10:24:00+00:00,cost_be_gap,-0.30720028510332553,0.2031361368496376,0.5103364219529672,False,loss,False,-39.3216364932257,-39.32163649322567,797.3719979259146,-202.62800207408543,8,
validation,next_bar,double_risk_only,251618,1,2025-01-05 16:09:00+00:00,256.0,60623.531554975874,121.24706310995175,377.24706310995174,797.3719979259146,0,-202.62800207408543,8,True,251619.0,251631.0,2025-01-05 16:45:00+00:00,initial_stop,-1.4736213402732592,-1.0,0.47362134027324904,True,loss,False,-377.24706310995435,-377.24706310995435,420.1249348159602,-579.8750651840398,9,
validation,next_bar,double_risk_only,251657,-1,2025-01-05 18:06:00+00:00,512.0,115037.39465506421,230.07478931012844,742.0747893101284,420.1249348159602,0,-579.8750651840398,9,False,,,,price_risk_exceeds_cash,,,,,,,0.0,,420.1249348159602,-579.8750651840398,9,
validation,ohlc,double10,249498,-1,2025-01-01 06:09:00+00:00,1.0,379.18274687854944,0.7583654937570989,38.67664018161204,1000.0010588235294,1,0.0,0,True,249499.0,249534.0,2025-01-01 07:54:00+00:00,initial_stop,-1.7583654937570767,-1.0,0.7583654937570988,True,loss,False,-1.7583654937570827,-1.7583654937570767,998.2426933297724,-1.7583654937570827,1,
validation,ohlc,double10,249546,-1,2025-01-01 08:33:00+00:00,2.0,698.0856844305332,1.3961713688610664,71.20473981191438,998.2426933297724,1,-1.7583654937570827,1,True,249547.0,249552.0,2025-01-01 08:48:00+00:00,cost_be,0.0009738766980112471,0.6990595611285536,0.6980856844305333,False,net_be,False,0.0019477533960525761,0.0019477533960224943,998.2446410831684,-1.7564177403610302,1,
validation,ohlc,double10,249559,-1,2025-01-01 09:12:00+00:00,2.0,728.4196721311403,1.4568393442622805,74.29880655737631,998.2446410831684,1,-1.7564177403610302,1,True,249560.0,249563.0,2025-01-01 09:21:00+00:00,cost_be,0.000542076502731207,0.7289617486338805,0.7284196721311403,False,net_be,False,0.0010841530054221948,0.001084153005462414,998.2457252361738,-1.755333587355608,1,
validation,ohlc,double10,249695,1,2025-01-01 16:00:00+00:00,2.0,672.7402206619688,1.3454804413239376,68.61950250752082,998.2457252361738,1,-1.755333587355608,1,True,249696.0,249701.0,2025-01-01 16:15:00+00:00,initial_stop,-1.6727402206619644,-1.0,0.6727402206619688,True,loss,False,-3.345480441323957,-3.3454804413239287,994.9002447948499,-5.100814028679565,2,
validation,ohlc,double10,249771,1,2025-01-01 19:48:00+00:00,4.0,605.6151419558345,1.2112302839116689,61.77274447949512,994.9002447948499,1,-5.100814028679565,2,True,249772.0,249803.0,2025-01-01 21:21:00+00:00,cost_be,3.1545741327957534e-05,0.30283911671923314,0.3028075709779173,False,net_be,False,0.0001261829653458335,0.00012618296531183014,994.9003709778152,-5.100687845714219,2,
validation,ohlc,double10,250444,-1,2025-01-03 05:27:00+00:00,4.0,1068.7193798449537,2.1374387596899074,109.00937674418527,994.9003709778152,1,-5.100687845714219,2,True,250445.0,250458.0,2025-01-03 06:06:00+00:00,initial_stop,-1.5343596899224985,-1.0,0.5343596899224768,True,loss,False,-6.137438759689985,-6.137438759689994,988.7629322181252,-11.238126605404204,3,
validation,ohlc,double10,250476,-1,2025-01-03 07:03:00+00:00,8.0,4110.185074626977,8.220370149253956,419.2388776119517,988.7629322181252,1,-11.238126605404204,3,True,250477.0,250479.0,2025-01-03 07:09:00+00:00,cost_be,0.0008119402985840952,1.0283582089553007,1.0275462686567443,False,net_be,False,0.0064955223887182,0.006495522388672762,988.769427740514,-11.231631083015486,3,
validation,ohlc,double10,250960,1,2025-01-04 07:15:00+00:00,8.0,2942.0754332314127,5.884150866462826,300.09169418960414,988.769427740514,1,-11.231631083015486,3,True,250961.0,250973.0,2025-01-04 07:51:00+00:00,initial_stop,-1.7355188583078558,-1.0,0.7355188583078532,True,loss,False,-13.884150866462846,-13.884150866462846,974.8852768740511,-25.115781949478333,4,
validation,ohlc,double10,250975,-1,2025-01-04 08:00:00+00:00,16.0,5466.205323193926,10.932410646387853,557.5529429657805,974.8852768740511,1,-25.115781949478333,4,True,250976.0,250992.0,2025-01-04 08:48:00+00:00,cost_be,0.0001844106464111375,0.6834600760456337,0.6832756653992408,False,net_be,False,0.0029505703425911634,0.0029505703425782,974.8882274443937,-25.11283137913574,4,
validation,ohlc,double10,251018,-1,2025-01-04 10:09:00+00:00,16.0,4082.6913756237377,8.165382751247476,416.43452031362125,974.8882274443937,1,-25.11283137913574,4,True,251019.0,251023.0,2025-01-04 10:21:00+00:00,cost_be,0.0007113328581692352,0.5110477548111335,0.5103364219529672,False,net_be,False,0.011381325730667413,0.011381325730707763,974.8996087701244,-25.101450053405074,4,
validation,ohlc,double10,251618,1,2025-01-05 16:09:00+00:00,16.0,3788.970722185992,7.577941444371985,386.47501366297115,974.8996087701244,1,-25.101450053405074,4,True,251619.0,251631.0,2025-01-05 16:45:00+00:00,initial_stop,-1.4736213402732592,-1.0,0.47362134027324904,True,loss,False,-23.577941444372186,-23.577941444372147,951.3216673257522,-48.67939149777726,5,
validation,ohlc,double10,251657,-1,2025-01-05 18:06:00+00:00,32.0,7189.837165941513,14.379674331883027,733.3633909260344,951.3216673257522,1,-48.67939149777726,5,True,251658.0,251669.0,2025-01-05 18:39:00+00:00,initial_stop,-1.449364822871355,-1.0,0.4493648228713446,True,loss,False,-46.37967433188339,-46.37967433188336,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,251793,-1,2025-01-06 00:54:00+00:00,64.0,17186.085925925927,34.37217185185185,1752.9807644444445,904.9419929938688,1,-95.05906582966065,6,False,,,,capacity_wait,,,,,,,0.0,,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,251794,-1,2025-01-06 00:57:00+00:00,64.0,13990.044659022193,27.980089318044385,1426.9845552202635,904.9419929938688,1,-95.05906582966065,6,False,,,,capacity_wait,,,,,,,0.0,,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,252351,-1,2025-01-07 04:48:00+00:00,64.0,34660.85419734923,69.32170839469846,3535.4071281296215,904.9419929938688,1,-95.05906582966065,6,False,,,,capacity_wait,,,,,,,0.0,,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,252364,-1,2025-01-07 05:27:00+00:00,64.0,24077.19384615385,48.1543876923077,2455.873772307693,904.9419929938688,1,-95.05906582966065,6,False,,,,capacity_wait,,,,,,,0.0,,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,252997,1,2025-01-08 13:06:00+00:00,64.0,10262.983763132734,20.525967526265468,1046.8243438395389,904.9419929938688,1,-95.05906582966065,6,False,,,,capacity_wait,,,,,,,0.0,,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,254202,-1,2025-01-11 01:21:00+00:00,64.0,15393.609467455643,30.787218934911287,1570.1481656804756,904.9419929938688,1,-95.05906582966065,6,False,,,,capacity_wait,,,,,,,0.0,,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,254378,1,2025-01-11 10:09:00+00:00,64.0,21877.816649103774,43.75563329820755,2231.537298208585,904.9419929938688,1,-95.05906582966065,6,False,,,,capacity_wait,,,,,,,0.0,,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,255800,1,2025-01-14 09:15:00+00:00,64.0,9459.460258780093,18.918920517560185,964.8649463955695,904.9419929938688,1,-95.05906582966065,6,False,,,,capacity_wait,,,,,,,0.0,,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,255938,-1,2025-01-14 16:09:00+00:00,64.0,9854.826254826134,19.70965250965227,1005.1922779922656,904.9419929938688,1,-95.05906582966065,6,False,,,,capacity_wait,,,,,,,0.0,,904.9419929938688,-95.05906582966065,6,
validation,ohlc,double10,256017,-1,2025-01-14 20:06:00+00:00,64.0,7550.796903796504,15.101593807593009,770.1812841872434,904.9419929938688,1,-95.05906582966065,6,True,256018.0,256037.0,2025-01-14 21:03:00+00:00,initial_stop,-1.2359624032436485,-1.0,0.23596240324364076,True,loss,False,-79.10159380759353,-79.1015938075935,825.8403991862752,-174.16065963725418,7,
validation,ohlc,double10,256074,1,2025-01-14 22:57:00+00:00,128.0,40452.37073170732,80.90474146341464,4126.141814634147,825.8403991862752,1,-174.16065963725418,7,False,,,,capacity_wait,,,,,,,0.0,,825.8403991862752,-174.16065963725418,7,
validation,ohlc,double10,256177,1,2025-01-15 04:06:00+00:00,128.0,29864.731461483356,59.72946292296671,3046.2026090713025,825.8403991862752,1,-174.16065963725418,7,False,,,,capacity_wait,,,,,,,0.0,,825.8403991862752,-174.16065963725418,7,
validation,ohlc,double10,256266,1,2025-01-15 08:33:00+00:00,128.0,29832.919540229726,59.665839080459456,3042.9577931034323,825.8403991862752,1,-174.16065963725418,7,False,,,,capacity_wait,,,,,,,0.0,,825.8403991862752,-174.16065963725418,7,
validation,ohlc,double10,256838,-1,2025-01-16 13:09:00+00:00,128.0,14900.5562913907,29.8011125827814,1519.8567417218512,825.8403991862752,1,-174.16065963725418,7,False,,,,capacity_wait,,,,,,,0.0,,825.8403991862752,-174.16065963725418,7,
validation,ohlc,double10,256869,-1,2025-01-16 14:42:00+00:00,128.0,10691.622031328974,21.383244062657948,1090.5454471955554,825.8403991862752,1,-174.16065963725418,7,False,,,,capacity_wait,,,,,,,0.0,,825.8403991862752,-174.16065963725418,7,
validation,ohlc,double10,256928,1,2025-01-16 17:39:00+00:00,128.0,16959.697399527115,33.91939479905423,1729.8891347517658,825.8403991862752,1,-174.16065963725418,7,False,,,,capacity_wait,,,,,,,0.0,,825.8403991862752,-174.16065963725418,7,
validation,ohlc,double10,257005,-1,2025-01-16 21:30:00+00:00,128.0,27124.400765794388,54.248801531588775,2766.688878111028,825.8403991862752,1,-174.16065963725418,7,False,,,,capacity_wait,,,,,,,0.0,,825.8403991862752,-174.16065963725418,7,
validation,ohlc,double10,257441,1,2025-01-17 19:18:00+00:00,128.0,22266.677484787244,44.53335496957449,2271.201103448299,825.8403991862752,1,-174.16065963725418,7,False,,,,capacity_wait,,,,,,,0.0,,825.8403991862752,-174.16065963725418,7,
validation,ohlc,double10,257459,1,2025-01-17 20:12:00+00:00,128.0,20570.567164179054,41.141134328358106,2098.1978507462636,825.8403991862752,1,-174.16065963725418,7,False,,,,capacity_wait,,,,,,,0.0,,825.8403991862752,-174.16065963725418,7,
