cycle_id,n_trades,loss_events,net_pnl,finish_reason,recovered,balance_after
0,1,0,0.0010631578946913578,recovered,True,1000.0010631578947
1,21,9,-536.7496267634697,capacity_halt,False,463.25143639442496
