timeframe_min,arm,policy,kind,bucket,period,analysis_start,analysis_split,analysis_end_exclusive,earlier_closed,later_closed,taken,closed,censored,weeks,symbols,win_rate,mean_net_bp,mean_net_r,wins,sum_net_r,mean_gross_bp,median_net_bp,ge5r,ge10r,pf_r,ge5r_rate,win_rate_low,win_rate_high,mean_net_bp_low,mean_net_bp_high,mean_net_r_low,mean_net_r_high,matched,paired_target_mean_net_bp,random_mean_net_bp,random_win_rate,mean_excess_bp,random_coverage,source_available_symbols,source_universe_symbols,source_coverage_is_span_only,test_scope,paired_weeks,p_one_sided,ci_low_bp,ci_high_bp,minimum_p_resolution,holm_p_48_slots
15,v9_both,baseline,4h,4,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,2563,5258,5276,5258,18,91,605,0.3101939901103081,-12.384573675441292,-0.07334875461353842,1631.0,-385.667751757985,7.61542632455872,-141.1072845765055,118.0,17.0,0.8979282832545074,0.022441993153290225,0.26814333657035827,0.35245295589287423,-52.017903788181435,33.21324169743393,-0.22455750818804154,0.11463101842864339,817,-22.07026580612423,-18.61053451438843,0.3084455324357405,-3.4597312917358005,0.15538227462913656,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,4,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,2563,5258,4,4,0,1,4,0.5,-0.7035636758024921,-0.08142241064181946,2.0,-0.32568964256727784,19.296436324197494,-48.907199805011984,0.0,0.0,0.8548669937773788,0.0,,,,,,,0,,,,,0.0,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,8,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5332,10389,15740,15723,17,195,634,0.3113273548305031,7.555611873076013,0.04766490269578851,4895.0,749.4352650858827,27.555611873076018,-149.403306973399,561.0,116.0,1.0670316459128095,0.03568021369967563,0.28098542953362393,0.34476959450439343,-24.134742227405763,42.78736106151633,-0.10332149967152207,0.21650573953611144,2481,20.473137117479823,13.053576703641594,0.3010882708585248,7.419560413838236,0.15779431406220187,638,638,True,"same-clock matched random, entry-week block inference",193.0,0.32526747325267474,-22.444816086079186,40.696859911226795,9.999000099990002e-05,1.0
15,v9_both,baseline,4h,8,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5332,10389,5332,5332,0,105,334,0.34752438109527384,47.261011609142024,0.23141001695995367,1853.0,1233.878210430473,67.26101160914203,-132.67121711787598,263.0,58.0,1.3420846585498822,0.04932483120780195,0.30022013482264803,0.39580155996384553,-11.340712828976352,117.87517047048927,-0.05058098355305863,0.5727665387176697,843,81.32416848712595,17.15904765192045,0.3036773428232503,64.1651208352055,0.1581020255063766,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,8,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5332,10389,10406,10389,17,91,613,0.29261719125998653,-12.980831124227278,-0.0469526561193749,3040.0,-487.79114442418586,7.019168875772722,-157.23420298597398,298.0,58.0,0.9355913722689663,0.028684185195880257,0.2553137482138236,0.3332335246467341,-44.755931590601286,25.96226253446728,-0.20023282798383743,0.14105492905380007,1638,-10.843968770561487,10.94068780901456,0.29975579975579975,-21.784656579576048,0.15766676292232168,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,8,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5332,10389,2,2,0,1,2,1.0,829.5130650130525,1.6740995397978495,2.0,3.348199079595699,849.5130650130525,829.5130650130525,0.0,0.0,,0.0,,,,,,,0,,,,,0.0,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,12,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,3727,7669,11404,11396,8,195,634,0.28588978588978586,-21.00434338437611,-0.08561922119080441,3258.0,-975.7166446904071,-1.004343384376101,-150.147546413618,305.0,78.0,0.8850380548604592,0.026763776763776764,0.2654433254137357,0.3066825184519102,-38.98448386104941,-2.586958969317874,-0.1731035241949152,0.007213904457458142,1768,-8.645115046183223,-17.148156100833738,0.2754524886877828,8.503041054650513,0.15514215514215515,638,638,True,"same-clock matched random, entry-week block inference",188.0,0.26807319268073193,-17.953185225317945,36.28920475643659,9.999000099990002e-05,1.0
15,v9_both,baseline,4h,12,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,3727,7669,3727,3727,0,105,323,0.3029246042393346,-8.12935160310489,-0.011844843250117794,1129.0,-44.14573079318902,11.870648396895122,-141.302404766974,130.0,30.0,0.983774028911263,0.0348806010195868,0.27013566281409385,0.3356269451796927,-41.03391130848434,27.660751868700647,-0.18034850008080144,0.15616719360696585,592,-6.877041515546445,-42.0456705699934,0.24155405405405406,35.16862905444694,0.15884089079688757,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,12,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,3727,7669,7674,7669,5,91,607,0.27761116182031553,-27.261364426076177,-0.1214722798144762,2129.0,-931.5709138972179,-7.261364426076173,-153.391646621474,175.0,48.0,0.8384545384122196,0.02281914200026079,0.2513329211575213,0.30402709957802726,-47.83310297347943,-5.528407514182054,-0.2226684341221721,-0.016998009901062937,1176,-9.535165667047993,-4.6147134428894185,0.2925170068027211,-4.920452224158574,0.15334463424175251,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,12,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,3727,7669,3,0,3,0,0,,,,,,,,,,,,,,,,,,0,,,,,,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,16,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,4190,8880,13090,13071,19,195,633,0.2966108178410221,-8.907807562625893,-0.014800394041209886,3877.0,-193.45595051265443,11.092192437374116,-143.529411764704,389.0,115.0,0.9799057402331114,0.029760538596893888,0.27230833004565047,0.32268233332576074,-33.410547898536024,20.883299799132757,-0.14391182486151277,0.13760635196986817,2056,-0.5378008702665515,-0.183561857423498,0.2811284046692607,-0.35423901284304826,0.1572947746920664,638,638,True,"same-clock matched random, entry-week block inference",188.0,0.49745025497450257,-38.35855748059319,41.84461707824312,9.999000099990002e-05,1.0
15,v9_both,baseline,4h,16,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,4190,8880,4190,4190,0,105,329,0.2883054892601432,-17.14211378998347,-0.06476396095975809,1208.0,-271.3609964213864,2.8578862100165403,-141.8664486027825,119.0,27.0,0.9133010006609376,0.028400954653937948,0.25285997361086693,0.32761052305544247,-47.99573451276871,17.313535129538828,-0.2219409767513759,0.10245998491337295,641,-9.030117040116465,19.22971600407684,0.3042121684867395,-28.259833044193307,0.15298329355608592,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,16,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,4190,8880,8898,8880,18,91,609,0.30045045045045043,-5.114709532458997,0.008596789755900586,2668.0,76.3394930323972,14.885290467541012,-144.470101129851,270.0,88.0,1.0117490511083356,0.030405405405405407,0.2681511343396362,0.33511095178310596,-37.61920020426176,35.68167256197808,-0.16635490703857084,0.21805949668153418,1414,3.424081737815173,-9.253114753876655,0.27015558698727016,12.67719649169182,0.15923423423423425,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,16,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,4190,8880,2,1,1,1,1,1.0,810.1247771835999,1.565552876334826,1.0,1.565552876334826,830.1247771836,810.1247771835999,0.0,0.0,,0.0,,,,,,,0,,,,,0.0,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,20,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5720,10639,16372,16365,7,195,634,0.29208677054689886,-7.815757097598203,-0.030586280853076707,4780.0,-500.5444861606003,12.184242902401808,-154.531590413943,483.0,128.0,0.9575449409753587,0.029514207149404215,0.26762629754731704,0.31778840101871136,-34.730771717157666,19.23413617331496,-0.15083886628644222,0.09871047643670948,2441,-18.46377672640449,4.465154866718698,0.3076607947562474,-22.92893159312318,0.1491597922395356,638,638,True,"same-clock matched random, entry-week block inference",195.0,0.9643035696430357,-46.47212104503896,0.6988104784891954,9.999000099990002e-05,1.0
15,v9_both,baseline,4h,20,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5720,10639,5720,5720,0,105,334,0.27674825174825174,-36.00171783973484,-0.15925906917061072,1583.0,-910.9618756558933,-16.00171783973483,-155.77826189759202,123.0,26.0,0.7833592370135345,0.021503496503496502,0.23851382960689335,0.3157174198621394,-74.74709080076299,3.7351801887715776,-0.31052823052859296,0.0009865589153460579,852,-45.582752185175025,-10.581749146048947,0.28169014084507044,-35.001003039126076,0.14895104895104896,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,20,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5720,10639,10646,10639,7,91,610,0.30002819813892284,7.162396504881802,0.03809529024347437,3192.0,405.2957929003238,27.16239650488181,-154.163208852005,360.0,102.0,1.0534341700205154,0.03383776670739731,0.2711821259369475,0.331533211253954,-27.235236134778685,42.932016272434346,-0.12660950011061678,0.21294737163498675,1586,-3.665100519909236,12.0975905043534,0.3203026481715006,-15.76269102426264,0.14907416110536706,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,4h,20,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5720,10639,6,6,0,1,6,0.8333333333333334,304.03745427520056,0.8535994324948497,5.0,5.121596594969098,324.0374542752005,184.234931009803,0.0,0.0,59.88469202608479,0.0,,,,,,,0,,,,,0.0,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,0,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1140,2799,3941,3939,2,194,614,0.3371414064483371,-8.982400448925354,-0.026571238777040967,1328.0,-104.66410954276436,11.017599551074657,-147.569099929127,72.0,14.0,0.9590004392951762,0.01827875095201828,0.2840995299494976,0.3885434554661783,-44.19163135708001,28.476926605908158,-0.15244503839192405,0.09484762682527437,185,-39.87263137612094,-67.54394616519296,0.2810810810810811,27.671314789072028,0.046966235085046965,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,0,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1140,2799,1140,1140,0,103,289,0.28157894736842104,-32.005453863524814,-0.06356965839751968,321.0,-72.46941057317244,-12.005453863524806,-146.81097674810349,27.0,6.0,0.9107758287358245,0.02368421052631579,0.23427137845598112,0.3333492366412213,-74.66844795911173,14.755209941578295,-0.26374209134934784,0.16862041901142527,56,-31.1740178932346,-50.13978838732731,0.25,18.965770494092705,0.04912280701754386,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,0,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1140,2799,2801,2799,2,91,585,0.3597713469096106,0.3946202344056148,-0.011502214708678788,1007.0,-32.194698969591926,20.39462023440563,-147.996749288905,45.0,8.0,0.9815036059338705,0.01607717041800643,0.2892015326861701,0.42749263595166165,-44.78148799247584,48.83906105118276,-0.167521097012266,0.13701541011288088,129,-43.64877366326539,-75.09923946411139,0.29457364341085274,31.450465800846008,0.04608788853161844,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,0,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1140,2799,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,1,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,990,2153,3149,3146,3,188,601,0.29910998092816277,-14.883487358549328,-0.030477700379222032,941.0,-95.88284539303251,5.1165126414506865,-165.12272552475054,88.0,18.0,0.9565268710314698,0.027972027972027972,0.25530427631578945,0.3451718686521015,-68.8211327365987,49.79863143437982,-0.23371639732489904,0.23166294510365218,146,-66.21249010650158,-32.19152356306679,0.2945205479452055,-34.02096654343479,0.046408137317228225,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,1,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,990,2153,990,990,0,98,285,0.31313131313131315,-16.568130208760458,-0.004901412345231533,310.0,-4.852398221779218,3.4318697912395515,-149.23169095876,30.0,7.0,0.9928092277017518,0.030303030303030304,0.24625440809589014,0.3824339562053099,-77.92595910187984,47.170482940197445,-0.26887998978977334,0.27561466241110766,49,27.513399090044146,-20.012042003977985,0.2857142857142857,47.525441094022106,0.049494949494949494,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,1,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,990,2153,2156,2153,3,91,571,0.29215048769159313,-14.096390510132869,-0.04205962137364849,629.0,-90.5543648174652,5.903609489867144,-174.634285172186,58.0,11.0,0.9408202694883245,0.02693915466790525,0.23372430910151193,0.35176250950422927,-87.25613235967027,77.60026986283565,-0.3066000696533108,0.32321929730902743,97,-113.5585578449628,-38.344045175389994,0.29896907216494845,-75.21451266957281,0.04505341384115188,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,1,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,990,2153,3,3,0,1,3,0.6666666666666666,-23.82451833575033,-0.15869411792935192,2.0,-0.47608235378805575,-3.824518335750337,7.593254982114,0.0,0.0,0.2042397469404635,0.0,,,,,,,0,,,,,0.0,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,2,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,852,1639,2511,2507,4,191,591,0.29238133226964497,-5.585161755707302,-0.09007797855223237,733.0,-225.82549223044657,14.414838244292701,-156.85239491691001,54.0,10.0,0.8741038681460251,0.02153968887116075,0.25326344220786223,0.33863218995948813,-55.417606305889265,60.11119989587463,-0.24637711454770075,0.0774315020066082,110,-12.29772656749228,-72.80226226462169,0.2727272727272727,60.50453569712942,0.043877143996808934,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,2,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,852,1639,852,852,0,101,277,0.3039906103286385,-16.552663797699733,-0.038170202867557484,259.0,-32.52101284315898,3.4473362023002707,-137.0064014880155,17.0,3.0,0.9449340906946233,0.01995305164319249,0.2264144392033543,0.40023800250004526,-90.3665021462917,61.2751080365017,-0.3377379675167731,0.2879391153512323,46,-48.543097943279065,-104.7896557840243,0.2608695652173913,56.246557840745226,0.0539906103286385,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,2,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,852,1639,1643,1639,4,91,548,0.28737034777303233,1.4618992726168802,-0.11278782487484378,471.0,-184.85924496986894,21.461899272616904,-164.825150123629,37.0,7.0,0.8449778118920847,0.022574740695546065,0.2460757485843322,0.3315917147693003,-63.07868355755497,92.55393123288249,-0.2769537935580118,0.08064759165235909,62,20.51752047956983,-40.13041036946189,0.2903225806451613,60.6479308490317,0.037827943868212324,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,2,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,852,1639,16,16,0,1,16,0.1875,-143.44899210856963,-0.5278271510886635,3.0,-8.445234417418616,-123.44899210856961,-173.96443972104652,0.0,0.0,0.21009676381708972,0.0,,,,,,,0,,,,,0.0,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,3,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,614,1392,2012,2010,2,190,576,0.3288557213930348,9.369268103215848,0.06211810632917501,661.0,124.85739372164177,29.369268103215862,-141.1048617264405,71.0,24.0,1.0904840991457259,0.035323383084577116,0.2789465674424023,0.37420565836628766,-40.283975581108876,69.61214753345989,-0.14791180923979064,0.31670550970157885,84,-36.36235188176471,-38.16340682380654,0.25,1.801054942041855,0.041791044776119404,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,3,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,614,1392,614,614,0,101,239,0.32084690553745926,8.26650461565184,0.05368590007556964,197.0,32.96314264639976,28.266504615651844,-131.43918021727,25.0,7.0,1.0743591955107628,0.04071661237785016,0.24168416741771104,0.4116819440146528,-64.63393300974565,91.971665696988,-0.2653824235631113,0.4616403799559805,24,-67.47336588538981,-82.08333817827187,0.20833333333333334,14.609972292882077,0.03908794788273615,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,3,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,614,1392,1394,1392,2,89,539,0.33261494252873564,10.095269537989074,0.06723497914479276,463.0,93.59109096955152,30.09526953798909,-147.2290666432085,46.0,17.0,1.1002331820176698,0.033045977011494254,0.2714841846480713,0.3870554077079181,-51.229958425346894,92.92311974030443,-0.18760825164112002,0.39038019298783355,59,-22.74070364007413,-24.23970977193419,0.2542372881355932,1.499006131860068,0.042385057471264365,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,3,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,614,1392,4,4,0,1,4,0.25,-74.00503585679076,-0.42420997357738205,1.0,-1.6968398943095282,-54.00503585679073,-142.283852987111,0.0,0.0,0.4051241628221822,0.0,,,,,,,0,,,,,0.0,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,4,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,607,1264,1876,1872,4,186,563,0.31143162393162394,-19.584347213438285,-0.08377646116364257,583.0,-156.8295352983389,0.4156527865617274,-148.12750856822498,32.0,8.0,0.8803201958867866,0.017094017094017096,0.24069717942878197,0.39328111600741394,-77.33629497590135,39.45590146141565,-0.29799715235665664,0.1353196881125827,76,-19.364706242959542,-35.18837438469955,0.2894736842105263,15.823668141740015,0.0405982905982906,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,4,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,607,1264,607,607,0,97,256,0.385502471169687,56.01032148079801,0.16124194185146393,234.0,97.87385870383861,76.01032148079803,-113.749999999999,13.0,3.0,1.254219713362949,0.0214168039538715,0.23844265852286425,0.5396642348973806,-40.51958405642683,153.5563003338833,-0.21561138066483876,0.5433530576018626,22,148.54418360359873,34.230026182990215,0.2727272727272727,114.31415742060852,0.036243822075782535,360,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,4,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,607,1264,1268,1264,4,89,506,0.27531645569620256,-56.12816603004315,-0.20257094286388863,348.0,-256.04967177995525,-36.128166030043126,-167.5111384347295,19.0,5.0,0.7233128517999404,0.015031645569620253,0.21491278157130522,0.34311961206896546,-110.15642429657773,-0.7583331300014999,-0.39757637456305156,0.005532888582728603,54,-87.77203173600178,-63.46994498635094,0.2962962962962963,-24.302086749650847,0.04272151898734177,638,638,True,descriptive same-clock matched random,,,,,,
15,v9_both,baseline,1h,4,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,607,1264,1,1,0,1,1,1.0,285.83873957367797,1.3462777777777672,1.0,1.3462777777777672,305.838739573678,285.83873957367797,0.0,0.0,,0.0,,,,,,,0,,,,,0.0,360,638,True,descriptive same-clock matched random,,,,,,
