candidate_id,timeframe_min,arm,policy,kind,bucket,taken,closed,censored,weeks,symbols,win_rate,mean_net_bp,mean_net_r,wins,sum_net_r,mean_gross_bp,median_net_bp,ge5r,ge10r,pf_r,ge5r_rate,win_rate_low,win_rate_high,mean_net_bp_low,mean_net_bp_high,mean_net_r_low,mean_net_r_high,matched,paired_target_mean_net_bp,random_mean_net_bp,random_win_rate,mean_excess_bp,random_coverage,period_kind,period,selection_source,validated,analysis_start,old_window_start,analysis_end_exclusive,period_start_bjt,period_end_bjt,calendar_period_start_observed,calendar_period_end_observed,calendar_period_complete_in_analysis_window,cross_period_exit,period_end_known_closed,period_end_known_closed_rate,period_end_outcome_scope
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,16372,16365,7,195,634,0.29208677054689886,-7.815757097598203,-0.030586280853076707,4780.0,-500.5444861606003,12.184242902401808,-154.531590413943,483.0,128.0,0.9575449409753587,0.029514207149404215,0.26762629754731704,0.31778840101871136,-34.730771717157666,19.23413617331496,-0.15083886628644222,0.09871047643670948,2441,-18.46377672640449,4.465154866718698,0.3076607947562474,-22.928931593123185,0.1491597922395356,old_window_cut,all,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,,,,,,,,,
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,15081,15081,0,186,632,0.29295139579603474,-9.097796721799924,-0.037556771750328816,4418.0,-566.3936747667088,10.902203278200084,-156.743316025412,448.0,113.0,0.9477662633443334,0.02970625290100126,0.26889881789999365,0.31959279235392163,-36.76503896640815,20.991847694050232,-0.16632164448644293,0.09887856659494863,2228,-27.491275131017733,-2.142045808054882,0.30700179533213645,-25.34922932296286,0.14773556130230092,old_window_cut,earlier_history_mature,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,,,,,,,,,
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,1274,1267,7,10,470,0.2825572217837411,7.1377258689911764,0.05873981159413384,358.0,74.42334128976758,27.13772586899118,-133.049095607233,35.0,15.0,1.0796874360171627,0.027624309392265192,0.23138016321297386,0.33579284934783654,-56.18580073845074,83.93641698603074,-0.24396746234044475,0.47089653113388946,191,89.94674746608085,87.92110068645673,0.31413612565445026,2.0256467796240862,0.15074980268350435,old_window_cut,old_window,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,,,,,,,,,
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,17,17,0,1,17,0.23529411764705882,15.029928426955868,-0.5043619225681839,4.0,-8.574152683659127,35.02992842695589,-111.863517060367,0.0,0.0,0.3194186807395042,0.0,,,,,,,0,,,,,0.0,old_window_cut,crossing_old_window_cut,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,,,,,,,,,
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,1858,1858,0,52,212,0.2238966630785791,-70.71859793763552,-0.407388064014014,416.0,-756.927022938038,-50.7185979376355,-131.951244763881,21.0,3.0,0.49741365383956604,0.011302475780409042,0.18998773483522943,0.2560916550238902,-92.48827660007001,-48.560300556454884,-0.5247414902800316,-0.2879164665995824,260,-88.55506794539099,-30.961748013946217,0.23461538461538461,-57.59331993144476,0.13993541442411195,year,2023,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2023-01-01T00:00:00+08:00,2024-01-01T00:00:00+08:00,False,True,False,4.0,1854.0,0.9978471474703983,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,3868,3868,0,53,334,0.3029989658738366,-18.797943730482242,-0.03849877355814017,1172.0,-148.9132561228862,1.202056269517768,-175.5877675653755,102.0,23.0,0.9448258019683601,0.026370217166494313,0.2516049327537257,0.36133315724109805,-75.0276618068311,40.75202562084354,-0.2440671117977949,0.22037817882430077,595,-27.282204871891842,-0.3987916413750246,0.3058823529411765,-26.883413230516815,0.15382626680455017,year,2024,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2024-01-01T00:00:00+08:00,2025-01-01T00:00:00+08:00,True,True,True,10.0,3858.0,0.9974146845915202,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,5288,5288,0,53,560,0.3120272314674735,22.79788186279661,0.10959777702542874,1650.0,579.5530449104672,42.79788186279662,-165.652500387215,195.0,55.0,1.158693158472004,0.03687594553706505,0.2667453096565428,0.36523232862645966,-33.43708825052008,83.9179748170158,-0.13453295202696497,0.3853096315652898,788,27.38889065956996,17.23803293913072,0.33121827411167515,10.150857720439243,0.14901664145234494,year,2025,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2025-01-01T00:00:00+08:00,2026-01-01T00:00:00+08:00,True,True,True,32.0,5256.0,0.9939485627836612,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,5358,5351,7,39,562,0.28817043543262943,-8.289004461788634,-0.03256536199030901,1542.0,-174.2572520101435,11.710995538211373,-145.49019607843198,165.0,47.0,0.9556926511554119,0.03083535787703233,0.2537541389466415,0.3258496833879088,-40.393408514217796,30.33780967490714,-0.20964455188656012,0.18443303368680766,792,-33.21458607764922,8.226673967380263,0.31186868686868685,-41.44126004502948,0.1480097178097552,year,2026,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2026-01-01T00:00:00+08:00,2027-01-01T00:00:00+08:00,True,False,False,0.0,5351.0,0.9986935423665547,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,103,103,0,4,76,0.1262135922330097,-172.12327247165177,-0.7732284693315794,13.0,-79.64253234115267,-152.12327247165175,-190.003397551246,0.0,0.0,0.1859626193227652,0.0,0.028037383177570093,0.21739130434782608,-207.15970214520868,-128.7085661370268,-1.0242730522654055,-0.5296261126506813,12,-166.43900943885302,-193.32728672012044,0.0,26.88827728126742,0.11650485436893204,month,2023-01,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2023-01-01T00:00:00+08:00,2023-02-01T00:00:00+08:00,False,True,False,0.0,103.0,1.0,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,112,112,0,5,85,0.25892857142857145,-54.74261973618023,-0.3147105712230515,29.0,-35.24758397698177,-34.74261973618018,-184.0379613365455,1.0,0.0,0.5973783576580804,0.008928571428571428,0.0738255033557047,0.6266666666666667,-172.31429144519947,178.83310139240464,-0.8890674419539222,0.8833715366723076,10,42.5222702049966,-45.94218301898632,0.3,88.46445322398291,0.08928571428571429,month,2023-02,fixed pre-expansion clock observation,False,2023-01-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2023-02-01T00:00:00+08:00,2023-03-01T00:00:00+08:00,True,True,True,2.0,110.0,0.9821428571428571,eventual exits may occur after entry period; incomplete current period is right-censored
