symbol,first_source_utc,last_source_utc,source_gap_count,fixed_incumbent_before_analysis_start,coverage_rule
0GUSDT,2025-09-17 15:45:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000000BOBUSDT,2025-06-05 08:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000000MOGUSDT,2024-11-07 12:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000BONKUSDT,2023-11-22 14:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000CATUSDT,2024-10-21 12:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000CHEEMSUSDT,2024-11-25 11:45:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000FLOKIUSDT,2023-05-06 16:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000LUNCUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
1000PEPEUSDT,2023-05-05 16:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000RATSUSDT,2023-12-15 14:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000SATSUSDT,2023-12-12 14:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000SHIBUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
1000WHYUSDT,2024-11-25 11:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1000XECUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
1000XUSDT,2024-11-13 12:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
1INCHUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
1MBABYDOGEUSDT,2024-09-16 11:35:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
2ZUSDT,2025-10-02 12:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
42USDT,2025-10-27 10:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
4USDT,2025-10-08 11:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
A2ZUSDT,2025-07-30 08:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AAVEUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
ACEUSDT,2023-12-18 10:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ACHUSDT,2023-02-22 14:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ACTUSDT,2024-11-11 12:15:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ACUUSDT,2026-01-21 12:45:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ACXUSDT,2024-12-06 15:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ADAUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
AEROUSDT,2024-12-04 14:15:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AEVOUSDT,2024-03-13 13:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AGIXUSDT,2023-02-16 14:15:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AGLDUSDT,2023-07-29 02:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AGTUSDT,2025-05-20 10:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AI16ZUSDT,2025-01-02 13:45:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AIAUSDT,2026-01-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,1,False,span metadata only; does not prove every bar was present or ready
AIGENSYNUSDT,2026-04-29 14:15:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AINUSDT,2025-07-10 10:45:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AIOTUSDT,2025-04-30 12:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AIOUSDT,2025-08-13 11:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AIUSDT,2024-01-08 12:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AIXBTUSDT,2024-12-20 18:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AKEUSDT,2025-09-26 12:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AKTUSDT,2024-11-18 11:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ALCHUSDT,2025-01-07 11:45:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ALGOUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
ALICEUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
ALLOUSDT,2025-11-11 14:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ALLUSDT,2025-08-06 09:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ALPACAUSDT,2024-08-22 10:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ALPHAUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
ALPINEUSDT,2025-05-06 09:45:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ALTUSDT,2024-01-25 14:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AMBUSDT,2023-03-30 12:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ANIMEUSDT,2025-01-23 17:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ANKRUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
APEUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
API3USDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
APRUSDT,2025-10-23 10:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
APTUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
ARBUSDT,2023-03-23 15:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ARCUSDT,2025-01-17 13:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ARIAUSDT,2025-09-03 11:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ARKMUSDT,2023-07-28 02:45:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ARKUSDT,2023-09-19 16:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ARPAUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
ARUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
ASRUSDT,2025-05-06 09:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ASTERUSDT,2025-09-19 12:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ASTRUSDT,2023-02-14 02:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ATAUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
ATHUSDT,2025-04-02 15:45:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
ATOMUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
ATUSDT,2025-10-29 11:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AUCTIONUSDT,2023-12-15 13:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AUSDT,2025-05-28 08:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AVAAIUSDT,2025-01-17 13:15:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AVAUSDT,2024-12-13 13:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AVAXUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
AVNTUSDT,2025-09-09 15:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AWEUSDT,2025-05-21 08:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AXLUSDT,2024-03-01 15:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
AXSUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
AZTECUSDT,2026-02-11 04:25:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
B2USDT,2025-05-06 13:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
B3USDT,2025-02-13 11:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BABYUSDT,2025-04-05 13:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BADGERUSDT,2023-11-09 12:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BAKEUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
BALUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
BANANAS31USDT,2025-03-22 09:15:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BANANAUSDT,2024-08-15 02:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BANDUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
BANKUSDT,2025-04-18 18:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BANUSDT,2024-11-18 11:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BARDUSDT,2025-09-18 11:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BASEDUSDT,2026-03-30 10:00:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BASUSDT,2025-08-26 13:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BATUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
BBUSDT,2024-05-13 12:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
BCHUSDT,2022-11-01 00:00:00+00:00,2026-09-23 03:55:00+00:00,0,True,span metadata only; does not prove every bar was present or ready
BEAMXUSDT,2023-11-17 13:30:00+00:00,2026-09-23 03:55:00+00:00,0,False,span metadata only; does not prove every bar was present or ready
