epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,74.095,1.59701,12.352,1.74373,0.75027,0.86986,0.87323,0.6271,0.3509,9.78106,0.46724,0.000664234,0.000664234,0.000664234
2,124.466,1.26251,1.42229,1.53316,0.29309,0.66438,0.26556,0.17775,0.41491,10.6159,0.51014,0.00131992,0.00131992,0.00131992
3,172.895,1.14065,1.28043,1.43734,0.79892,0.78919,0.84058,0.59145,0.3536,2.42669,0.44565,0.00196461,0.00196461,0.00196461
4,220.814,1.12695,1.21725,1.39956,0.52077,0.70205,0.70215,0.46853,0.36423,70.8897,0.47107,0.0019505,0.0019505,0.0019505
5,268.584,1.00079,1.14331,1.29767,0.0003,0.00342,0.00072,0.00014,0.77089,9.03353,0.81387,0.001934,0.001934,0.001934
6,316.383,0.98671,1.06751,1.28957,0.68373,0.05479,0.0585,0.01136,0.76471,3.17388,0.78681,0.0019175,0.0019175,0.0019175
7,364.144,0.96076,0.98442,1.26869,0.81041,0.85274,0.90335,0.66881,0.32019,19.7445,0.40879,0.001901,0.001901,0.001901
8,412.707,0.89728,1.01352,1.20703,0.87287,0.88356,0.94719,0.71516,0.29794,3.28637,0.36317,0.0018845,0.0018845,0.0018845
9,461.625,0.88778,1.0448,1.19213,0.50208,0.70205,0.63367,0.36475,0.50927,18.7606,0.58612,0.001868,0.001868,0.001868
10,508.841,0.90713,0.94438,1.2017,0.31703,0.14467,0.06697,0.01513,1.12443,1.29547,1.75153,0.0018515,0.0018515,0.0018515
11,556.197,0.84147,0.91481,1.15,0.85788,0.95093,0.96058,0.78607,0.23609,1.68437,0.33464,0.001835,0.001835,0.001835
12,604.526,0.77952,0.84625,1.13422,0.85322,0.83612,0.91249,0.71211,0.27309,0.81818,0.35814,0.0018185,0.0018185,0.0018185
13,652.122,0.83845,0.93332,1.15234,0.82535,0.91781,0.93417,0.8031,0.19946,5.48434,0.32309,0.001802,0.001802,0.001802
14,700.949,0.79447,0.95446,1.11942,0.83707,0.79452,0.88523,0.67752,0.28815,1.33685,0.35392,0.0017855,0.0017855,0.0017855
15,748.633,0.85858,1.01877,1.1602,0.49098,0.86986,0.63094,0.4313,0.3797,39.717,0.46934,0.001769,0.001769,0.001769
16,795.966,0.75026,0.84555,1.10076,0.88763,0.84589,0.93178,0.59662,0.39559,0.65129,0.45809,0.0017525,0.0017525,0.0017525
17,843.499,0.76965,0.96861,1.11647,0.86375,0.90753,0.945,0.76278,0.26158,5.92329,0.33285,0.001736,0.001736,0.001736
18,891.229,0.74817,0.90096,1.08875,0.89581,0.94228,0.96412,0.77249,0.27159,5.17008,0.34738,0.0017195,0.0017195,0.0017195
19,938.953,0.74773,0.87106,1.10254,0,0,0,0,1.17643,9.96131,1.80476,0.001703,0.001703,0.001703
20,986.306,0.73576,0.89126,1.10069,0.89663,0.93151,0.95338,0.70144,0.33775,0.93183,0.38056,0.0016865,0.0016865,0.0016865
21,1034.16,0.70313,0.8536,1.04498,0.81099,0.80816,0.90698,0.73599,0.26504,10.9014,0.33738,0.00167,0.00167,0.00167
22,1081.89,0.71893,0.88213,1.05474,0.84104,0.96918,0.95976,0.81956,0.23008,2.37791,0.3165,0.0016535,0.0016535,0.0016535
23,1130.65,0.71029,0.82185,1.07067,0.86229,0.90068,0.9448,0.79371,0.23115,5.10092,0.32779,0.001637,0.001637,0.001637
24,1178.49,0.7075,0.82891,1.0522,0.59415,0.50637,0.49042,0.3717,0.33788,1.27353,0.46693,0.0016205,0.0016205,0.0016205
25,1225.73,0.64469,0.81978,1.01982,0.2887,0.7089,0.54707,0.38212,0.37812,1.16967,0.44065,0.001604,0.001604,0.001604
26,1273.56,0.67867,0.81302,1.04552,0.84739,0.87671,0.92919,0.72085,0.28383,1.89243,0.36171,0.0015875,0.0015875,0.0015875
27,1321.09,0.66972,0.88021,1.03193,0.82874,0.91145,0.92992,0.82351,0.16468,15.835,0.29949,0.001571,0.001571,0.001571
28,1369.23,0.66684,0.86454,1.0279,0.92986,0.86301,0.91434,0.73415,0.27227,0.65475,0.35016,0.0015545,0.0015545,0.0015545
29,1417.05,0.63817,0.80797,1.01718,0.90296,0.92123,0.96407,0.83459,0.19593,5.20208,0.29885,0.001538,0.001538,0.001538
30,1465.63,0.63134,0.8234,1.00726,0.91835,0.88593,0.9423,0.72711,0.28799,0.76054,0.36397,0.0015215,0.0015215,0.0015215
31,1512.45,0.66043,0.77698,1.02924,0.80519,0.84932,0.80738,0.55392,0.39815,0.67756,0.45654,0.001505,0.001505,0.001505
32,1560.09,0.60406,0.7535,1.00182,0.87026,0.96918,0.9592,0.83976,0.17891,2.99941,0.28802,0.0014885,0.0014885,0.0014885
33,1608.36,0.63769,0.81888,1.01083,0.89624,0.95205,0.96444,0.85327,0.16435,3.19455,0.28628,0.001472,0.001472,0.001472
34,1656.72,0.60797,0.76962,0.99227,0.91346,0.93151,0.96604,0.83658,0.20187,0.9114,0.30358,0.0014555,0.0014555,0.0014555
35,1704.55,0.62147,0.80928,0.99458,0.89212,0.93461,0.96686,0.84363,0.1804,4.93321,0.29003,0.001439,0.001439,0.001439
36,1752.06,0.65949,0.81424,1.02673,0.91938,0.93726,0.97102,0.82175,0.21062,1.84134,0.31605,0.0014225,0.0014225,0.0014225
37,1799.38,0.59913,0.72453,0.99284,0.83181,0.72603,0.77602,0.5644,0.35877,0.79114,0.44729,0.001406,0.001406,0.001406
38,1846.62,0.63684,0.84642,1.00539,0.9319,0.51548,0.70085,0.52102,0.35,0.77352,0.41248,0.0013895,0.0013895,0.0013895
39,1894.16,0.58329,0.7137,0.97467,0.90007,0.95627,0.96938,0.86388,0.16909,4.28616,0.28413,0.001373,0.001373,0.001373
40,1942.89,0.61618,0.77175,1.00219,0.85942,0.92808,0.95746,0.83772,0.18411,9.47141,0.29285,0.0013565,0.0013565,0.0013565
41,1990.36,0.59837,0.79158,0.98171,0.92003,0.90622,0.94839,0.83959,0.17122,0.96506,0.28858,0.00134,0.00134,0.00134
42,2037.82,0.60589,0.79779,0.97503,0.88636,0.96918,0.95661,0.84523,0.16712,3.02158,0.28008,0.0013235,0.0013235,0.0013235
43,2085.4,0.58481,0.73242,0.99105,0.91576,0.96918,0.96782,0.88288,0.14709,3.787,0.27541,0.001307,0.001307,0.001307
44,2133.92,0.60362,0.74943,0.9917,0.88675,0.96531,0.96619,0.8633,0.15415,4.35109,0.27796,0.0012905,0.0012905,0.0012905
45,2181.52,0.59375,0.81192,0.98422,0.8684,0.97945,0.96444,0.86145,0.1654,2.90434,0.28497,0.001274,0.001274,0.001274
46,2229.71,0.59132,0.73632,1.00609,0.90578,0.94863,0.96372,0.8445,0.18704,4.17184,0.29223,0.0012575,0.0012575,0.0012575
47,2278.76,0.59359,0.75834,0.9831,0.89698,0.95418,0.96059,0.81857,0.22645,2.41664,0.31211,0.001241,0.001241,0.001241
48,2326.07,0.58741,0.85062,0.98445,0.88634,0.95205,0.96601,0.8456,0.1818,3.3417,0.29026,0.0012245,0.0012245,0.0012245
49,2373.46,0.57051,0.72578,0.97515,0.62684,0.81114,0.80578,0.69698,0.18841,23.4041,0.31132,0.001208,0.001208,0.001208
50,2420.92,0.60609,0.76138,0.98622,0.71599,0.58219,0.5989,0.40676,0.43453,0.88347,0.50207,0.0011915,0.0011915,0.0011915
51,2468.2,0.57263,0.7378,0.9708,0.87248,0.96065,0.95585,0.87883,0.15002,4.63307,0.28423,0.001175,0.001175,0.001175
52,2515.31,0.56595,0.71122,0.97411,0.71538,0.63699,0.55316,0.21238,0.65653,1.13653,0.62141,0.0011585,0.0011585,0.0011585
53,2562.82,0.59119,0.75703,0.97874,0.92634,0.9589,0.96693,0.86017,0.15171,1.75562,0.27646,0.001142,0.001142,0.001142
54,2610.16,0.5656,0.68381,0.99025,0.92654,0.95024,0.96801,0.89416,0.15194,1.76051,0.28197,0.0011255,0.0011255,0.0011255
55,2658.92,0.57717,0.76358,0.96787,0.84137,0.92638,0.94527,0.8625,0.14349,15.1751,0.27003,0.001109,0.001109,0.001109
56,2706.16,0.53849,0.71998,0.94211,0.86743,0.97945,0.96239,0.8327,0.19896,8.46025,0.29019,0.0010925,0.0010925,0.0010925
57,2753.64,0.59271,0.7144,0.98498,0.92186,0.9589,0.9722,0.85932,0.17162,2.53614,0.28235,0.001076,0.001076,0.001076
58,2801.12,0.5688,0.67608,0.97708,0.91738,0.95062,0.96841,0.84418,0.17613,2.51334,0.28423,0.0010595,0.0010595,0.0010595
59,2848.28,0.56175,0.71511,0.96012,0.89487,0.64129,0.75394,0.55018,0.34614,0.89828,0.39299,0.001043,0.001043,0.001043
60,2895.72,0.57611,0.69619,0.97887,0.92048,0.95144,0.96176,0.86959,0.13255,2.17463,0.26812,0.0010265,0.0010265,0.0010265
61,2943.21,0.56871,0.74862,0.98013,0.91582,0.94178,0.96738,0.84602,0.17511,2.84713,0.28465,0.00101,0.00101,0.00101
62,2990.7,0.58391,0.73792,0.96801,0.91081,0.94431,0.96247,0.84808,0.18267,3.69766,0.28359,0.0009935,0.0009935,0.0009935
63,3037.75,0.55818,0.69183,0.95929,0.91968,0.94178,0.9642,0.82993,0.20276,2.90944,0.29179,0.000977,0.000977,0.000977
64,3084.66,0.56882,0.7354,0.97104,0.92602,0.94306,0.96434,0.8643,0.15757,3.02494,0.27542,0.0009605,0.0009605,0.0009605
65,3131.74,0.55513,0.72441,0.9561,0.87828,0.95205,0.95619,0.82771,0.19102,4.73301,0.28992,0.000944,0.000944,0.000944
66,3179.49,0.54797,0.74983,0.95052,0.73931,0.80822,0.86025,0.76854,0.15711,21.4201,0.28356,0.0009275,0.0009275,0.0009275
67,3226.6,0.56236,0.73375,0.97306,0.91399,0.94178,0.96228,0.82707,0.20915,2.24787,0.29708,0.000911,0.000911,0.000911
68,3274.07,0.53803,0.69601,0.94239,0.87779,0.93477,0.95923,0.85114,0.16416,2.79866,0.27905,0.0008945,0.0008945,0.0008945
69,3321.32,0.53117,0.66009,0.94514,0.88724,0.97008,0.95874,0.80583,0.21875,2.73128,0.3053,0.000878,0.000878,0.000878
70,3367.82,0.5236,0.67775,0.94153,0.40678,0.08219,0.06276,0.03969,0.70767,1.97254,0.67193,0.0008615,0.0008615,0.0008615
71,3415.33,0.54186,0.6961,0.949,0.89289,0.9589,0.96137,0.8842,0.14093,4.26232,0.2701,0.000845,0.000845,0.000845
72,3462.94,0.49495,0.63857,0.9279,0.90371,0.94178,0.9606,0.84125,0.17095,2.7896,0.27705,0.0008285,0.0008285,0.0008285
73,3510.47,0.52063,0.70129,0.94372,0.88077,0.9589,0.94989,0.89236,0.13823,4.61693,0.26706,0.000812,0.000812,0.000812
74,3557.96,0.52356,0.62453,0.93557,0.91348,0.94005,0.95859,0.86081,0.16185,3.23956,0.27547,0.0007955,0.0007955,0.0007955
75,3605.17,0.5171,0.6537,0.94537,0.88418,0.97945,0.95639,0.79327,0.23104,3.27136,0.30978,0.000779,0.000779,0.000779
76,3652.87,0.52454,0.67135,0.94039,0.66958,0.78421,0.79423,0.67198,0.21815,9.46257,0.31912,0.0007625,0.0007625,0.0007625
77,3700.55,0.52341,0.67554,0.94144,0.91227,0.95548,0.96017,0.89824,0.13521,3.03842,0.26806,0.000746,0.000746,0.000746
78,3749.14,0.50405,0.71246,0.92658,0.89734,0.95787,0.96286,0.84865,0.17226,2.72278,0.28264,0.0007295,0.0007295,0.0007295
79,3796.68,0.53232,0.71687,0.94473,0.79347,0.84932,0.9046,0.81609,0.16138,8.21639,0.27818,0.000713,0.000713,0.000713
80,3843.91,0.50657,0.62436,0.94252,0.87357,0.96575,0.95197,0.88174,0.13402,6.15541,0.2677,0.0006965,0.0006965,0.0006965
81,3891.08,0.48545,0.58147,0.93312,0.86831,0.97945,0.95866,0.84382,0.17298,3.19381,0.2837,0.00068,0.00068,0.00068
82,3938.39,0.52213,0.72034,0.94246,0.90931,0.92713,0.95297,0.88456,0.12825,4.8593,0.26588,0.0006635,0.0006635,0.0006635
83,3985.95,0.48525,0.63333,0.93126,0.87216,0.97603,0.94213,0.8974,0.1135,5.68155,0.26214,0.000647,0.000647,0.000647
84,4033.63,0.48719,0.59991,0.93853,0.84892,0.86597,0.9229,0.80655,0.17806,5.24721,0.28819,0.0006305,0.0006305,0.0006305
85,4081.05,0.53613,0.6934,0.9362,0.88914,0.96233,0.95218,0.83946,0.17284,2.62384,0.27855,0.000614,0.000614,0.000614
86,4128.54,0.48941,0.64432,0.92611,0.8806,0.96575,0.95039,0.85769,0.14404,4.55837,0.27054,0.0005975,0.0005975,0.0005975
87,4175.98,0.48817,0.64964,0.92512,0.88495,0.96233,0.94719,0.8777,0.13574,3.6449,0.26631,0.000581,0.000581,0.000581
88,4223.37,0.48564,0.65362,0.91158,0.88017,0.95591,0.95426,0.8876,0.12626,3.76644,0.26373,0.0005645,0.0005645,0.0005645
89,4270.72,0.48644,0.61743,0.91069,0.84669,0.94567,0.93616,0.86193,0.13222,6.60396,0.26678,0.000548,0.000548,0.000548
90,4318.27,0.47926,0.5834,0.91738,0.86917,0.97837,0.95685,0.86463,0.15214,4.02697,0.27252,0.0005315,0.0005315,0.0005315
91,4365.35,0.47153,0.57508,0.92262,0.87158,0.95294,0.94851,0.83653,0.16768,3.24472,0.28033,0.000515,0.000515,0.000515
92,4412.81,0.49011,0.58638,0.94121,0.86288,0.9726,0.93846,0.86688,0.13141,4.74645,0.26725,0.0004985,0.0004985,0.0004985
93,4460.98,0.46389,0.59447,0.91208,0.86316,0.97945,0.94784,0.86009,0.14209,3.04169,0.26948,0.000482,0.000482,0.000482
