asset,closed,wins,total_r,positive_r,negative_r,win_rate,mean_r,pf_r,score_known,arm,selection_mode,win_le_10pct,mean_lt_neg036,pf_lt_05
ACE,119,27,-26.341824905496363,62.46795778819833,88.8097826936947,0.226890756302521,-0.22135987315543162,0.7033905037652279,True,v8,full_history_posthoc,False,False,False
ACH,321,91,-15.51590922598408,215.99093730022764,231.50684652621172,0.2834890965732087,-0.048336165813034515,0.932978616145474,True,v8,full_history_posthoc,False,False,False
ACT,234,83,42.928843216697956,190.0850817780845,147.15623856138652,0.3547008547008547,0.18345659494315367,1.2917228901497786,True,v8,full_history_posthoc,False,False,False
ACU,100,33,5.504975291982682,67.87519846700894,62.37022317502626,0.33,0.055049752919826826,1.0882628762852806,True,v8,full_history_posthoc,False,False,False
ACX,106,28,1.6840417850912894,78.03566878535013,76.35162700025883,0.2641509433962264,0.01588718665180462,1.022056396847779,True,v8,full_history_posthoc,False,False,False
ADA,311,112,83.44437489808308,275.4761687422354,192.03179384415236,0.36012861736334406,0.26830988713209997,1.434534163471931,True,v8,full_history_posthoc,False,False,False
ADBE,13,8,3.8440804109869386,9.313839289364557,5.469758878377618,0.6153846153846154,0.2956984931528414,1.7027879101184673,True,v8,full_history_posthoc,False,False,False
AEHR,3,0,-2.479595268574055,0.0,2.479595268574055,0.0,-0.8265317561913518,0.0,True,v8,full_history_posthoc,True,True,True
AEON,9,8,11.563727444120348,12.587092788587988,1.0233653444676412,0.8888888888888888,1.2848586049022608,12.299705922849913,True,v8,full_history_posthoc,False,False,False
AERO,187,49,-43.089499728330416,91.85827030348977,134.9477700318202,0.2620320855614973,-0.23042513223706104,0.6806949850436945,True,v8,full_history_posthoc,False,False,False
AEVO,334,83,-0.48065833620171994,249.4644390710399,249.9450974072416,0.24850299401197604,-0.0014390968149752094,0.9980769443322244,True,v8,full_history_posthoc,False,False,False
AGLD,268,82,-40.70670087378564,137.75914412858774,178.46584500237336,0.30597014925373134,-0.15189067490218525,0.7719076113793971,True,v8,full_history_posthoc,False,False,False
AGT,83,16,-40.67274861036279,21.30561035690492,61.97835896726771,0.1927710843373494,-0.49003311578750347,0.3437588653832693,True,v8,full_history_posthoc,False,True,True
AI,138,45,54.67386785054622,142.8551479604327,88.18128010988649,0.32608695652173914,0.39618744819236396,1.6200167176345677,True,v8,full_history_posthoc,False,False,False
AI16Z,46,15,2.8443913494500492,32.24472532399327,29.40033397454322,0.32608695652173914,0.06183459455326194,1.0967469060696018,True,v8,full_history_posthoc,False,False,False
AIA,41,9,-15.43119261612671,15.703433247361739,31.13462586348845,0.21951219512195122,-0.3763705516128466,0.5043719913710973,True,v8,full_history_posthoc,False,True,False
AIGENSYN,60,18,7.961111503561158,45.44163626891354,37.48052476535238,0.3,0.1326851917260193,1.212406617927627,True,v8,full_history_posthoc,False,False,False
AIN,69,19,8.496913129059392,56.267913125687905,47.77099999662852,0.2753623188405797,0.12314366853709263,1.1778676002105684,True,v8,full_history_posthoc,False,False,False
AIO,79,28,19.16853034905763,67.42622581722168,48.257695468164044,0.35443037974683544,0.24263962467161557,1.3972118884479938,True,v8,full_history_posthoc,False,False,False
AIOT,70,28,78.43688703756568,120.64565452575359,42.2087674881879,0.4,1.1205269576795098,2.8583079228626183,True,v8,full_history_posthoc,False,False,False
AIXBT,247,68,-57.084516850217526,118.48132427732114,175.56584112753868,0.27530364372469635,-0.2311114042518928,0.6748540804771421,True,v8,full_history_posthoc,False,False,False
AKE,57,20,14.895261144713562,51.322948809453,36.42768766473944,0.3508771929824561,0.261320370959887,1.4088994415951246,True,v8,full_history_posthoc,False,False,False
AKT,133,34,-14.517630064115954,81.99632117566841,96.51395123978436,0.2556390977443609,-0.10915511326402973,0.8495799842652014,True,v8,full_history_posthoc,False,False,False
ALAB,11,4,8.76153085714147,15.024694444567219,6.263163587425751,0.36363636363636365,0.7965028051946791,2.3988986132713452,True,v8,full_history_posthoc,False,False,False
ALCH,101,24,-17.040198174822176,54.481946207691685,71.52214438251386,0.2376237623762376,-0.16871483341408094,0.7617493390062804,True,v8,full_history_posthoc,False,False,False
ALGO,286,100,108.35542891658393,290.7706509197623,182.4152220031784,0.34965034965034963,0.3788651360719718,1.5940043145889213,True,v8,full_history_posthoc,False,False,False
ALICE,129,34,-29.986119916992394,63.451741716700084,93.43786163369248,0.26356589147286824,-0.2324505419921891,0.6790795573367467,True,v8,full_history_posthoc,False,False,False
ALL,75,16,-37.74573065174657,23.457860687301785,61.20359133904836,0.21333333333333335,-0.5032764086899543,0.38327588584389966,True,v8,full_history_posthoc,False,True,True
ALLO,111,32,-26.30468251086889,46.87965696031517,73.18433947118406,0.2882882882882883,-0.23697912171953955,0.6405695166350962,True,v8,full_history_posthoc,False,False,False
ALPACA,38,6,-7.765066126135822,24.579799500491585,32.34486562662741,0.15789473684210525,-0.20434384542462689,0.7599289415583983,True,v8,full_history_posthoc,False,False,False
ALPHA,59,18,-2.556316180852729,36.65865846199237,39.21497464284509,0.3050847457627119,-0.04332739289580897,0.9348127544609,True,v8,full_history_posthoc,False,False,False
ALPINE,78,27,31.330818022197256,84.21327214763254,52.88245412543528,0.34615384615384615,0.40167715413073407,1.5924614986264003,True,v8,full_history_posthoc,False,False,False
ALT,150,48,-9.165968501797833,93.36841561096614,102.53438411276397,0.32,-0.06110645667865222,0.9106059047302864,True,v8,full_history_posthoc,False,False,False
AMAT,21,4,-13.84391721225627,4.412983230456608,18.25690044271288,0.19047619047619047,-0.6592341529645843,0.2417159059558777,True,v8,full_history_posthoc,False,True,True
AMB,25,11,6.376806139805636,21.22839663044821,14.851590490642574,0.44,0.2550722455922254,1.4293685678866126,True,v8,full_history_posthoc,False,False,False
AMD,26,5,-15.640686369390494,6.4730526754831965,22.11373904487369,0.19230769230769232,-0.6015648603611728,0.29271633631689037,True,v8,full_history_posthoc,False,True,True
AMZN,22,8,7.225543183652564,25.216663848306116,17.99112066465355,0.36363636363636365,0.32843378107511656,1.4016171820718377,True,v8,full_history_posthoc,False,False,False
ANIME,244,61,-44.381165286272626,136.2231465009769,180.60431178724951,0.25,-0.18189002166505175,0.7542629805065048,True,v8,full_history_posthoc,False,False,False
ANKR,161,48,3.4791361301991977,115.15357424116677,111.67443811096757,0.2981366459627329,0.021609541181361477,1.03115427477452,True,v8,full_history_posthoc,False,False,False
APE,304,86,-65.32189843617715,149.88412206058368,215.20602049676083,0.28289473684210525,-0.21487466590847748,0.6964680714536035,True,v8,full_history_posthoc,False,False,False
API3,242,74,-20.984427619801696,137.97972878509,158.9641564048917,0.30578512396694213,-0.08671251082562685,0.8679927092095338,True,v8,full_history_posthoc,False,False,False
APLD,10,4,-2.9842959052973868,3.4314676026584725,6.415763507955859,0.4,-0.29842959052973866,0.5348494529767636,True,v8,full_history_posthoc,False,False,False
APP,6,3,1.4992611541322274,5.354458145231236,3.8551969910990094,0.5,0.2498768590220379,1.3888935267364455,True,v8,full_history_posthoc,False,False,False
APR,90,32,16.170858610892004,75.22578143077395,59.054922819881945,0.35555555555555557,0.17967620678768895,1.2738274446689783,True,v8,full_history_posthoc,False,False,False
APT,277,83,-10.909592848870547,174.58928765062322,185.49888049949377,0.2996389891696751,-0.03938481172877454,0.9411878237782663,True,v8,full_history_posthoc,False,False,False
AR,299,97,-5.92510625690062,189.5100685191441,195.43517477604473,0.32441471571906355,-0.01981640888595525,0.969682498231496,True,v8,full_history_posthoc,False,False,False
ARB,349,107,81.92768580024337,314.5739013948983,232.64621559465493,0.30659025787965616,0.2347498160465426,1.3521556780574844,True,v8,full_history_posthoc,False,False,False
ARC,131,28,-29.296251844507317,73.4358547884275,102.73210663293482,0.21374045801526717,-0.22363551026341463,0.7148286664734349,True,v8,full_history_posthoc,False,False,False
ARIA,68,23,30.965320557849754,73.89830704545007,42.93298648760032,0.3382352941176471,0.4553723611448493,1.7212477652071325,True,v8,full_history_posthoc,False,False,False
ARK,153,48,1.1178445588652492,105.35918643022785,104.24134187136261,0.3137254901960784,0.00730617358735457,1.0107236201951881,True,v8,full_history_posthoc,False,False,False
ARKM,258,54,-74.601695112283,123.80582711254186,198.40752222482485,0.20930232558139536,-0.2891538570243527,0.6239976474896536,True,v8,full_history_posthoc,False,False,False
ARM,17,5,-0.7339000661444826,13.860718759312185,14.594618825456669,0.29411764705882354,-0.04317059212614603,0.9497143382145494,True,v8,full_history_posthoc,False,False,False
ARPA,134,33,-10.022705252433273,92.43328497306823,102.4559902255015,0.2462686567164179,-0.07479630785397964,0.9021755074508215,True,v8,full_history_posthoc,False,False,False
ARX,25,7,-10.40205809464954,8.997256660612953,19.399314755262495,0.28,-0.4160823237859816,0.46379249855576715,True,v8,full_history_posthoc,False,True,True
ASML,16,3,-12.920136835336754,3.004942967952228,15.925079803288982,0.1875,-0.8075085522085471,0.18869249040319544,True,v8,full_history_posthoc,False,True,True
ASR,84,17,-43.25602018680938,27.529609738856667,70.78562992566604,0.20238095238095238,-0.5149526212715403,0.3889152327635747,True,v8,full_history_posthoc,False,True,True
ASTER,142,32,-4.816549630054849,108.1100905701785,112.92664020023335,0.22535211267605634,-0.03391936359193556,0.9573479772220754,True,v8,full_history_posthoc,False,False,False
ASTR,164,49,-18.377329002052775,99.15074008545723,117.52806908751,0.29878048780487804,-0.11205688415885838,0.8436345534753129,True,v8,full_history_posthoc,False,False,False
ASTS,16,7,6.954027225477669,15.745814279813699,8.79178705433603,0.4375,0.43462670159235434,1.7909685690178319,True,v8,full_history_posthoc,False,False,False
AT,136,36,-13.85302581987763,79.18454170676692,93.03756752664455,0.2647058823529412,-0.10186048396968846,0.851102880393876,True,v8,full_history_posthoc,False,False,False
ATA,108,37,18.360346575626483,88.02829885510947,69.66795227948298,0.3425925925925926,0.17000320903357855,1.2635407813045993,True,v8,full_history_posthoc,False,False,False
ATH,246,58,-14.134178598720192,162.51092698401638,176.6451055827366,0.23577235772357724,-0.05745601056390322,0.9199854501935233,True,v8,full_history_posthoc,False,False,False
ATOM,270,90,32.015550398250085,205.27270575512463,173.25715535687453,0.3333333333333333,0.11857611258611142,1.1847863098773876,True,v8,full_history_posthoc,False,False,False
AUCTION,287,72,-67.00221922785065,153.51509189949087,220.51731112734151,0.2508710801393728,-0.23345720985313814,0.6961589143032899,True,v8,full_history_posthoc,False,False,False
AVA,125,36,-1.8383958253013892,85.9915360545984,87.82993187989979,0.288,-0.014707166602411113,0.9790686866543943,True,v8,full_history_posthoc,False,False,False
AVAAI,105,39,12.309462307976922,74.54133018619113,62.2318678782142,0.37142857142857144,0.11723297436168498,1.1977999813868059,True,v8,full_history_posthoc,False,False,False
AVAX,303,67,-107.23714781954868,132.2608852871889,239.49803310673758,0.22112211221122113,-0.3539179796024709,0.5522420521434676,True,v8,full_history_posthoc,False,False,False
AVGO,18,5,-4.745803461387093,9.85985522371518,14.605658685102272,0.2777777777777778,-0.26365574785483853,0.6750709047974811,True,v8,full_history_posthoc,False,False,False
AVNT,147,57,1.0205799755159501,89.39905082157036,88.3784708460544,0.3877551020408163,0.006942720921877212,1.0115478347356077,True,v8,full_history_posthoc,False,False,False
AWE,90,20,-41.590865402340484,30.642021361648943,72.23288676398943,0.2222222222222222,-0.462120726692672,0.4242115016359147,True,v8,full_history_posthoc,False,True,True
AXL,124,37,2.838452558315014,88.68012137989574,85.84166882158073,0.29838709677419356,0.022890746438024308,1.0330661390590465,True,v8,full_history_posthoc,False,False,False
AXS,321,101,19.39564884071269,234.70665998668187,215.31101114596916,0.3146417445482866,0.06042258205829498,1.0900820108432054,True,v8,full_history_posthoc,False,False,False
AXTI,7,4,4.428115625709603,7.348283765751459,2.920168140041856,0.5714285714285714,0.6325879465299433,2.5163906368919333,True,v8,full_history_posthoc,False,False,False
AZTEC,84,24,-11.719569544871195,49.15012450474511,60.86969404961631,0.2857142857142857,-0.13951868505799042,0.8074646221267631,True,v8,full_history_posthoc,False,False,False
B,82,23,-17.63677252945821,42.49405853968673,60.130831069144946,0.2804878048780488,-0.2150825918226611,0.706693351549099,True,v8,full_history_posthoc,False,False,False
B2,91,22,-10.468187199217732,57.45976543481447,67.9279526340322,0.24175824175824176,-0.11503502416722783,0.845892790916046,True,v8,full_history_posthoc,False,False,False
B3,83,24,3.2114839569290545,59.02683761561573,55.81535365868668,0.2891566265060241,0.03869257779432596,1.0575376441501636,True,v8,full_history_posthoc,False,False,False
BABY,209,63,-3.1811667800152827,136.85461638193635,140.03578316195166,0.3014354066985646,-0.01522089368428365,0.9772831864243136,True,v8,full_history_posthoc,False,False,False
BADGER,34,12,2.4207740494291947,25.802075854340035,23.38130180491084,0.35294117647058826,0.07119923674791749,1.1035346136681214,True,v8,full_history_posthoc,False,False,False
BAKE,75,21,-8.099453005691696,41.60491190605515,49.70436491174685,0.28,-0.10799270674255596,0.8370474500564935,True,v8,full_history_posthoc,False,False,False
BAL,33,12,0.4832003992389722,22.4851804150641,22.001980015825126,0.36363636363636365,0.014642436340574914,1.02196167794405,True,v8,full_history_posthoc,False,False,False
BAN,151,31,-25.295787386913595,93.24931370357393,118.54510109048752,0.2052980132450331,-0.16752177077426222,0.7866146542183563,True,v8,full_history_posthoc,False,False,False
BANANA,146,54,24.435479797845346,114.69923958848226,90.26375979063691,0.3698630136986301,0.1673662999852421,1.2707119651842826,True,v8,full_history_posthoc,False,False,False
BANANAS31,97,27,-0.2005359492880583,68.31162786812777,68.51216381741584,0.27835051546391754,-0.002067380920495446,0.9970729876548273,True,v8,full_history_posthoc,False,False,False
BAND,281,92,-16.187522956772973,174.12856945888745,190.31609241566042,0.3274021352313167,-0.057606843262537274,0.914944013660082,True,v8,full_history_posthoc,False,False,False
BANK,88,30,26.11131542606865,81.20384250857295,55.092527082504304,0.3409090909090909,0.2967194934780528,1.473953851980059,True,v8,full_history_posthoc,False,False,False
BARD,105,23,-55.5719539423817,30.026072271815906,85.5980262141976,0.21904761904761905,-0.5292567042131591,0.3507799607046975,True,v8,full_history_posthoc,False,True,True
BAS,65,21,-2.221383055401084,41.45740549397657,43.67878854937766,0.3230769230769231,-0.034175123929247445,0.9491427503102594,True,v8,full_history_posthoc,False,False,False
BASED,80,27,-18.895194290805343,30.654842386353312,49.55003667715865,0.3375,-0.23618992863506677,0.618664373269464,True,v8,full_history_posthoc,False,False,False
BAT,238,74,20.10339152583421,180.51759449596645,160.41420297013224,0.31092436974789917,0.08446803162115214,1.1253217679832084,True,v8,full_history_posthoc,False,False,False
BB,161,55,16.491465132765676,120.95215553398754,104.46069040122185,0.3416149068322981,0.10243146045196072,1.1578724500998778,True,v8,full_history_posthoc,False,False,False
BCH,359,97,-28.328806752743446,237.41370295980946,265.7425097125529,0.27019498607242337,-0.07891032521655555,0.8933975343900153,True,v8,full_history_posthoc,False,False,False
BE,10,4,6.14614847344395,13.14670671062516,7.0005582371812105,0.4,0.614614847344395,1.8779511954919055,True,v8,full_history_posthoc,False,False,False
BEAMX,146,43,-17.303129240873965,82.76477949917391,100.06790874004787,0.2945205479452055,-0.1185145838416025,0.8270861312209163,True,v8,full_history_posthoc,False,False,False
BEAT,90,33,123.86746856097342,175.46487996362055,51.59741140264714,0.36666666666666664,1.376305206233038,3.4006527690770656,True,v8,full_history_posthoc,False,False,False
BEL,153,44,-36.10080976060712,69.9834979276004,106.08430768820752,0.2875816993464052,-0.23595300497128838,0.6596969849045813,True,v8,full_history_posthoc,False,False,False
BERA,218,80,75.67422889980499,211.42803492516836,135.75380602536336,0.3669724770642202,0.34712949036607793,1.557437254360784,True,v8,full_history_posthoc,False,False,False
BICO,269,90,4.379904840549305,177.1508604354969,172.7709555949476,0.3345724907063197,0.016282174128436078,1.0253509325422598,True,v8,full_history_posthoc,False,False,False
BID,48,10,1.1217466151238273,38.47452096719893,37.352774352075095,0.20833333333333334,0.02336972114841307,1.0300311458675229,True,v8,full_history_posthoc,False,False,False
BIGTIME,310,88,-38.128884029351696,181.0289033148242,219.1577873441759,0.2838709677419355,-0.12299640009468289,0.8260208569751972,True,v8,full_history_posthoc,False,False,False
BILL,59,27,26.79825383914097,59.153505310659746,32.35525147151877,0.4576271186440678,0.45420769218883,1.8282505194784398,True,v8,full_history_posthoc,False,False,False
BIO,219,51,22.42373995486499,191.07833415585665,168.65459420099165,0.2328767123287671,0.10239150664321912,1.1329565913166992,True,v8,full_history_posthoc,False,False,False
BIRB,47,20,3.6433143795230865,28.836911944762434,25.193597565239347,0.425531914893617,0.07751732722389545,1.1446127084505755,True,v8,full_history_posthoc,False,False,False
BLEND,33,5,-18.723686332668905,9.202519609335774,27.926205942004678,0.15151515151515152,-0.5673844343233001,0.32952989133027827,True,v8,full_history_posthoc,False,True,True
BLESS,72,24,46.05021843279606,91.55485251935241,45.504634086556344,0.3333333333333333,0.6395863671221674,2.0119896436306233,True,v8,full_history_posthoc,False,False,False
BLUAI,66,15,-18.38349636064374,33.34564471500024,51.72914107564398,0.22727272727272727,-0.2785378236461173,0.6446201120223243,True,v8,full_history_posthoc,False,False,False
BLUR,283,83,19.73360496042227,215.2626874388375,195.52908247841523,0.29328621908127206,0.06973005286368293,1.100924142384807,True,v8,full_history_posthoc,False,False,False
BLZ,13,6,5.502187705224529,11.825704359964096,6.323516654739566,0.46153846153846156,0.4232452080941945,1.8701151599087766,True,v8,full_history_posthoc,False,False,False
BMNR,23,7,-9.360731945281925,6.640084601923823,16.000816547205748,0.30434782608695654,-0.4069883454470402,0.41498410923806217,True,v8,full_history_posthoc,False,True,True
BMT,84,22,8.52274331853344,66.68135511798407,58.15861179945063,0.2619047619047619,0.10146122998254095,1.146543100924117,True,v8,full_history_posthoc,False,False,False
BNB,368,123,-25.205154571208762,236.19951452092366,261.4046690921324,0.3342391304347826,-0.06849226785654555,0.9035780246055011,True,v8,full_history_posthoc,False,False,False
BNT,149,45,-17.54529289132895,87.39247328388385,104.93776617521279,0.30201342281879195,-0.1177536435659661,0.8328028742099021,True,v8,full_history_posthoc,False,False,False
BNX,34,10,11.24410005763871,35.21034438624896,23.966244328610255,0.29411764705882354,0.33070882522466793,1.4691640418693306,True,v8,full_history_posthoc,False,False,False
BOB,17,8,8.140731649827178,17.56470068653943,9.423969036712256,0.47058823529411764,0.4788665676368928,1.863832597296737,True,v8,full_history_posthoc,False,False,False
BOME,299,102,87.6349037778247,273.9930091450585,186.35810536723383,0.3411371237458194,0.2930933236716545,1.470250025375247,True,v8,full_history_posthoc,False,False,False
BOND,10,1,-7.983551598889482,0.9850400000000068,8.968591598889489,0.1,-0.7983551598889482,0.10983218369782571,True,v8,full_history_posthoc,True,True,True
BONK,166,41,-1.257598117595994,121.35695951577716,122.61455763337315,0.2469879518072289,-0.007575892274674663,0.9897434844453274,True,v8,full_history_posthoc,False,False,False
BOT,14,3,-7.533441573475731,3.6603946522131894,11.19383622568892,0.21428571428571427,-0.5381029695339807,0.32700091178865826,True,v8,full_history_posthoc,False,True,True
BP,35,13,8.127610472167529,30.056493395534357,21.928882923366828,0.37142857142857144,0.2322174420619294,1.3706349521118089,True,v8,full_history_posthoc,False,False,False
BR,83,18,-34.96500883639075,29.359705039822884,64.32471387621364,0.21686746987951808,-0.421265166703503,0.4564296251099173,True,v8,full_history_posthoc,False,True,True
BRETT,311,100,-26.911400613771757,178.40933594158278,205.32073655535453,0.3215434083601286,-0.08653183477097028,0.8689299431452389,True,v8,full_history_posthoc,False,False,False
BREV,106,32,-19.249935892314735,56.241246143320154,75.49118203563489,0.3018867924528302,-0.18160316879542202,0.7450041796507042,True,v8,full_history_posthoc,False,False,False
BRKB,6,0,-11.577452794108856,0.0,11.577452794108856,0.0,-1.9295754656848094,0.0,True,v8,full_history_posthoc,True,True,True
BROCCOLI714,113,35,87.15618988286803,162.2664537440046,75.11026386113654,0.30973451327433627,0.7712937157775932,2.160376563767662,True,v8,full_history_posthoc,False,False,False
BROCCOLIF3B,97,31,33.64101495140656,98.98327114029802,65.34225618889145,0.31958762886597936,0.3468145871279027,1.5148431797971145,True,v8,full_history_posthoc,False,False,False
BSB,80,27,38.66022696802084,94.01429430002544,55.354067332004604,0.3375,0.48325283710026046,1.698417096184516,True,v8,full_history_posthoc,False,False,False
BSP,11,2,-4.294284791101435,5.689267572687604,9.98355236378904,0.18181818181818182,-0.39038952646376684,0.5698640489254034,True,v8,full_history_posthoc,False,True,False
BSV,159,40,-19.299350451106584,100.51674353789156,119.81609398899815,0.25157232704402516,-0.121379562585576,0.8389252244120167,True,v8,full_history_posthoc,False,False,False
BSW,55,18,4.532265235490886,40.162019123668934,35.629753888178044,0.32727272727272727,0.08240482246347065,1.1272045058103726,True,v8,full_history_posthoc,False,False,False
BTC,344,75,-76.39185454197568,201.60059053621066,277.99244507818634,0.2180232558139535,-0.2220693445987665,0.7252016884110278,True,v8,full_history_posthoc,False,False,False
BTCDOM,136,53,8.221827564411127,99.98161383863281,91.75978627422168,0.3897058823529412,0.060454614444199466,1.0896016424868342,True,v8,full_history_posthoc,False,False,False
BTR,67,18,-2.1970640244023754,44.562831958925976,46.759895983328356,0.26865671641791045,-0.032792000364214556,0.9530139240432504,True,v8,full_history_posthoc,False,False,False
BTW,32,7,-5.780593224818854,17.379961807864063,23.160555032682918,0.21875,-0.18064353827558918,0.7504121461397797,True,v8,full_history_posthoc,False,False,False
BULLA,58,20,31.68642618601372,69.60252555566208,37.91609936964837,0.3448275862068966,0.5463176928623055,1.8356984687981517,True,v8,full_history_posthoc,False,False,False
BX,14,3,-6.402306022733687,5.97191680325306,12.374222825986747,0.21428571428571427,-0.4573075730524062,0.4826094444260055,True,v8,full_history_posthoc,False,True,True
BZ,28,12,15.763674501713265,34.121273474227955,18.35759897251469,0.42857142857142855,0.562988375061188,1.858700232275196,True,v8,full_history_posthoc,False,False,False
C,86,23,-23.91302789245679,35.901821917625135,59.814849810081924,0.26744186046511625,-0.2780584638657766,0.6002158666554707,True,v8,full_history_posthoc,False,False,False
C98,139,45,13.487472359420119,105.22280351218856,91.73533115276844,0.3237410071942446,0.09703217524762675,1.1470259298127916,True,v8,full_history_posthoc,False,False,False
CAKE,157,50,15.349892994541595,120.46840213272104,105.11850913817945,0.3184713375796178,0.09777001907351333,1.1460246451399343,True,v8,full_history_posthoc,False,False,False
CAP,42,7,-25.844065499540143,7.99535905506948,33.83942455460962,0.16666666666666666,-0.6153348928461939,0.23627349342677723,True,v8,full_history_posthoc,False,True,True
CARV,56,22,5.681505569736071,42.299245121123455,36.61773955138739,0.39285714285714285,0.10145545660242984,1.1551571899123632,True,v8,full_history_posthoc,False,False,False
CATI,123,39,-15.633982211604309,70.410757129625,86.04473934122932,0.3170731707317073,-0.12710554643580738,0.8183040319338486,True,v8,full_history_posthoc,False,False,False
CBRS,11,3,-2.813392017484963,4.757099371811744,7.570491389296707,0.2727272727272727,-0.2557629106804512,0.6283739227994386,True,v8,full_history_posthoc,False,False,False
CC,133,30,-32.501084002145,70.35137430824155,102.85245831038655,0.22556390977443608,-0.24436905264770675,0.6840028470290546,True,v8,full_history_posthoc,False,False,False
CELO,240,78,1.170165195090003,158.4276776448527,157.25751244976271,0.325,0.004875688312875012,1.0074410765938053,True,v8,full_history_posthoc,False,False,False
CELR,131,41,-5.761004804532241,82.58871071440849,88.34971551894073,0.31297709923664124,-0.04397713591245985,0.9347931708586298,True,v8,full_history_posthoc,False,False,False
CETUS,129,40,0.8053689480000634,90.23645536025788,89.43108641225783,0.31007751937984496,0.006243170139535376,1.0090054698014903,True,v8,full_history_posthoc,False,False,False
CFG,71,23,19.306560769305,66.18461738117766,46.87805661187266,0.323943661971831,0.27192339111697184,1.411846440844463,True,v8,full_history_posthoc,False,False,False
CFX,298,87,71.89006172503088,278.95945439854546,207.0693926735146,0.29194630872483224,0.24124181786923113,1.3471785993904932,True,v8,full_history_posthoc,False,False,False
CGNX,14,2,-10.005702613938416,2.5910811428571425,12.596783756795558,0.14285714285714285,-0.714693043852744,0.2056938654249215,True,v8,full_history_posthoc,False,True,True
CGPT,122,38,8.903610037801633,89.64380367523188,80.74019363743025,0.3114754098360656,0.07298041014591503,1.1102748165032146,True,v8,full_history_posthoc,False,False,False
CHESS,95,26,-15.404214430115331,49.75674713146725,65.16096156158258,0.2736842105263158,-0.16214962558016138,0.7635974967073337,True,v8,full_history_posthoc,False,False,False
CHILLGUY,115,38,1.9599041526998824,77.50392103075875,75.54401687805886,0.33043478260869563,0.017042644806085933,1.0259438699938808,True,v8,full_history_posthoc,False,False,False
CHIP,62,14,-20.266534918809544,27.628111892732164,47.894646811541705,0.22580645161290322,-0.32687959546467005,0.5768517722125537,True,v8,full_history_posthoc,False,False,False
CHR,147,40,-27.18986267603585,76.79566381593597,103.98552649197183,0.272108843537415,-0.18496505221793097,0.7385226233562895,True,v8,full_history_posthoc,False,False,False
CHZ,287,89,7.712577552090839,203.0983039836124,195.38572643152156,0.31010452961672474,0.026873092515995955,1.0394735976519447,True,v8,full_history_posthoc,False,False,False
CIEN,5,2,1.6539618604190498,4.992105328596807,3.3381434681777566,0.4,0.33079237208380996,1.4954735697210533,True,v8,full_history_posthoc,False,False,False
CKB,165,52,5.277210621226395,115.83009406933431,110.5528834481079,0.3151515151515151,0.03198309467409936,1.0477347171474134,True,v8,full_history_posthoc,False,False,False
CL,35,12,-6.407667529094773,18.86936943737164,25.27703696646641,0.34285714285714286,-0.1830762151169935,0.7465024267838253,True,v8,full_history_posthoc,False,False,False
CLANKER,82,26,-8.077838093078206,42.53316411403667,50.61100220711488,0.3170731707317073,-0.0985102206472952,0.8403936349645607,True,v8,full_history_posthoc,False,False,False
CLO,46,13,2.861142510144603,34.53207249070932,31.670929980564715,0.2826086956521739,0.06219875022053485,1.090339706219564,True,v8,full_history_posthoc,False,False,False
COAI,168,32,-49.317816849936236,73.00012626496185,122.31794311489809,0.19047619047619047,-0.2935584336305728,0.5968063589525041,True,v8,full_history_posthoc,False,False,False
COHR,10,4,-2.612960861595154,3.9942896400665524,6.6072505016617065,0.4,-0.2612960861595154,0.6045312856023847,True,v8,full_history_posthoc,False,False,False
COIN,26,6,-8.555455887817596,14.657505995088282,23.21296188290588,0.23076923076923078,-0.32905599568529215,0.6314362669023349,True,v8,full_history_posthoc,False,False,False
COLLECT,63,21,-11.770497116512958,25.419649367675547,37.1901464841885,0.3333333333333333,-0.18683328756369774,0.6835049541545307,True,v8,full_history_posthoc,False,False,False
COMBO,35,11,-8.977642182943702,14.8184047678658,23.796046950809504,0.3142857142857143,-0.25650406236982004,0.6227254803496554,True,v8,full_history_posthoc,False,False,False
COMMON,15,3,-6.777482989001802,4.90681743639673,11.684300425398533,0.2,-0.4518321992667868,0.4199496125356915,True,v8,full_history_posthoc,False,True,True
COMP,288,77,-58.7224713043143,148.42162159426394,207.14409289857824,0.2673611111111111,-0.20389746980664686,0.7165138986943453,True,v8,full_history_posthoc,False,False,False
COOKIE,120,34,-9.59123311590568,76.99571949019294,86.58695260609862,0.2833333333333333,-0.07992694263254733,0.8892300418570207,True,v8,full_history_posthoc,False,False,False
CORE,161,57,101.9673878054652,201.11655449361157,99.14916668814637,0.35403726708074534,0.6333378124563056,2.0284240524802692,True,v8,full_history_posthoc,False,False,False
COS,100,32,-16.482365135066452,50.307517137826984,66.78988227289344,0.32,-0.1648236513506645,0.7532206290209948,True,v8,full_history_posthoc,False,False,False
COST,21,5,-11.154834569234131,10.937112262521598,22.09194683175573,0.23809523809523808,-0.5311825985349586,0.49507236034083757,True,v8,full_history_posthoc,False,True,True
COTI,140,39,21.084746414885608,121.93203512011371,100.8472887052281,0.2785714285714286,0.1506053315348972,1.2090759869262855,True,v8,full_history_posthoc,False,False,False
COW,138,48,13.969476053341616,104.2705057847201,90.30102973137849,0.34782608695652173,0.10122808734305519,1.154698967386054,True,v8,full_history_posthoc,False,False,False
