symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars
1INCH_USDT_SWAP,385,2026-05-03T03:30:00+00:00,370,2026-05-02T23:45:00+00:00,16,0.26163771748542786,0.3137647807598114,0.4706769287586212,0.7493855357170105,0.6304870247840881,375,381,378.0,2026-05-03T01:00:00+00:00,2026-05-03T02:30:00+00:00,2026-05-03T01:45:00+00:00,7,4
1INCH_USDT_SWAP,386,2026-05-03T03:45:00+00:00,373,2026-05-03T00:30:00+00:00,14,0.269523948431015,0.3426482081413269,0.5545874834060669,0.7825053334236145,0.6562052369117737,377,383,380.0,2026-05-03T01:30:00+00:00,2026-05-03T03:00:00+00:00,2026-05-03T02:15:00+00:00,7,3
1INCH_USDT_SWAP,387,2026-05-03T04:00:00+00:00,369,2026-05-02T23:30:00+00:00,19,0.39527639746665955,0.3679448068141937,0.48994559049606323,0.738374650478363,0.6324862241744995,376,382,379.0,2026-05-03T01:15:00+00:00,2026-05-03T02:45:00+00:00,2026-05-03T02:00:00+00:00,7,5
1INCH_USDT_SWAP,388,2026-05-03T04:15:00+00:00,370,2026-05-02T23:45:00+00:00,19,0.4026317894458771,0.364192932844162,0.4983174204826355,0.7364001274108887,0.6643499135971069,377,383,380.0,2026-05-03T01:30:00+00:00,2026-05-03T03:00:00+00:00,2026-05-03T02:15:00+00:00,7,5
1INCH_USDT_SWAP,391,2026-05-03T05:00:00+00:00,376,2026-05-03T01:15:00+00:00,16,0.26245546340942383,0.3117115795612335,0.5306618213653564,0.7507409453392029,0.6460894346237183,381,387,384.0,2026-05-03T02:30:00+00:00,2026-05-03T04:00:00+00:00,2026-05-03T03:15:00+00:00,7,4
1INCH_USDT_SWAP,391,2026-05-03T05:00:00+00:00,373,2026-05-03T00:30:00+00:00,19,0.32317087054252625,0.36810049414634705,0.5528625845909119,0.7337466478347778,0.6600135564804077,380,386,383.0,2026-05-03T02:15:00+00:00,2026-05-03T03:45:00+00:00,2026-05-03T03:00:00+00:00,7,5
1INCH_USDT_SWAP,392,2026-05-03T05:15:00+00:00,376,2026-05-03T01:15:00+00:00,17,0.2529565095901489,0.3535665273666382,0.5369398593902588,0.7634570002555847,0.6394646167755127,382,388,385.0,2026-05-03T02:45:00+00:00,2026-05-03T04:15:00+00:00,2026-05-03T03:30:00+00:00,7,4
1INCH_USDT_SWAP,392,2026-05-03T05:15:00+00:00,375,2026-05-03T01:00:00+00:00,18,0.2774192690849304,0.3368726372718811,0.543312668800354,0.7174801826477051,0.6557297110557556,381,387,384.0,2026-05-03T02:30:00+00:00,2026-05-03T04:00:00+00:00,2026-05-03T03:15:00+00:00,7,5
1INCH_USDT_SWAP,393,2026-05-03T05:30:00+00:00,376,2026-05-03T01:15:00+00:00,18,0.26259520649909973,0.33203190565109253,0.5298728942871094,0.7171617746353149,0.6407983303070068,382,388,385.0,2026-05-03T02:45:00+00:00,2026-05-03T04:15:00+00:00,2026-05-03T03:30:00+00:00,7,5
1INCH_USDT_SWAP,393,2026-05-03T05:30:00+00:00,375,2026-05-03T01:00:00+00:00,19,0.27641186118125916,0.36614492535591125,0.5534725189208984,0.7386069297790527,0.6492795944213867,382,388,385.0,2026-05-03T02:45:00+00:00,2026-05-03T04:15:00+00:00,2026-05-03T03:30:00+00:00,7,5
