day,symbol,return,bars,open,close,rank
2026-07-18 00:00:00+00:00,ALLO_USDT_SWAP,0.13587080142543018,96,0.39567,0.44943,1
2026-07-18 00:00:00+00:00,TRUTH_USDT_SWAP,0.1353051164371919,96,0.011766,0.013358,2
2026-07-18 00:00:00+00:00,RE_USDT_SWAP,-0.11584327086882451,96,0.44612,0.39444,3
2026-07-18 00:00:00+00:00,ZBT_USDT_SWAP,0.11580098414434126,96,0.09145,0.10204,4
2026-07-18 00:00:00+00:00,HOME_USDT_SWAP,-0.10486891385767783,96,0.00801,0.00717,5
2026-07-18 00:00:00+00:00,ROBO_USDT_SWAP,-0.10333333333333328,96,0.012,0.01076,6
2026-07-18 00:00:00+00:00,BONK_USDT_SWAP,-0.10289807880169322,96,3.071e-06,2.755e-06,7
2026-07-18 00:00:00+00:00,WOO_USDT_SWAP,0.09213863060016902,96,0.01183,0.01292,8
2026-07-18 00:00:00+00:00,0G_USDT_SWAP,-0.08409212640599883,96,0.1867,0.171,9
2026-07-18 00:00:00+00:00,BILL_USDT_SWAP,0.08358466178371371,96,0.02321,0.02515,10
2026-07-18 00:00:00+00:00,ARX_USDT_SWAP,-0.07559926244622006,96,0.1627,0.1504,11
2026-07-18 00:00:00+00:00,PROS_USDT_SWAP,-0.07055837563451772,96,0.394,0.3662,12
2026-07-18 00:00:00+00:00,ONDO_USDT_SWAP,-0.07049048512463141,96,0.3731,0.3468,13
2026-07-18 00:00:00+00:00,OFC_USDT_SWAP,-0.06626506024096379,96,0.01162,0.01085,14
2026-07-18 00:00:00+00:00,MET_USDT_SWAP,0.064291247095275,96,0.1291,0.1374,15
2026-07-18 00:00:00+00:00,SLX_USDT_SWAP,-0.06350550381033016,96,0.1181,0.1106,16
2026-07-18 00:00:00+00:00,KAITO_USDT_SWAP,-0.06237726695159995,96,0.8657,0.8117,17
2026-07-18 00:00:00+00:00,EDGE_USDT_SWAP,-0.06174467150076912,96,0.4551,0.427,18
2026-07-18 00:00:00+00:00,VANA_USDT_SWAP,-0.06098579782790303,96,1.197,1.124,19
2026-07-18 00:00:00+00:00,PARTI_USDT_SWAP,-0.06036484245439466,96,0.03015,0.02833,20
2026-07-19 00:00:00+00:00,LAB_USDT_SWAP,-0.21795537104307217,96,0.1927,0.1507,1
2026-07-19 00:00:00+00:00,PUMP_USDT_SWAP,0.20024052916416113,96,0.001663,0.001996,2
2026-07-19 00:00:00+00:00,YB_USDT_SWAP,0.16560102301790258,96,0.0782,0.09115,3
2026-07-19 00:00:00+00:00,KAITO_USDT_SWAP,0.15547616114327956,96,0.8117,0.9379,4
2026-07-19 00:00:00+00:00,ROBO_USDT_SWAP,0.117920148560817,96,0.01077,0.01204,5
2026-07-19 00:00:00+00:00,KGEN_USDT_SWAP,0.10579796772265393,96,0.1673,0.185,6
2026-07-19 00:00:00+00:00,OFC_USDT_SWAP,-0.10128913443830578,96,0.01086,0.00976,7
2026-07-19 00:00:00+00:00,RAVE_USDT_SWAP,-0.0946822308690013,96,0.3084,0.2792,8
2026-07-19 00:00:00+00:00,YGG_USDT_SWAP,-0.09129612109744545,96,0.02114,0.01921,9
2026-07-19 00:00:00+00:00,PI_USDT_SWAP,0.08560721395948012,96,0.08539,0.0927,10
2026-07-19 00:00:00+00:00,ZBT_USDT_SWAP,-0.08352122340946966,96,0.10201,0.09349,11
2026-07-19 00:00:00+00:00,WET_USDT_SWAP,0.0735983073900559,96,0.06617,0.07104,12
2026-07-19 00:00:00+00:00,USELESS_USDT_SWAP,-0.06916802610114192,96,0.0613,0.05706,13
2026-07-19 00:00:00+00:00,JELLYJELLY_USDT_SWAP,0.06665432327346776,96,0.05401,0.05761,14
2026-07-19 00:00:00+00:00,ATH_USDT_SWAP,0.0657534246575342,96,0.00438,0.004668,15
2026-07-19 00:00:00+00:00,ZIL_USDT_SWAP,-0.0644247787610619,96,0.002825,0.002643,16
2026-07-19 00:00:00+00:00,PARTI_USDT_SWAP,0.059964726631393406,96,0.02835,0.03005,17
2026-07-19 00:00:00+00:00,CHZ_USDT_SWAP,-0.057288351368554924,96,0.01571,0.01481,18
2026-07-19 00:00:00+00:00,AGLD_USDT_SWAP,-0.054916985951468655,96,0.1566,0.148,19
2026-07-19 00:00:00+00:00,MVLL_USDT_SWAP,0.05392392874337992,96,20.77,21.89,20
2026-07-20 00:00:00+00:00,NIGHT_USDT_SWAP,-0.31670841589710996,96,0.026747,0.018276,1
2026-07-20 00:00:00+00:00,IREN_USDT_SWAP,0.21724955542382918,96,33.74,41.07,2
