signal_i,signal_bar_open,symbol,asset,timeframe,source,box_entry_i,bars_after_v9,trade_key,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,arm,status,baseline_risk_frac,net_r_on_baseline_risk,signal_close,period,month,matched,reason,control_signal_i,control_parent_i,control_signal_bar_open,control_net_r,control_net_return,control_baseline_risk_frac,control_net_r_on_baseline_risk,control_exit_time,vol_bin,fold,net_bp,gross_bp
26389,2025-05-27 06:15:00+00:00,APTUSDT,APT,15m,chart,26389.0,0.0,binance_um:APTUSDT:15m:box_any:26389,26390,2025-05-27 06:30:00+00:00,5.3872,5.228400000000001,0.1587999999999993,0.0294772794772793,26482,2025-05-28 05:30:00+00:00,5.3559,opposite_v6_next_open,-0.0058100683100682,-0.0078100683100682,-0.1971032745591927,-0.2649521410579335,False,0.8343828715365289,baseline,closed,0.0294772794772793,-0.2649521410579335,2025-05-27 06:30:00+00:00,earlier,2025-05,True,matched,24459.0,24459.0,2025-05-07 03:45:00+00:00,-1.1633276157804415,-0.0142453266120562,0.0122453266120562,-1.1633276157804415,2025-05-07 15:15:00+00:00,1.0,earlier,-78.100683100682,-58.100683100682
33316,2025-08-07 10:00:00+00:00,APTUSDT,APT,15m,htf,33316.0,0.0,binance_um:APTUSDT:15m:box_any:33316,33317,2025-08-07 10:15:00+00:00,4.3012,4.2311000000000005,0.0700999999999991,0.0162977773644562,33434,2025-08-08 15:30:00+00:00,4.5722000000000005,trailing_stop,0.0630056728354879,0.0610056728354879,3.865905848787504,3.743189728958687,False,5.920114122681954,baseline,closed,0.0162977773644562,3.743189728958687,2025-08-07 10:15:00+00:00,earlier,2025-08,True,matched,34547.0,34547.0,2025-08-20 05:45:00+00:00,-1.2070857142857103,-0.0116578366445915,0.0096578366445915,-1.2070857142857103,2025-08-20 11:30:00+00:00,0.0,earlier,610.0567283548789,630.0567283548789
34773,2025-08-22 14:15:00+00:00,APTUSDT,APT,15m,chart,34773.0,0.0,binance_um:APTUSDT:15m:box_any:34773,34774,2025-08-22 14:30:00+00:00,4.4877,4.2801,0.2076000000000002,0.046259776723043,34933,2025-08-24 06:15:00+00:00,4.6523,opposite_v6_next_open,0.0366780310626824,0.0346780310626824,0.7928709055876672,0.7496368015414244,False,1.5871868978805352,baseline,closed,0.046259776723043,0.7496368015414244,2025-08-22 14:30:00+00:00,earlier,2025-08,True,matched,32796.0,32796.0,2025-08-02 00:00:00+00:00,-0.6821050175029136,-0.0138253630386452,0.020268672248238,-0.6821050175029136,2025-08-02 07:00:00+00:00,2.0,earlier,346.78031062682396,366.780310626824
40396,2025-10-20 04:00:00+00:00,APTUSDT,APT,15m,chart,40395.0,1.0,binance_um:APTUSDT:15m:box_any:40396,40397,2025-10-20 04:15:00+00:00,3.2514,3.1607000000000003,0.0906999999999995,0.0278956757089252,40491,2025-10-21 03:45:00+00:00,3.1607000000000003,initial_stop,-0.0278956757089252,-0.0298956757089252,-1.0000000000000004,-1.0716957001102545,False,1.1609702315325323,baseline,closed,0.0278956757089252,-1.0716957001102545,2025-10-20 04:15:00+00:00,later,2025-10,True,matched,38666.0,38665.0,2025-10-02 03:30:00+00:00,1.4302923351158652,0.0164414892527098,0.0114951949675224,1.4302923351158652,2025-10-02 14:00:00+00:00,1.0,later,-298.956757089252,-278.956757089252
48304,2026-01-10 13:00:00+00:00,APTUSDT,APT,15m,chart,48285.0,19.0,binance_um:APTUSDT:15m:box_any:48304,48305,2026-01-10 13:15:00+00:00,1.8357,1.8213,0.0143999999999999,0.0078444190227161,48311,2026-01-10 14:45:00+00:00,1.8213,initial_stop,-0.0078444190227161,-0.0098444190227161,-1.000000000000005,-1.2549583333333394,False,0.1736111111111078,baseline,closed,0.0078444190227161,-1.2549583333333394,2026-01-10 13:15:00+00:00,later,2026-01,True,matched,49012.0,48993.0,2026-01-17 22:00:00+00:00,-1.2085444444444502,-0.0115902818477277,0.0095902818477276,-1.2085444444444502,2026-01-18 01:00:00+00:00,0.0,later,-98.444190227161,-78.444190227161
49508,2026-01-23 02:00:00+00:00,APTUSDT,APT,15m,chart,49507.0,1.0,binance_um:APTUSDT:15m:box_any:49508,49509,2026-01-23 02:15:00+00:00,1.5768,1.5450000000000002,0.0317999999999998,0.0201674277016741,49559,2026-01-23 14:45:00+00:00,1.5450000000000002,initial_stop,-0.0201674277016741,-0.0221674277016741,-0.9999999999999978,-1.099169811320753,False,1.235849056603784,baseline,closed,0.0201674277016741,-1.099169811320753,2026-01-23 02:15:00+00:00,later,2026-01,True,matched,49816.0,49815.0,2026-01-26 07:00:00+00:00,0.393537688442217,0.0051042169067327,0.0129700840774294,0.393537688442217,2026-01-26 17:15:00+00:00,1.0,later,-221.674277016741,-201.674277016741
51576,2026-02-13 15:00:00+00:00,APTUSDT,APT,15m,htf,51576.0,0.0,binance_um:APTUSDT:15m:box_any:51576,51577,2026-02-13 15:15:00+00:00,0.937,0.9145,0.0224999999999999,0.0240128068303094,51710,2026-02-15 00:30:00+00:00,0.9765,trailing_stop,0.0421558164354323,0.0401558164354323,1.755555555555562,1.672266666666673,False,3.128888888888895,baseline,closed,0.0240128068303094,1.672266666666673,2026-02-13 15:15:00+00:00,later,2026-02,True,matched,50712.0,50712.0,2026-02-04 15:00:00+00:00,-1.1138981481481511,-0.0195595480042272,0.0175595480042271,-1.1138981481481511,2026-02-04 15:30:00+00:00,1.0,later,401.55816435432297,421.558164354323
53562,2026-03-06 07:30:00+00:00,APTUSDT,APT,15m,chart,53562.0,0.0,binance_um:APTUSDT:15m:box_any:53562,53563,2026-03-06 07:45:00+00:00,1.0186,1.0038,0.0147999999999999,0.0145297467111721,53568,2026-03-06 09:00:00+00:00,1.0038,initial_stop,-0.0145297467111721,-0.0165297467111721,-1.0000000000000004,-1.13764864864865,False,0.3783783783783837,baseline,closed,0.0145297467111721,-1.13764864864865,2026-03-06 07:45:00+00:00,later,2026-03,True,matched,55612.0,55612.0,2026-03-27 16:00:00+00:00,-1.14260431654676,-0.0160248209060638,0.0140248209060638,-1.14260431654676,2026-03-27 18:15:00+00:00,1.0,later,-165.29746711172098,-145.297467111721
53980,2026-03-10 16:00:00+00:00,APTUSDT,APT,15m,htf,53874.0,106.0,binance_um:APTUSDT:15m:box_any:53980,53981,2026-03-10 16:15:00+00:00,0.9863,0.9707,0.0155999999999999,0.0158166886342897,53988,2026-03-10 18:00:00+00:00,0.9707,initial_stop,-0.0158166886342897,-0.0178166886342897,-1.0000000000000024,-1.1264487179487208,False,0.7051282051282082,baseline,closed,0.0158166886342897,-1.1264487179487208,2026-03-10 16:15:00+00:00,later,2026-03,True,matched,54866.0,54760.0,2026-03-19 21:30:00+00:00,4.10821359223303,0.0448866023125067,0.0109260634348148,4.10821359223303,2026-03-20 07:45:00+00:00,1.0,later,-178.16688634289702,-158.166886342897
54516,2026-03-16 06:00:00+00:00,APTUSDT,APT,15m,htf,54506.0,10.0,binance_um:APTUSDT:15m:box_any:54516,54517,2026-03-16 06:15:00+00:00,0.9743,0.9575,0.0168,0.0172431489274351,54602,2026-03-17 03:30:00+00:00,0.9926,trailing_stop,0.0187827157959561,0.0167827157959561,1.089285714285716,0.9732976190476208,False,3.2499999999999853,baseline,closed,0.0172431489274351,0.9732976190476208,2026-03-16 06:15:00+00:00,later,2026-03,True,matched,55409.0,55399.0,2026-03-25 13:15:00+00:00,-1.1417218543046317,-0.0161121495327103,0.0141121495327103,-1.1417218543046317,2026-03-25 21:15:00+00:00,1.0,later,167.827157959561,187.82715795956105
58736,2026-04-29 05:00:00+00:00,APTUSDT,APT,15m,htf,58728.0,8.0,binance_um:APTUSDT:15m:box_any:58736,58737,2026-04-29 05:15:00+00:00,0.9946,0.985,0.0095999999999999,0.0096521214558615,58749,2026-04-29 08:15:00+00:00,0.985,initial_stop,-0.0096521214558615,-0.0116521214558615,-0.9999999999999988,-1.2072083333333337,False,1.5937500000000075,baseline,closed,0.0096521214558615,-1.2072083333333337,2026-04-29 05:15:00+00:00,later,2026-04,True,matched,56457.0,56449.0,2026-04-05 11:15:00+00:00,-1.3392653061224389,-0.0078950914340711,0.0058950914340712,-1.3392653061224389,2026-04-05 12:30:00+00:00,0.0,later,-116.521214558615,-96.521214558615
6028,2025-03-17 16:00:00+00:00,APTUSDT,APT,1h,htf,6023.0,5.0,binance_um:APTUSDT:1h:box_any:6028,6029,2025-03-17 17:00:00+00:00,5.3526,5.2109000000000005,0.1416999999999992,0.0264731158689233,6054,2025-03-18 18:00:00+00:00,5.2109000000000005,initial_stop,-0.0264731158689234,-0.0284731158689234,-1.0000000000000018,-1.0755483415666924,False,0.8285109386026857,baseline,closed,0.0264731158689233,-1.0755483415666924,2025-03-17 17:00:00+00:00,earlier,2025-03,True,matched,6371.0,6366.0,2025-03-31 23:00:00+00:00,-1.0754394265232956,-0.0285113362093539,0.026511336209354,-1.0754394265232956,2025-04-02 22:00:00+00:00,2.0,earlier,-284.731158689234,-264.731158689234
6820,2025-04-19 16:00:00+00:00,APTUSDT,APT,1h,htf,6812.0,8.0,binance_um:APTUSDT:1h:box_any:6820,6821,2025-04-19 17:00:00+00:00,4.8414,4.7592,0.0822000000000002,0.0169785599206841,6867,2025-04-21 15:00:00+00:00,4.9936,trailing_stop,0.0314371875903662,0.0294371875903662,1.8515815085158012,1.7337858880778452,False,4.863746958637453,baseline,closed,0.0169785599206841,1.7337858880778452,2025-04-19 17:00:00+00:00,earlier,2025-04,True,matched,6656.0,6648.0,2025-04-12 20:00:00+00:00,-1.1019711340206213,-0.0216133937237139,0.0196133937237139,-1.1019711340206213,2025-04-13 19:00:00+00:00,1.0,earlier,294.371875903662,314.371875903662
10106,2025-09-03 14:00:00+00:00,APTUSDT,APT,1h,chart,10106.0,0.0,binance_um:APTUSDT:1h:box_any:10106,10107,2025-09-03 15:00:00+00:00,4.3716,4.2903,0.0812999999999997,0.0185973099094152,10121,2025-09-04 05:00:00+00:00,4.2903,initial_stop,-0.0185973099094152,-0.0205973099094152,-0.999999999999998,-1.1075424354243528,False,0.5166051660516601,baseline,closed,0.0185973099094152,-1.1075424354243528,2025-09-03 15:00:00+00:00,earlier,2025-09,True,matched,10047.0,10047.0,2025-09-01 03:00:00+00:00,0.1055762962963002,0.0017021113977262,0.0161220980223559,0.1055762962963002,2025-09-01 16:00:00+00:00,1.0,earlier,-205.973099094152,-185.973099094152
10236,2025-09-09 00:00:00+00:00,APTUSDT,APT,1h,chart,10226.0,10.0,binance_um:APTUSDT:1h:box_any:10236,10237,2025-09-09 01:00:00+00:00,4.4203,4.3544,0.0659,0.0149084903739565,10251,2025-09-09 15:00:00+00:00,4.3544,initial_stop,-0.0149084903739565,-0.0169084903739565,-1.000000000000003,-1.1341517450682883,False,1.731411229135046,baseline,closed,0.0149084903739565,-1.1341517450682883,2025-09-09 01:00:00+00:00,earlier,2025-09,True,matched,10141.0,10131.0,2025-09-05 01:00:00+00:00,-1.1394649265905368,-0.0163405230898797,0.0143405230898797,-1.1394649265905368,2025-09-06 06:00:00+00:00,1.0,earlier,-169.084903739565,-149.084903739565
15363,2026-04-10 15:00:00+00:00,APTUSDT,APT,1h,chart,15342.0,21.0,binance_um:APTUSDT:1h:box_any:15363,15364,2026-04-10 16:00:00+00:00,0.8586,0.8292,0.0293999999999999,0.03424178895877,15397,2026-04-12 01:00:00+00:00,0.8292,initial_stop,-0.03424178895877,-0.03624178895877,-0.9999999999999998,-1.058408163265306,False,0.731292517006802,baseline,closed,0.03424178895877,-1.058408163265306,2026-04-10 16:00:00+00:00,later,2026-04,True,matched,15817.0,15796.0,2026-04-29 13:00:00+00:00,-1.0833839662447238,-0.0259854265762573,0.0239854265762574,-1.0833839662447238,2026-04-29 16:00:00+00:00,2.0,later,-362.4178895877,-342.4178895877
1856,2024-09-13 17:00:00+00:00,ARBUSDT,ARB,15m,htf,1850.0,6.0,binance_um:ARBUSDT:15m:box_any:1856,1857,2024-09-13 17:15:00+00:00,0.5297,0.5236500000000001,0.0060499999999998,0.0114215593732299,1965,2024-09-14 20:15:00+00:00,0.5295,opposite_v6_next_open,-0.0003775722106852,-0.0023775722106852,-0.0330578512396653,-0.2081652892561974,False,1.6694214876033362,baseline,closed,0.0114215593732299,-0.2081652892561974,2024-09-13 17:15:00+00:00,earlier,2024-09,True,matched,2804.0,2798.0,2024-09-23 14:00:00+00:00,-1.1554780361757078,-0.0148635532657469,0.0128635532657469,-1.1554780361757078,2024-09-23 21:15:00+00:00,1.0,earlier,-23.775722106851997,-3.775722106852
11627,2024-12-24 11:45:00+00:00,ARBUSDT,ARB,15m,chart,11553.0,74.0,binance_um:ARBUSDT:15m:box_any:11627,11628,2024-12-24 12:00:00+00:00,0.8026,0.7901,0.0124999999999999,0.015574383254423,11660,2024-12-24 20:00:00+00:00,0.8071,trailing_stop,0.0056067779715924,0.0036067779715924,0.3600000000000112,0.2315840000000107,False,2.8720000000000137,baseline,closed,0.015574383254423,0.2315840000000107,2024-12-24 12:00:00+00:00,earlier,2024-12,True,matched,9399.0,9325.0,2024-12-01 06:45:00+00:00,0.086931407942239,0.0015087719298245,0.0173558897243107,0.086931407942239,2024-12-02 03:45:00+00:00,1.0,earlier,36.067779715924,56.067779715924
13394,2025-01-11 21:30:00+00:00,ARBUSDT,ARB,15m,chart,13392.0,2.0,binance_um:ARBUSDT:15m:box_any:13394,13395,2025-01-11 21:45:00+00:00,0.755,0.7334400000000001,0.0215599999999999,0.0285562913907283,13431,2025-01-12 06:45:00+00:00,0.7334400000000001,initial_stop,-0.0285562913907283,-0.0305562913907283,-0.9999999999999996,-1.0700371057513915,False,0.2597402597402631,baseline,closed,0.0285562913907283,-1.0700371057513915,2025-01-11 21:45:00+00:00,earlier,2025-01,True,matched,13682.0,13680.0,2025-01-14 21:30:00+00:00,-1.1532638164754978,-0.0150493944754388,0.0130493944754388,-1.1532638164754978,2025-01-15 09:45:00+00:00,1.0,earlier,-305.562913907283,-285.562913907283
16904,2025-02-17 11:00:00+00:00,ARBUSDT,ARB,15m,htf,16900.0,4.0,binance_um:ARBUSDT:15m:box_any:16904,16905,2025-02-17 11:15:00+00:00,0.4907,0.48213,0.0085699999999999,0.0174648461381698,16923,2025-02-17 15:45:00+00:00,0.49319,trailing_stop,0.0050743835337272,0.0030743835337272,0.2905484247374526,0.1760326721120146,False,2.7654609101516963,baseline,closed,0.0174648461381698,0.1760326721120146,2025-02-17 11:15:00+00:00,earlier,2025-02,True,matched,15947.0,15943.0,2025-02-07 11:45:00+00:00,-1.1325655976676423,-0.0170868704640422,0.0150868704640421,-1.1325655976676423,2025-02-07 13:30:00+00:00,1.0,earlier,30.743835337272,50.743835337272
20234,2025-03-24 03:30:00+00:00,ARBUSDT,ARB,15m,chart,20233.0,1.0,binance_um:ARBUSDT:15m:box_any:20234,20235,2025-03-24 03:45:00+00:00,0.3727,0.36374,0.0089599999999999,0.0240407834719612,20322,2025-03-25 01:30:00+00:00,0.38578,trailing_stop,0.035095250872015,0.033095250872015,1.4598214285714342,1.3766294642857195,False,2.566964285714297,baseline,closed,0.0240407834719612,1.3766294642857195,2025-03-24 03:45:00+00:00,earlier,2025-03,True,matched,20622.0,20621.0,2025-03-28 04:30:00+00:00,-0.4940072202166076,-0.00742888165038,0.0150380021715526,-0.4940072202166076,2025-03-28 05:15:00+00:00,1.0,earlier,330.95250872015004,350.95250872015004
22725,2025-04-19 02:15:00+00:00,ARBUSDT,ARB,15m,chart,22651.0,74.0,binance_um:ARBUSDT:15m:box_any:22725,22726,2025-04-19 02:30:00+00:00,0.2947,0.29156,0.0031399999999999,0.0106549032914827,22755,2025-04-19 09:45:00+00:00,0.29156,initial_stop,-0.0106549032914827,-0.0126549032914827,-0.9999999999999992,-1.1877070063694275,False,0.4140127388534961,baseline,closed,0.0106549032914827,-1.1877070063694275,2025-04-19 02:30:00+00:00,earlier,2025-04,True,matched,21428.0,21354.0,2025-04-05 14:00:00+00:00,-1.2325283018867998,-0.0106011035378124,0.0086011035378123,-1.2325283018867998,2025-04-05 20:30:00+00:00,0.0,earlier,-126.549032914827,-106.549032914827
30541,2025-07-09 12:15:00+00:00,ARBUSDT,ARB,15m,chart,30465.0,76.0,binance_um:ARBUSDT:15m:box_any:30541,30542,2025-07-09 12:30:00+00:00,0.3444,0.33833,0.0060699999999999,0.0176248548199766,30547,2025-07-09 13:45:00+00:00,0.33833,initial_stop,-0.0176248548199766,-0.0196248548199766,-0.9999999999999998,-1.1134761120263597,False,0.0,baseline,closed,0.0176248548199766,-1.1134761120263597,2025-07-09 12:30:00+00:00,earlier,2025-07,True,matched,30480.0,30404.0,2025-07-08 21:00:00+00:00,16.33700680272122,0.2138504007123778,0.0130899376669634,16.33700680272122,2025-07-11 07:00:00+00:00,1.0,earlier,-196.248548199766,-176.248548199766
33308,2025-08-07 08:00:00+00:00,ARBUSDT,ARB,15m,htf,33300.0,8.0,binance_um:ARBUSDT:15m:box_any:33308,33309,2025-08-07 08:15:00+00:00,0.3927,0.38908,0.0036199999999999,0.0092182327476444,33343,2025-08-07 16:45:00+00:00,0.40141,trailing_stop,0.0221797810033106,0.0201797810033106,2.406077348066351,2.1891160220994976,False,5.138121546961389,baseline,closed,0.0092182327476444,2.1891160220994976,2025-08-07 08:15:00+00:00,earlier,2025-08,True,matched,33479.0,33471.0,2025-08-09 02:45:00+00:00,6.089237875288683,0.0603626373626373,0.0099130036630036,6.089237875288683,2025-08-10 06:15:00+00:00,0.0,earlier,201.797810033106,221.797810033106
42492,2025-11-11 00:00:00+00:00,ARBUSDT,ARB,15m,htf,42487.0,5.0,binance_um:ARBUSDT:15m:box_any:42492,42493,2025-11-11 00:15:00+00:00,0.3062,0.30004,0.0061599999999999,0.0201175702155453,42513,2025-11-11 05:15:00+00:00,0.30004,initial_stop,-0.0201175702155453,-0.0221175702155453,-1.0,-1.0994155844155846,False,1.2337662337662334,baseline,closed,0.0201175702155453,-1.0994155844155846,2025-11-11 00:15:00+00:00,later,2025-11,True,matched,43074.0,43069.0,2025-11-17 01:30:00+00:00,-0.2787018255578071,-0.0057974683544302,0.0208016877637129,-0.2787018255578071,2025-11-17 13:30:00+00:00,2.0,later,-221.175702155453,-201.17570215545305
51577,2026-02-13 15:15:00+00:00,ARBUSDT,ARB,15m,chart,51576.0,1.0,binance_um:ARBUSDT:15m:box_any:51577,51578,2026-02-13 15:30:00+00:00,0.1144,0.11001,0.0043899999999999,0.0383741258741257,51752,2026-02-15 11:00:00+00:00,0.1183,opposite_v6_next_open,0.0340909090909091,0.0320909090909091,0.8883826879271111,0.8362642369020539,False,1.799544419134401,baseline,closed,0.0383741258741257,0.8362642369020539,2026-02-13 15:30:00+00:00,later,2026-02,True,matched,51267.0,51266.0,2026-02-10 09:45:00+00:00,-1.1502739726027378,-0.0153090246125797,0.0133090246125797,-1.1502739726027378,2026-02-11 05:30:00+00:00,1.0,later,320.909090909091,340.90909090909105
52732,2026-02-25 16:00:00+00:00,ARBUSDT,ARB,15m,htf,52717.0,15.0,binance_um:ARBUSDT:15m:box_any:52732,52733,2026-02-25 16:15:00+00:00,0.1011,0.09821,0.0028899999999999,0.028585558852621,52772,2026-02-26 02:00:00+00:00,0.09821,initial_stop,-0.028585558852621,-0.030585558852621,-0.999999999999999,-1.0699653979238748,False,2.0069204152249203,baseline,closed,0.028585558852621,-1.0699653979238748,2026-02-25 16:15:00+00:00,later,2026-02,True,matched,51555.0,51540.0,2026-02-13 09:45:00+00:00,6.406879999999996,0.0723450767841011,0.0112917795844625,6.406879999999996,2026-02-15 02:15:00+00:00,1.0,later,-305.85558852621,-285.85558852621
53380,2026-03-04 10:00:00+00:00,ARBUSDT,ARB,15m,htf,53309.0,71.0,binance_um:ARBUSDT:15m:box_any:53380,53381,2026-03-04 10:15:00+00:00,0.1045,0.10239,0.0021099999999999,0.0201913875598084,53390,2026-03-04 12:30:00+00:00,0.10239,initial_stop,-0.0201913875598085,-0.0221913875598085,-1.0000000000000024,-1.0990521327014249,False,0.0,baseline,closed,0.0201913875598084,-1.0990521327014249,2026-03-04 10:15:00+00:00,later,2026-03,True,matched,55261.0,55190.0,2026-03-24 00:15:00+00:00,-1.1349650349650346,-0.0168186528497409,0.0148186528497409,-1.1349650349650346,2026-03-24 17:30:00+00:00,1.0,later,-221.913875598085,-201.913875598085
2466,2024-10-20 06:00:00+00:00,ARBUSDT,ARB,1h,chart,2320.0,146.0,binance_um:ARBUSDT:1h:box_any:2466,2467,2024-10-20 07:00:00+00:00,0.5757,0.55966,0.0160399999999999,0.0278617335417751,2497,2024-10-21 13:00:00+00:00,0.58638,trailing_stop,0.0185513288170922,0.0165513288170922,0.665835411471323,0.5940523690773077,False,2.749376558603503,baseline,closed,0.0278617335417751,0.5940523690773077,2024-10-20 07:00:00+00:00,earlier,2024-10,True,matched,2576.0,2430.0,2024-10-24 20:00:00+00:00,-1.1067424242424253,-0.0207366926898507,0.0187366926898507,-1.1067424242424253,2024-10-25 02:00:00+00:00,1.0,earlier,165.513288170922,185.513288170922
5350,2025-02-17 10:00:00+00:00,ARBUSDT,ARB,1h,chart,5238.0,112.0,binance_um:ARBUSDT:1h:box_any:5350,5351,2025-02-17 11:00:00+00:00,0.4905,0.47238,0.0181199999999999,0.0369418960244647,5369,2025-02-18 05:00:00+00:00,0.47238,initial_stop,-0.0369418960244647,-0.0389418960244647,-0.9999999999999992,-1.0541390728476814,False,1.3189845474613695,baseline,closed,0.0369418960244647,-1.0541390728476814,2025-02-17 11:00:00+00:00,earlier,2025-02,True,matched,5135.0,5023.0,2025-02-08 11:00:00+00:00,0.3063126843657857,0.0095881809787627,0.0313019390581716,0.3063126843657857,2025-02-09 21:00:00+00:00,2.0,earlier,-389.418960244647,-369.41896024464705
7765,2025-05-29 01:00:00+00:00,ARBUSDT,ARB,1h,chart,7765.0,0.0,binance_um:ARBUSDT:1h:box_any:7765,7766,2025-05-29 02:00:00+00:00,0.4283,0.39232,0.0359799999999999,0.0840065374737332,7788,2025-05-30 00:00:00+00:00,0.39232,initial_stop,-0.0840065374737332,-0.0860065374737332,-0.9999999999999996,-1.023807670928293,False,0.3696498054474706,baseline,closed,0.0840065374737332,-1.023807670928293,2025-05-29 02:00:00+00:00,earlier,2025-05,True,matched,7143.0,7143.0,2025-05-03 03:00:00+00:00,-1.10032738095238,-0.0219347374666271,0.0199347374666271,-1.10032738095238,2025-05-03 09:00:00+00:00,2.0,earlier,-860.065374737332,-840.0653747373319
10106,2025-09-03 14:00:00+00:00,ARBUSDT,ARB,1h,chart,10106.0,0.0,binance_um:ARBUSDT:1h:box_any:10106,10107,2025-09-03 15:00:00+00:00,0.5164,0.49599,0.0204099999999999,0.039523625096824,10121,2025-09-04 05:00:00+00:00,0.49599,initial_stop,-0.039523625096824,-0.041523625096824,-1.0000000000000009,-1.0506026457618824,False,0.1420872121509075,baseline,closed,0.039523625096824,-1.0506026457618824,2025-09-03 15:00:00+00:00,earlier,2025-09,True,matched,10180.0,10180.0,2025-09-06 16:00:00+00:00,1.596344086021518,0.0333481723504187,0.0208903410251173,1.596344086021518,2025-09-10 00:00:00+00:00,2.0,earlier,-415.23625096824,-395.23625096824
10307,2025-09-11 23:00:00+00:00,ARBUSDT,ARB,1h,chart,10228.0,79.0,binance_um:ARBUSDT:1h:box_any:10307,10308,2025-09-12 00:00:00+00:00,0.5298,0.51668,0.01312,0.0247640619101548,10368,2025-09-14 12:00:00+00:00,0.51668,initial_stop,-0.0247640619101547,-0.0267640619101547,-0.999999999999999,-1.0807621951219502,False,2.118902439024382,baseline,closed,0.0247640619101548,-1.0807621951219502,2025-09-12 00:00:00+00:00,later,2025-09,True,matched,10264.0,10185.0,2025-09-10 04:00:00+00:00,1.7322100954979631,0.0499984248867888,0.0288639495963771,1.7322100954979631,2025-09-13 17:00:00+00:00,2.0,later,-267.64061910154703,-247.64061910154695
10898,2025-10-06 14:00:00+00:00,ARBUSDT,ARB,1h,chart,10760.0,138.0,binance_um:ARBUSDT:1h:box_any:10898,10899,2025-10-06 15:00:00+00:00,0.4566,0.43761,0.0189899999999999,0.0415900131406043,10922,2025-10-07 14:00:00+00:00,0.43761,initial_stop,-0.0415900131406044,-0.0435900131406044,-1.0000000000000009,-1.048088467614535,False,0.4791995787256461,baseline,closed,0.0415900131406043,-1.048088467614535,2025-10-06 15:00:00+00:00,later,2025-10,True,matched,10864.0,10726.0,2025-10-05 04:00:00+00:00,-1.0541798298906433,-0.0389141063018613,0.0369141063018613,-1.0541798298906433,2025-10-05 20:00:00+00:00,2.0,later,-435.900131406044,-415.900131406044
14619,2026-03-10 15:00:00+00:00,ARBUSDT,ARB,1h,chart,14618.0,1.0,binance_um:ARBUSDT:1h:box_any:14619,14620,2026-03-10 16:00:00+00:00,0.1011,0.09798,0.0031199999999999,0.0308605341246289,14623,2026-03-10 19:00:00+00:00,0.09798,initial_stop,-0.0308605341246289,-0.0328605341246289,-1.0000000000000016,-1.064807692307694,False,0.0961538461538494,baseline,closed,0.0308605341246289,-1.064807692307694,2026-03-10 16:00:00+00:00,later,2026-03,True,matched,14781.0,14780.0,2026-03-17 09:00:00+00:00,-1.084435797665369,-0.0256866359447003,0.0236866359447003,-1.084435797665369,2026-03-18 11:00:00+00:00,2.0,later,-328.605341246289,-308.605341246289
14684,2026-03-13 08:00:00+00:00,ARBUSDT,ARB,1h,htf,14677.0,7.0,binance_um:ARBUSDT:1h:box_any:14684,14685,2026-03-13 09:00:00+00:00,0.104,0.10151,0.0024899999999999,0.0239423076923076,14700,2026-03-14 00:00:00+00:00,0.10151,initial_stop,-0.0239423076923076,-0.0259423076923076,-1.0000000000000016,-1.0835341365461866,False,1.3253012048192858,baseline,closed,0.0239423076923076,-1.0835341365461866,2026-03-13 09:00:00+00:00,later,2026-03,True,matched,14642.0,14635.0,2026-03-11 14:00:00+00:00,-1.058166189111747,-0.0363842364532018,0.0343842364532019,-1.058166189111747,2026-03-12 05:00:00+00:00,2.0,later,-259.423076923076,-239.423076923076
15252,2026-04-06 00:00:00+00:00,ARBUSDT,ARB,1h,chart,15251.0,1.0,binance_um:ARBUSDT:1h:box_any:15252,15253,2026-04-06 01:00:00+00:00,0.0954,0.09049,0.0049099999999999,0.0514675052410901,15400,2026-04-12 04:00:00+00:00,0.11169,trailing_stop,0.1707547169811323,0.1687547169811323,3.3177189409368695,3.2788594704684377,False,5.539714867617111,baseline,closed,0.0514675052410901,3.2788594704684377,2026-04-06 01:00:00+00:00,later,2026-04,True,matched,15307.0,15306.0,2026-04-08 07:00:00+00:00,-1.076802973977697,-0.0280406582768635,0.0260406582768634,-1.076802973977697,2026-04-08 14:00:00+00:00,2.0,later,1687.547169811323,1707.5471698113229
1884,2024-09-14 00:00:00+00:00,ARUSDT,AR,15m,htf,1849.0,35.0,binance_um:ARUSDT:15m:box_any:1884,1885,2024-09-14 00:15:00+00:00,20.443,20.19,0.2530000000000001,0.0123758743824291,1906,2024-09-14 05:30:00+00:00,20.19,initial_stop,-0.0123758743824291,-0.0143758743824291,-0.9999999999999964,-1.1616047430830003,False,1.644268774703558,baseline,closed,0.0123758743824291,-1.1616047430830003,2024-09-14 00:15:00+00:00,earlier,2024-09,True,matched,2391.0,2356.0,2024-09-19 06:45:00+00:00,1.3739575971731348,0.0198534592800612,0.014449834056676,1.3739575971731348,2024-09-19 21:15:00+00:00,1.0,earlier,-143.758743824291,-123.758743824291
