入场北京时间,方向,峰值毛R,峰值扣成本R,最高收盘毛R,兑现毛R,兑现净R,价格回吐R,到峰值根分钟,持仓根分钟,峰值根4ATR折算R,峰值根收盘后保护R,到峰值前回落下界R,到峰值前回落可能上界R
2023-08-07 15:00,空,3.785169029443813,3.3854285714285486,2.6815703380588576,0.5310796074154691,0.1313391494001955,3.2540894220283434,615.0,660.0,2.87496240246839,0.5310796074154691,1.8320610687022705,2.0174482006542913
2024-01-01 23:45,多,5.747607052896759,5.513987909319932,5.528463476070543,3.5496221662468694,3.316003022670038,2.19798488664989,1005.0,1185.0,1.978710459497461,3.5496221662468694,1.4458438287153856,1.487153652392953
2024-02-24 16:00,多,8.553861288735893,8.262273487456994,7.747663551401907,5.563698967043804,5.272111165764898,2.9901623216920896,2430.0,2955.0,2.5706559756613583,5.283325135268111,2.4972946384653305,2.4972946384653305
2024-03-03 20:30,多,2.190913370998143,2.028793314500966,2.1094632768361827,0.6664312617702611,0.5043112052730915,1.5244821092278815,705.0,735.0,1.442870892910168,0.6664312617702611,,
2024-04-12 21:30,空,8.269937451133643,8.133967943705965,6.217552775605898,4.355746677091445,4.219777169663767,3.914190774042198,300.0,915.0,3.643835569565555,1.3266223612196928,1.6110242376856836,1.6110242376856836
2024-04-23 22:00,多,2.365511551155143,2.1890610561056363,2.0921342134213656,0.7010451045104639,0.5245946094609634,1.664466446644679,1320.0,1455.0,1.3584212366037407,0.7010451045104639,0.4125412541254161,0.4125412541254161
2024-05-03 21:30,多,2.223489596390084,2.147149661569326,2.1596891451491693,1.482953121082988,1.4066131862622302,0.7405364753070958,4005.0,4140.0,0.6766272046234459,1.482953121082988,,
2024-05-26 15:30,多,8.114525139664819,7.813225857940956,7.6843575418994465,4.4138068635275305,4.11250758180367,3.700718276137288,1935.0,2175.0,3.2940391587695848,4.3898643256185155,2.987230646448517,2.987230646448517
2024-06-17 14:45,空,5.885675306957695,5.691311869031365,5.097135061391527,3.055934515688942,2.8615710777626147,2.829740791268753,1125.0,2280.0,2.8733893302150544,2.223738062755793,0.8578444747612548,1.08103683492496
2024-07-28 19:45,多,6.890899689762098,6.553285418821046,6.777145811788996,4.4881075491209685,4.150493278179919,2.4027921406411297,1320.0,1560.0,2.3178627588151226,4.459152016545997,1.472078593588396,1.4813857290589385
2024-08-11 21:30,空,4.0499666888740835,3.874978014656895,2.977348434377087,0.975016655562958,0.8000279813457675,3.0749500333111257,660.0,1125.0,2.763738708524009,0.1705529646902029,1.883077948034636,1.883077948034636
2024-09-29 14:30,空,6.060000000000024,5.692881379310369,5.476551724137952,2.2558620689655196,1.8887434482758616,3.804137931034504,2160.0,2550.0,3.25651199796603,2.2558620689655196,3.32413793103447,3.32413793103447
2024-10-06 14:30,多,3.957291666666494,3.453122916666513,3.445833333333195,0.7770833333333077,0.2729145833333153,3.1802083333331863,495.0,915.0,2.6680692568339692,0.7770833333333077,0.0,0.0
2024-11-14 20:45,空,4.4585953878406315,4.291662473794512,4.171121593291373,2.0642033542976765,1.89727044025156,2.394392033542955,960.0,1230.0,2.299072938003076,1.8718553459119305,3.375262054507315,3.375262054507315
