signal_i,signal_bar_open,symbol,asset,timeframe,source,box_entry_i,bars_after_v9,trade_key,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,arm,status,baseline_risk_frac,net_r_on_baseline_risk,signal_close,period,month,matched,reason,control_signal_i,control_parent_i,control_signal_bar_open,control_net_r,control_net_return,control_baseline_risk_frac,control_net_r_on_baseline_risk,control_exit_time,vol_bin,fold,net_bp,gross_bp,hold_h,cohort,review_id,v9_status,v9_censored,v9_entry,v9_stop,v9_exit_time,v9_net_r,v9_mfe_r,parent_exit_before_joint,entry_premium_pct,cost_r,boundary_close_time,risk_atr,stop_anchor,stop_above_prior20_low,signal_atr,signal_rv,above_all_ma,momentum_ok,signal_body_atr,signal_ma_distance_atr,held_bars,max_close_r,trail_ever_armed,trail_arm_i,active_stop_at_exit,exit_stop_r,exit_bar_open,exit_bar_high,exit_bar_low,mfe_lower_r,mfe_upper_r,exit_stop_5m_time,exit_5m_complete,stop_5m_order_ambiguous,below_break_line,confirm_not_rising,lines_json,h12_complete,h12_close_r,h12_close_return,h12_max_r,h12_min_r,h12_first_touch,h24_complete,h24_close_r,h24_close_return,h24_max_r,h24_min_r,h24_first_touch,h48_complete,h48_close_r,h48_close_return,h48_max_r,h48_min_r,h48_first_touch,post_exit48_complete,post_exit48_max_r,post_exit48_min_r,category,exit_explanation,observations,research_questions
7975,2024-11-16 10:45:00+00:00,ZENUSDT,ZEN,15m,chart,7975.0,0.0,binance_um:ZENUSDT:15m:box_any:7975,7976,2024-11-16 11:00:00+00:00,9.091,8.855,0.2359999999999988,0.0259597404025958,8034,2024-11-17 01:30:00+00:00,9.422,trailing_stop,0.0364096359036412,0.0344096359036412,1.4025423728813722,1.325500000000016,False,2.750000000000017,baseline,closed,0.0259597404025958,1.325500000000016,2024-11-16 11:00:00+00:00,earlier,2024-11,True,matched,9165.0,9165.0,2024-11-28 20:15:00+00:00,-1.1109402985074617,-0.0200277142472755,0.0180277142472755,-1.1109402985074617,2024-11-29 01:30:00+00:00,1.0,earlier,344.09635903641197,364.096359036412,14.5,earlier,T032,closed,False,9.091,8.855,2024-11-17 01:30:00+00:00,1.3255000000000159,2.750000000000017,False,0.0,0.0770423728813563,,3.6879025134397083,近5根低点减0.2ATR,True,0.06399301476651062,2.825943557165836,True,True,0.9844824506216313,2.5990223313206404,58,2.699152542372896,True,7997.0,9.422,1.4025423728813682,9.485,9.485,9.327,2.750000000000017,2.750000000000017,2024-11-17 01:30:00+00:00,True,False,False,False,"[{""kind"": ""chart"", ""source_tf"": ""15m"", ""a_time"": ""2024-11-10 13:45:00+00:00"", ""b_time"": ""2024-11-12 09:00:00+00:00"", ""c_time"": ""2024-11-16 04:00:00+00:00"", ""ap"": 10.244146318320976, ""bp"": 9.861, ""cp"": 9.051, ""born_time"": ""2024-11-16 06:15:00+00:00"", ""break_time"": ""2024-11-16 10:45:00+00:00"", ""line_at_signal"": 8.995045026222538, ""confirm_two_bar_change_pct"": 1.3034759358288683, ""confirm_last_bar_change_pct"": 0.6865241944413514}]",True,0.5042372881356022,0.013089869101309048,0.809322033898312,-0.19491525423728642,neither,True,2.423728813559338,0.06291937080629206,2.461864406779678,-0.19491525423728642,up_first,True,2.021186440677977,0.05246947530524704,2.750000000000017,-0.19491525423728642,up_first,True,2.241525423728824,-0.6271186440677983,盈利保护退出,持仓第59根K，最低价9.327触及当时已生效保护价9.422；按追踪止损在9.422退出，扣费后净+1.33R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.60%（3.69个信号ATR），往返成本0.077R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.83倍。 原账本最大浮盈2.75R；5分钟审计得到实际止损前浮盈范围2.75–2.75R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.40R，激活不保证保本。 退出下一根起48根内，最高回到原入场+2.24R，最低到-0.63R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家
9333,2024-11-30 14:15:00+00:00,ZENUSDT,ZEN,15m,chart,9292.0,41.0,binance_um:ZENUSDT:15m:box_any:9333,9334,2024-11-30 14:30:00+00:00,17.312,15.239,2.0730000000000004,0.1197435304990758,9507,2024-12-02 09:45:00+00:00,16.678,opposite_v6_next_open,-0.0366219963031423,-0.0386219963031423,-0.3058369512783406,-0.322539315002412,False,0.7641099855282196,baseline,closed,0.1197435304990758,-0.322539315002412,2024-11-30 14:30:00+00:00,earlier,2024-11,True,matched,7680.0,7639.0,2024-11-13 09:00:00+00:00,0.737467889908265,0.0186592386258126,0.0253017641597028,0.737467889908265,2024-11-13 19:15:00+00:00,2.0,earlier,-386.219963031423,-366.219963031423,43.25,earlier,T042,closed,False,15.659,14.94,2024-11-30 15:00:00+00:00,1.099696801112658,3.408901251738518,False,10.556229644294014,0.016702363724071394,,7.102443043002397,近5根低点减0.2ATR,True,0.2918714007910842,33.1152858318117,True,True,2.343497849210635,5.855939562769626,173,0.6107091172214173,False,,15.239,-1.0,16.678,16.841,16.612,0.7641099855282196,0.7641099855282196,,False,False,False,False,"[{""kind"": ""chart"", ""source_tf"": ""15m"", ""a_time"": ""2024-11-28 00:30:00+00:00"", ""b_time"": ""2024-11-29 19:15:00+00:00"", ""c_time"": ""2024-11-30 05:30:00+00:00"", ""ap"": 16.83, ""bp"": 16.183340398874233, ""cp"": 16.065121703004305, ""born_time"": ""2024-11-30 07:45:00+00:00"", ""break_time"": ""2024-11-30 14:15:00+00:00"", ""line_at_signal"": 15.895936131707225, ""confirm_two_bar_change_pct"": 11.756355658794693, ""confirm_last_bar_change_pct"": 4.142865732667911}]",True,-0.438494934876991,-0.052506931608133245,0.3849493487698978,-0.6406174626145688,neither,True,-0.18234442836468887,-0.0218345656192237,0.3849493487698978,-0.6406174626145688,neither,True,-0.5393150024119643,-0.06457948243992617,0.3849493487698978,-0.6406174626145688,neither,True,0.1842739990352136,-0.5653642064640619,反向确认亏损退出,上一根出现原始反向信号，下一根开盘16.678退出；这笔不是价格触及止损退出，扣费后净-0.32R。,距V9 41根，较父V9独立模拟入场价+10.56%；初始风险11.97%（7.10个信号ATR），往返成本0.017R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量33.12倍。 截至退出前/数据末端，原账本最大浮盈0.76R。 退出前最高收盘0.61R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.18R，最低到-0.57R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价
12959,2025-01-07 08:45:00+00:00,ZENUSDT,ZEN,15m,chart,12950.0,9.0,binance_um:ZENUSDT:15m:box_any:12959,12960,2025-01-07 09:00:00+00:00,29.237,28.744,0.4929999999999985,0.0168621951636624,12964,2025-01-07 10:00:00+00:00,28.744,initial_stop,-0.0168621951636623,-0.0188621951636623,-0.9999999999999972,-1.1186085192697743,False,0.908722109533472,baseline,closed,0.0168621951636624,-1.1186085192697743,2025-01-07 09:00:00+00:00,earlier,2025-01,True,matched,12703.0,12694.0,2025-01-04 16:45:00+00:00,-1.1030545454545455,-0.0214071983062809,0.0194071983062809,-1.1030545454545455,2025-01-05 09:45:00+00:00,1.0,earlier,-188.621951636623,-168.62195163662298,1.0,earlier,T073,closed,False,28.687,27.972,2025-01-07 10:45:00+00:00,-0.5319916083916083,1.3958041958041927,False,1.91724474500643,0.11860851926977722,,1.98645431506321,近5根低点减0.2ATR,True,0.24818089007212385,2.1822404016168737,True,True,0.13699684931471448,2.167467074713115,4,0.7119675456389527,False,,28.744,-1.0,29.104,29.107,28.63,0.908722109533472,0.908722109533472,2025-01-07 10:05:00+00:00,True,False,False,False,"[{""kind"": ""chart"", ""source_tf"": ""15m"", ""a_time"": ""2025-01-02 15:15:00+00:00"", ""b_time"": ""2025-01-06 17:15:00+00:00"", ""c_time"": ""2025-01-06 23:45:00+00:00"", ""ap"": 32.338, ""bp"": 29.371, ""cp"": 29.107, ""born_time"": ""2025-01-07 02:00:00+00:00"", ""break_time"": ""2025-01-07 08:45:00+00:00"", ""line_at_signal"": 28.901729591836734, ""confirm_two_bar_change_pct"": 1.2323029526809526, ""confirm_last_bar_change_pct"": 0.1403917271606714}]",True,-1.896551724137934,-0.031980025310394344,0.908722109533472,-2.7119675456389527,down_first,True,-4.882352941176485,-0.08232718815199913,0.908722109533472,-6.245436105476686,down_first,True,-9.511156186612604,-0.16037897185073713,0.908722109533472,-10.2008113590264,down_first,True,-1.091277890466528,-11.25557809330632,推进不足后止损,持仓第5根K，最低价28.63触及当时已生效保护价28.744；按初始止损在28.744退出，扣费后净-1.12R。,距V9 9根，较父V9独立模拟入场价+1.92%；初始风险1.69%（1.99个信号ATR），往返成本0.119R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.18倍。 原账本最大浮盈0.91R；5分钟审计得到实际止损前浮盈范围0.91–0.91R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.71R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-1.09R，最低到-11.26R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价
13393,2025-01-11 21:15:00+00:00,ZENUSDT,ZEN,15m,chart,13393.0,0.0,binance_um:ZENUSDT:15m:box_any:13393,13394,2025-01-11 21:30:00+00:00,24.449,23.466,0.9830000000000004,0.0402061434005481,13418,2025-01-12 03:30:00+00:00,23.466,initial_stop,-0.040206143400548,-0.042206143400548,-0.9999999999999992,-1.049743641912512,False,0.5015259409969464,baseline,closed,0.0402061434005481,-1.049743641912512,2025-01-11 21:30:00+00:00,earlier,2025-01,True,matched,13343.0,13343.0,2025-01-11 08:45:00+00:00,-1.1320773480662991,-0.0171426420145569,0.0151426420145569,-1.1320773480662991,2025-01-11 16:00:00+00:00,1.0,earlier,-422.06143400548,-402.0614340054799,6.0,earlier,T075,closed,False,24.449,23.466,2025-01-12 03:30:00+00:00,-1.049743641912512,0.5015259409969464,False,0.0,0.04974364191251269,,4.9804743067817245,近5根低点减0.2ATR,True,0.19737076018271724,3.40510665348213,True,True,0.1469315919599893,1.8060763728966984,24,0.40691759918616316,False,,23.466,-1.0,23.567,23.587,23.432,0.5015259409969464,0.5015259409969464,2025-01-12 03:30:00+00:00,True,False,False,False,"[{""kind"": ""chart"", ""source_tf"": ""15m"", ""a_time"": ""2025-01-07 09:30:00+00:00"", ""b_time"": ""2025-01-10 13:00:00+00:00"", ""c_time"": ""2025-01-11 10:45:00+00:00"", ""ap"": 29.685, ""bp"": 25.748, ""cp"": 24.631, ""born_time"": ""2025-01-11 13:00:00+00:00"", ""break_time"": ""2025-01-11 21:15:00+00:00"", ""line_at_signal"": 24.066301324503314, ""confirm_two_bar_change_pct"": 1.574181757767068, ""confirm_last_bar_change_pct"": 0.12282497441145068}]",True,-0.6002034587995926,-0.02413186633400133,0.5015259409969464,-0.6754832146490347,neither,True,-0.8982706002034611,-0.036115996564276776,0.5015259409969464,-0.952187182095625,neither,True,-0.9430315361139396,-0.037915661172236215,0.5015259409969464,-1.2299084435401857,down_first,True,-0.6439471007121081,-1.3977619532044776,推进不足后止损,持仓第25根K，最低价23.432触及当时已生效保护价23.466；按初始止损在23.466退出，扣费后净-1.05R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险4.02%（4.98个信号ATR），往返成本0.050R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.41倍。 原账本最大浮盈0.50R；5分钟审计得到实际止损前浮盈范围0.50–0.50R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.41R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.64R，最低到-1.40R。,当前事实不足以提出特定改法；先保留原规则作为对照。
15170,2025-01-30 09:30:00+00:00,ZENUSDT,ZEN,15m,chart,15170.0,0.0,binance_um:ZENUSDT:15m:box_any:15170,15171,2025-01-30 09:45:00+00:00,19.172,18.606,0.565999999999999,0.0295222199040266,15227,2025-01-30 23:45:00+00:00,19.303,trailing_stop,0.0068328812852076,0.0048328812852076,0.2314487632508856,0.1637031802120162,False,2.2915194346289804,baseline,closed,0.0295222199040266,0.1637031802120162,2025-01-30 09:45:00+00:00,earlier,2025-01,True,matched,12706.0,12706.0,2025-01-04 17:30:00+00:00,-1.1079622641509457,-0.0205249912617965,0.0185249912617964,-1.1079622641509457,2025-01-05 01:45:00+00:00,1.0,earlier,48.328812852076005,68.328812852076,14.0,earlier,T089,closed,False,19.172,18.606,2025-01-30 23:45:00+00:00,0.16370318021201627,2.2915194346289804,False,0.0,0.06774558303886938,,3.375011082939163,近5根低点减0.2ATR,True,0.16770315299441685,3.556078875040735,True,True,0.9302150687959476,2.4243120988248545,56,2.0070671378091895,True,15197.0,19.303,0.23144876325088423,19.413,19.421,19.303,2.2915194346289804,2.2915194346289804,2025-01-30 23:50:00+00:00,True,False,False,False,"[{""kind"": ""chart"", ""source_tf"": ""15m"", ""a_time"": ""2025-01-26 11:45:00+00:00"", ""b_time"": ""2025-01-29 20:30:00+00:00"", ""c_time"": ""2025-01-30 06:15:00+00:00"", ""ap"": 20.474, ""bp"": 19.08, ""cp"": 18.916, ""born_time"": ""2025-01-30 08:30:00+00:00"", ""break_time"": ""2025-01-30 09:30:00+00:00"", ""line_at_signal"": 18.855578947368418, ""confirm_two_bar_change_pct"": 1.7353003608575612, ""confirm_last_bar_change_pct"": 0.8257073735142617}]",True,0.7597173144876335,0.022428541623200404,1.3480565371024726,-0.3038869257950546,up_first,True,0.8180212014134308,0.024149801794283388,1.3480565371024726,-0.3038869257950546,up_first,True,0.7385159010600707,0.021802628833715865,2.2915194346289804,-0.3038869257950546,up_first,True,0.9452296819788006,-0.8922261484098939,盈利保护退出,持仓第57根K，最低价19.303触及当时已生效保护价19.303；按追踪止损在19.303退出，扣费后净+0.16R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.95%（3.38个信号ATR），往返成本0.068R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.56倍。 原账本最大浮盈2.29R；5分钟审计得到实际止损前浮盈范围2.29–2.29R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.23R，激活不保证保本。 退出下一根起48根内，最高回到原入场+0.95R，最低到-0.89R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家
22592,2025-04-17 17:00:00+00:00,ZENUSDT,ZEN,15m,htf,22589.0,3.0,binance_um:ZENUSDT:15m:box_any:22592,22593,2025-04-17 17:15:00+00:00,8.337,8.203,0.1340000000000003,0.0160729279117188,22601,2025-04-17 19:15:00+00:00,8.203,initial_stop,-0.0160729279117188,-0.0180729279117188,-0.9999999999999998,-1.124432835820895,False,0.5447761194029866,baseline,closed,0.0160729279117188,-1.124432835820895,2025-04-17 17:15:00+00:00,earlier,2025-04,True,matched,22839.0,22836.0,2025-04-20 06:45:00+00:00,-1.1012159090909088,-0.0217597395307062,0.0197597395307062,-1.1012159090909088,2025-04-20 08:30:00+00:00,1.0,earlier,-180.729279117188,-160.729279117188,2.0,earlier,T140,closed,False,8.335,8.19,2025-04-17 19:30:00+00:00,-1.1149655172413762,0.5172413793103351,False,0.02399520095979213,0.1244328358208952,,2.3923867381709116,近5根低点减0.2ATR,True,0.05601101103847843,0.9797341619195581,True,True,0.2320972208673249,1.339034219832639,8,0.3358208955223867,False,,8.203,-1.0,8.284,8.288,8.2,0.5447761194029866,0.5447761194029866,2025-04-17 19:20:00+00:00,True,False,False,False,"[{""kind"": ""htf"", ""source_tf"": ""1h"", ""a_time"": ""2025-03-27 04:00:00+00:00"", ""b_time"": ""2025-04-15 09:00:00+00:00"", ""c_time"": ""2025-04-16 20:00:00+00:00"", ""ap"": 10.796, ""bp"": 8.482, ""cp"": 8.309, ""born_time"": ""2025-04-17 05:00:00+00:00"", ""break_time"": ""2025-04-17 16:00:00+00:00"", ""line_at_signal"": 8.20090672451193, ""confirm_two_bar_change_pct"": 2.3862238622386123, ""confirm_last_bar_change_pct"": 0.8602932267054442}]",True,-0.1940298507462667,-0.0031186278037663717,0.5447761194029866,-1.0970149253731334,down_first,True,-0.40298507462686667,-0.0064771500539763105,0.5447761194029866,-1.0970149253731334,down_first,True,1.4104477611940267,0.02267002518891692,2.2388059701492535,-1.0970149253731334,down_first,True,2.7910447761194,-1.0970149253731334,推进不足后止损,持仓第9根K，最低价8.2触及当时已生效保护价8.203；按初始止损在8.203退出，扣费后净-1.12R。,距V9 3根，较父V9独立模拟入场价+0.02%；初始风险1.61%（2.39个信号ATR），往返成本0.124R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.98倍。 原账本最大浮盈0.54R；5分钟审计得到实际止损前浮盈范围0.54–0.54R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.34R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+2.79R，最低到-1.10R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱
22723,2025-04-19 01:45:00+00:00,ZENUSDT,ZEN,15m,chart,22629.0,94.0,binance_um:ZENUSDT:15m:box_any:22723,22724,2025-04-19 02:00:00+00:00,8.683,8.585,0.0979999999999989,0.0112864217436368,22763,2025-04-19 11:45:00+00:00,8.585,initial_stop,-0.0112864217436369,-0.0132864217436369,-1.0000000000000042,-1.1772040816326592,False,0.7448979591836853,baseline,closed,0.0112864217436368,-1.1772040816326592,2025-04-19 02:00:00+00:00,earlier,2025-04,True,matched,22575.0,22481.0,2025-04-17 12:45:00+00:00,-1.2152207792207783,-0.0112927830074824,0.0092927830074824,-1.2152207792207783,2025-04-17 14:00:00+00:00,0.0,earlier,-132.864217436369,-112.864217436369,9.75,earlier,T145,closed,False,8.393,8.271,2025-04-19 23:15:00+00:00,2.6083114754098236,3.9016393442622914,False,3.4552603359942813,0.17720408163265491,,2.2695784318638657,近5根低点减0.2ATR,True,0.043179825215168964,1.274692516155931,True,True,0.0,1.9391752746436262,39,0.6224489795918426,False,,8.585,-1.0,8.62,8.62,8.585,0.7448979591836853,0.7448979591836853,2025-04-19 11:55:00+00:00,True,False,False,False,"[{""kind"": ""chart"", ""source_tf"": ""15m"", ""a_time"": ""2025-04-12 21:15:00+00:00"", ""b_time"": ""2025-04-18 06:00:00+00:00"", ""c_time"": ""2025-04-18 12:30:00+00:00"", ""ap"": 8.829210360320326, ""bp"": 8.691225678112486, ""cp"": 8.682, ""born_time"": ""2025-04-18 14:45:00+00:00"", ""break_time"": ""2025-04-19 01:45:00+00:00"", ""line_at_signal"": 8.670059095793226, ""confirm_two_bar_change_pct"": 0.06914832315316755, ""confirm_last_bar_change_pct"": -0.023028209556719137}]",True,-0.2448979591836672,-0.0027640216515028015,0.7448979591836853,-0.5,neither,True,-0.21428571428570653,-0.0024185189450649514,0.7448979591836853,-0.9081632653061361,neither,True,-0.37755102040815736,-0.004261200046066893,0.7448979591836853,-1.0204081632653133,down_first,True,1.8979591836734886,-1.0204081632653133,推进不足后止损,持仓第40根K，最低价8.585触及当时已生效保护价8.585；按初始止损在8.585退出，扣费后净-1.18R。,距V9 94根，较父V9独立模拟入场价+3.46%；初始风险1.13%（2.27个信号ATR），往返成本0.177R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.27倍。 原账本最大浮盈0.74R；5分钟审计得到实际止损前浮盈范围0.74–0.74R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.62R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.90R，最低到-1.02R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱
25814,2025-05-21 06:30:00+00:00,ZENUSDT,ZEN,15m,chart,25814.0,0.0,binance_um:ZENUSDT:15m:box_any:25814,25815,2025-05-21 06:45:00+00:00,9.388,9.198,0.1899999999999995,0.0202386024712398,25857,2025-05-21 17:15:00+00:00,9.535,trailing_stop,0.0156582871751171,0.0136582871751171,0.7736842105263189,0.6748631578947396,False,3.6894736842105385,baseline,closed,0.0202386024712398,0.6748631578947396,2025-05-21 06:45:00+00:00,earlier,2025-05,True,matched,24316.0,24316.0,2025-05-05 16:00:00+00:00,-1.1573714285714245,-0.0147087872185911,0.0127087872185911,-1.1573714285714245,2025-05-06 08:15:00+00:00,1.0,earlier,136.58287175117098,156.582871751171,10.5,earlier,T170,closed,False,9.388,9.198,2025-05-21 17:15:00+00:00,0.6748631578947396,3.6894736842105385,False,0.0,0.09882105263157921,,2.4680217179514647,近5根低点减0.2ATR,True,0.0769847358384291,3.847670250896057,True,True,0.8443232192991811,2.043149332529579,42,3.4526315789473805,True,25837.0,9.535,0.7736842105263191,9.983,9.992,9.522,3.6894736842105385,3.6894736842105385,2025-05-21 17:25:00+00:00,True,False,False,False,"[{""kind"": ""chart"", ""source_tf"": ""15m"", ""a_time"": ""2025-05-15 16:45:00+00:00"", ""b_time"": ""2025-05-18 14:45:00+00:00"", ""c_time"": ""2025-05-21 00:30:00+00:00"", ""ap"": 10.067, ""bp"": 9.632, ""cp"": 9.254, ""born_time"": ""2025-05-21 02:45:00+00:00"", ""break_time"": ""2025-05-21 06:30:00+00:00"", ""line_at_signal"": 9.235839285714285, ""confirm_two_bar_change_pct"": 1.4699524427150834, ""confirm_last_bar_change_pct"": 0.7512341704228431}]",True,-0.021052631578945106,-0.0004260758414997845,0.9157894736842103,-0.6894736842105293,neither,True,1.8263157894736866,0.03696207925010642,2.410526315789481,-0.6894736842105293,up_first,True,1.7157894736842176,0.03472518108223266,3.6894736842105385,-0.6894736842105293,up_first,True,5.089473684210542,0.6473684210526297,盈利保护退出,持仓第43根K，最低价9.522触及当时已生效保护价9.535；按追踪止损在9.535退出，扣费后净+0.67R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.02%（2.47个信号ATR），往返成本0.099R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.85倍。 原账本最大浮盈3.69R；5分钟审计得到实际止损前浮盈范围3.69–3.69R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.77R，激活不保证保本。 退出下一根起48根内，最高回到原入场+5.09R，最低到+0.65R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家
26389,2025-05-27 06:15:00+00:00,ZENUSDT,ZEN,15m,chart,26389.0,0.0,binance_um:ZENUSDT:15m:box_any:26389,26390,2025-05-27 06:30:00+00:00,9.544,9.282,0.2620000000000004,0.0274518021793797,26462,2025-05-28 00:30:00+00:00,9.48,opposite_v6_next_open,-0.0067057837384744,-0.0087057837384744,-0.2442748091603041,-0.3171297709923651,False,0.854961832061068,baseline,closed,0.0274518021793797,-0.3171297709923651,2025-05-27 06:30:00+00:00,earlier,2025-05,True,matched,25939.0,25939.0,2025-05-22 13:45:00+00:00,1.5558604651162908,0.0262463711259317,0.0168693605335424,1.5558604651162908,2025-05-23 05:30:00+00:00,1.0,earlier,-87.05783738474399,-67.05783738474399,18.0,earlier,T178,closed,False,9.544,9.282,2025-05-28 00:30:00+00:00,-0.3171297709923651,0.854961832061068,False,0.0,0.07285496183206094,,3.7735148342110696,近5根低点减0.2ATR,True,0.06943128926503264,1.7774928391946805,True,True,0.20163819724791,0.5933924090438757,72,0.6335877862595423,False,,9.282,-1.0,9.48,9.505,9.472,0.854961832061068,0.854961832061068,,False,False,False,False,"[{""kind"": ""chart"", ""source_tf"": ""15m"", ""a_time"": ""2025-05-23 04:00:00+00:00"", ""b_time"": ""2025-05-26 07:00:00+00:00"", ""c_time"": ""2025-05-26 22:00:00+00:00"", ""ap"": 10.886, ""bp"": 9.77, ""cp"": 9.536, ""born_time"": ""2025-05-27 00:15:00+00:00"", ""break_time"": ""2025-05-27 06:15:00+00:00"", ""line_at_signal"": 9.42404, ""confirm_two_bar_change_pct"": 1.2195121951219523, ""confirm_last_bar_change_pct"": 0.14688909873044054}]",True,0.061068702290076285,0.0016764459346185756,0.4007633587786201,-0.33587786259542296,neither,True,0.427480916030534,0.011735121542330251,0.4618320610686964,-0.33587786259542296,neither,True,0.18320610687022884,0.005029337803855727,0.854961832061068,-0.6183206106870249,neither,True,0.48091603053434817,-1.2938931297709917,反向确认亏损退出,上一根出现原始反向信号，下一根开盘9.48退出；这笔不是价格触及止损退出，扣费后净-0.32R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.75%（3.77个信号ATR），往返成本0.073R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.78倍。 截至退出前/数据末端，原账本最大浮盈0.85R。 退出前最高收盘0.63R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.48R，最低到-1.29R。,当前事实不足以提出特定改法；先保留原规则作为对照。
26510,2025-05-28 12:30:00+00:00,ZENUSDT,ZEN,15m,chart,26510.0,0.0,binance_um:ZENUSDT:15m:box_any:26510,26511,2025-05-28 12:45:00+00:00,9.643,9.423,0.2200000000000006,0.0228144768225656,26515,2025-05-28 13:45:00+00:00,9.423,initial_stop,-0.0228144768225656,-0.0248144768225656,-1.0,-1.0876636363636365,False,0.0545454545454483,baseline,closed,0.0228144768225656,-1.0876636363636365,2025-05-28 12:45:00+00:00,earlier,2025-05,True,matched,23948.0,23948.0,2025-05-01 20:00:00+00:00,-0.7924000000000038,-0.0119031935017247,0.015021698008234,-0.7924000000000038,2025-05-03 06:30:00+00:00,1.0,earlier,-248.144768225656,-228.144768225656,1.0,earlier,T180,closed,False,9.643,9.423,2025-05-28 13:45:00+00:00,-1.0876636363636363,0.05454545454544838,False,0.0,0.08766363636363612,,3.200270063971582,近5根低点减0.2ATR,True,0.0687441983339923,3.8833093485360046,True,True,0.9164409728645697,1.9516798496190093,4,-0.372727272727275,False,,9.423,-1.0,9.535,9.535,9.418,0.05454545454544838,0.05454545454544838,2025-05-28 13:55:00+00:00,True,False,False,False,"[{""kind"": ""chart"", ""source_tf"": ""15m"", ""a_time"": ""2025-05-23 04:00:00+00:00"", ""b_time"": ""2025-05-27 17:45:00+00:00"", ""c_time"": ""2025-05-28 01:00:00+00:00"", ""ap"": 10.886, ""bp"": 9.692823149932183, ""cp"": 9.605, ""born_time"": ""2025-05-28 03:15:00+00:00"", ""break_time"": ""2025-05-28 12:30:00+00:00"", ""line_at_signal"": 9.488977446617636, ""confirm_two_bar_change_pct"": 1.8055115616091078, ""confirm_last_bar_change_pct"": 0.6366767560797459}]",True,-1.645454545454541,-0.03754018458985797,0.05454545454544838,-2.145454545454545,down_first,True,-1.5454545454545403,-0.035258736907601396,0.05454545454544838,-2.145454545454545,down_first,True,-0.3090909090909145,-0.007051747381520368,0.05454545454544838,-2.2954545454545423,down_first,True,0.31818181818181046,-2.2954545454545423,推进不足后止损,持仓第5根K，最低价9.418触及当时已生效保护价9.423；按初始止损在9.423退出，扣费后净-1.09R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.28%（3.20个信号ATR），往返成本0.088R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.88倍。 原账本最大浮盈0.05R；5分钟审计得到实际止损前浮盈范围0.05–0.05R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.37R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.32R，最低到-2.30R。,当前事实不足以提出特定改法；先保留原规则作为对照。
