conf,core_end_i,core_end_time,core_mid_i,core_mid_time,core_start_i,core_start_time,decision_delay_bars,decision_i,decision_time,predicted_core_bars,symbol,window_len,window_start_i,window_start_time,x1n,x2n,y1n,y2n
0.39054346084594727,376,2026-05-03T01:15:00+00:00,374.5,2026-05-03T00:45:00+00:00,373,2026-05-03T00:30:00+00:00,3,379,2026-05-03T02:00:00+00:00,4,0G_USDT_SWAP,12,368,2026-05-02T23:15:00+00:00,0.4269217550754547,0.753366231918335,0.3927379548549652,0.6037430763244629
0.6409592032432556,377,2026-05-03T01:30:00+00:00,375.5,2026-05-03T01:15:00+00:00,374,2026-05-03T00:45:00+00:00,3,380,2026-05-03T02:15:00+00:00,4,0G_USDT_SWAP,12,369,2026-05-02T23:30:00+00:00,0.42652377486228943,0.7499086260795593,0.4378366768360138,0.6486823558807373
0.5612897872924805,377,2026-05-03T01:30:00+00:00,375.0,2026-05-03T01:00:00+00:00,373,2026-05-03T00:30:00+00:00,3,380,2026-05-03T02:15:00+00:00,5,0G_USDT_SWAP,13,368,2026-05-02T23:15:00+00:00,0.3893325924873352,0.772556722164154,0.39379751682281494,0.6497362852096558
0.5550445318222046,378,2026-05-03T01:45:00+00:00,375.5,2026-05-03T01:15:00+00:00,373,2026-05-03T00:30:00+00:00,3,381,2026-05-03T02:30:00+00:00,6,0G_USDT_SWAP,14,368,2026-05-02T23:15:00+00:00,0.36627671122550964,0.7859966158866882,0.401639848947525,0.6543464660644531
0.4499599039554596,378,2026-05-03T01:45:00+00:00,375.0,2026-05-03T01:00:00+00:00,372,2026-05-03T00:15:00+00:00,3,381,2026-05-03T02:30:00+00:00,7,0G_USDT_SWAP,15,367,2026-05-02T23:00:00+00:00,0.360122412443161,0.7942708730697632,0.38682880997657776,0.6573556661605835
0.42262110114097595,377,2026-05-03T01:30:00+00:00,374.0,2026-05-03T00:45:00+00:00,371,2026-05-03T00:00:00+00:00,4,381,2026-05-03T02:30:00+00:00,7,0G_USDT_SWAP,17,365,2026-05-02T22:30:00+00:00,0.35519513487815857,0.7627143859863281,0.36539825797080994,0.6496426463127136
0.337516725063324,376,2026-05-03T01:15:00+00:00,373.0,2026-05-03T00:30:00+00:00,370,2026-05-02T23:45:00+00:00,5,381,2026-05-03T02:30:00+00:00,7,0G_USDT_SWAP,18,364,2026-05-02T22:15:00+00:00,0.3363032042980194,0.7180434465408325,0.33418580889701843,0.6045260429382324
0.27044305205345154,378,2026-05-03T01:45:00+00:00,376.0,2026-05-03T01:15:00+00:00,374,2026-05-03T00:45:00+00:00,3,381,2026-05-03T02:30:00+00:00,5,0G_USDT_SWAP,13,369,2026-05-02T23:30:00+00:00,0.39421534538269043,0.7696423530578613,0.4372560679912567,0.6634836196899414
0.5524449348449707,379,2026-05-03T02:00:00+00:00,377.0,2026-05-03T01:30:00+00:00,375,2026-05-03T01:00:00+00:00,3,382,2026-05-03T02:45:00+00:00,5,0G_USDT_SWAP,13,370,2026-05-02T23:45:00+00:00,0.3914491832256317,0.7725416421890259,0.48449212312698364,0.6620267033576965
0.4312543570995331,378,2026-05-03T01:45:00+00:00,375.0,2026-05-03T01:00:00+00:00,372,2026-05-03T00:15:00+00:00,4,382,2026-05-03T02:45:00+00:00,7,0G_USDT_SWAP,17,366,2026-05-02T22:45:00+00:00,0.3489161431789398,0.7647473812103271,0.3866845369338989,0.6610053777694702
0.3982713520526886,379,2026-05-03T02:00:00+00:00,376.5,2026-05-03T01:15:00+00:00,374,2026-05-03T00:45:00+00:00,3,382,2026-05-03T02:45:00+00:00,6,0G_USDT_SWAP,14,369,2026-05-02T23:30:00+00:00,0.3649595081806183,0.7877627611160278,0.43589916825294495,0.6596922874450684
0.26320648193359375,378,2026-05-03T01:45:00+00:00,375.0,2026-05-03T01:00:00+00:00,372,2026-05-03T00:15:00+00:00,4,382,2026-05-03T02:45:00+00:00,7,0G_USDT_SWAP,16,367,2026-05-02T23:00:00+00:00,0.3158608078956604,0.7559613585472107,0.3871074616909027,0.6626838445663452
0.532204806804657,380,2026-05-03T02:15:00+00:00,377.0,2026-05-03T01:30:00+00:00,374,2026-05-03T00:45:00+00:00,3,383,2026-05-03T03:00:00+00:00,7,0G_USDT_SWAP,15,369,2026-05-02T23:30:00+00:00,0.3816450834274292,0.7936782240867615,0.47802382707595825,0.6596030592918396
0.45218461751937866,379,2026-05-03T02:00:00+00:00,376.0,2026-05-03T01:15:00+00:00,373,2026-05-03T00:30:00+00:00,4,383,2026-05-03T03:00:00+00:00,7,0G_USDT_SWAP,17,367,2026-05-02T23:00:00+00:00,0.36660879850387573,0.762443482875824,0.42188552021980286,0.6630266904830933
0.4423861801624298,380,2026-05-03T02:15:00+00:00,378.0,2026-05-03T01:45:00+00:00,376,2026-05-03T01:15:00+00:00,3,383,2026-05-03T03:00:00+00:00,5,0G_USDT_SWAP,13,371,2026-05-03T00:00:00+00:00,0.39916491508483887,0.7669990062713623,0.538422167301178,0.6645916700363159
0.4296822249889374,380,2026-05-03T02:15:00+00:00,377.5,2026-05-03T01:45:00+00:00,375,2026-05-03T01:00:00+00:00,3,383,2026-05-03T03:00:00+00:00,6,0G_USDT_SWAP,14,370,2026-05-02T23:45:00+00:00,0.3644738793373108,0.7893567681312561,0.48066943883895874,0.658486545085907
