period,scope,feature,auc_positive_net,events,top_decile_threshold,top_decile_n,top_decile_gross_bp,top_decile_net_bp,top_decile_matched_actual_bp,top_decile_random_bp,top_decile_win_rate,status
earlier,okx,relative_volume,0.5612340797874065,641,5.463874836168852,65,50.05617577313152,30.0561757731315,-20.954430588419733,-63.27573976004528,0.2,retrospective score diagnostic; no train/validation model or deployed decile
earlier,okx,tr_expansion,0.5458728975597109,641,2.262629945216606,65,40.112026542667046,20.112026542667042,-26.707153083226295,-53.61960098525638,0.16923076923076924,retrospective score diagnostic; no train/validation model or deployed decile
earlier,binance,relative_volume,0.5286847886815121,1306,5.609360993035007,131,46.60265443597501,26.602654435974976,-150.63363651133352,-77.53606350357552,0.17557251908396945,retrospective score diagnostic; no train/validation model or deployed decile
earlier,binance,tr_expansion,0.5273615539396689,1306,2.338503544007472,131,68.67855956433358,48.67855956433356,-72.95584087312074,-73.35377265211898,0.17557251908396945,retrospective score diagnostic; no train/validation model or deployed decile
earlier,gate,relative_volume,0.5416703312166893,957,8.303243744207599,96,-120.46232263715736,-140.4623226371574,-270.3249532624269,-43.41099807573711,0.17708333333333334,retrospective score diagnostic; no train/validation model or deployed decile
earlier,gate,tr_expansion,0.5574135813300579,959,2.43527587710566,96,14.971153488451469,-5.028846511548551,-21.56859418089286,-41.189727076897945,0.20833333333333334,retrospective score diagnostic; no train/validation model or deployed decile
earlier,combined,relative_volume,0.5431663056507001,2871,6.713158377683978,288,-86.29261080644508,-106.29261080644508,-187.51420968250332,-56.4951130876827,0.1736111111111111,retrospective score diagnostic; no train/validation model or deployed decile
earlier,combined,tr_expansion,0.5420260497183574,2873,2.3751769133360434,288,46.8329079770186,26.832907977018554,-31.351090248943525,-59.323687238026146,0.1909722222222222,retrospective score diagnostic; no train/validation model or deployed decile
known,okx,relative_volume,0.5237579817724178,1002,5.7920940540370625,101,527.3586480575914,507.35864805759127,619.0409614120521,-56.364280837483435,0.1782178217821782,retrospective score diagnostic; no train/validation model or deployed decile
known,okx,tr_expansion,0.5197935146698092,1002,2.2874434426745935,101,580.019452481582,560.019452481582,601.5559790694309,-29.24641152403829,0.19801980198019803,retrospective score diagnostic; no train/validation model or deployed decile
known,binance,relative_volume,0.4811080392475741,2062,5.566231425821561,207,218.58844672185646,198.58844672185654,276.6914870373105,-61.078677079999515,0.12560386473429952,retrospective score diagnostic; no train/validation model or deployed decile
known,binance,tr_expansion,0.46217193659054123,2062,2.4407381255048466,207,171.75477598660183,151.75477598660183,186.93734345582718,-83.72075081204648,0.12560386473429952,retrospective score diagnostic; no train/validation model or deployed decile
known,gate,relative_volume,0.5012813830249326,1549,8.97165991902834,155,-35.70626907173531,-55.706269071735335,-103.69216011375794,-58.98429355218028,0.15483870967741936,retrospective score diagnostic; no train/validation model or deployed decile
known,gate,tr_expansion,0.5043932691473675,1551,2.5585607253548432,156,-21.8716735767622,-41.871673576762205,-105.37189970197241,-67.39408279228553,0.1346153846153846,retrospective score diagnostic; no train/validation model or deployed decile
known,combined,relative_volume,0.4975673294257365,4576,6.470947854860207,458,175.10524373501826,155.10524373501826,181.1675873667237,-54.04820249867413,0.16375545851528384,retrospective score diagnostic; no train/validation model or deployed decile
known,combined,tr_expansion,0.4889228604781345,4578,2.424155523241467,458,194.96994387179794,174.9699438717979,175.10468303094493,-68.26461947068364,0.14192139737991266,retrospective score diagnostic; no train/validation model or deployed decile
