outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,23,-122.63746766786838,-78.45392517057846,-2820.6617563609725,0.0,False,0.0,23,0
transition_colour_exit,263,-8.618445288483583,-34.79172442732546,-2266.6511108711825,0.7773634943313222,False,0.2737642585551331,191,0
