entry_month,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023-01,9,-28.406586872964983,-32.13613999007768,-255.65928185668483,0.17422629862437453,False,0.2222222222222222,7,0
2023-02,14,2.963087037970924,-39.66843321075385,41.48321853159293,1.0869421771461458,False,0.35714285714285715,9,0
2023-03,12,-54.31015584740868,-75.41889283104118,-651.7218701689042,0.33063056471868574,False,0.16666666666666666,10,0
2023-04,12,-32.78426449027491,-54.33593533859802,-393.4111738832989,0.521245906246176,False,0.25,9,0
2023-05,9,-13.770066714646617,-34.592570918392504,-123.93060043181956,0.6072569610228875,False,0.2222222222222222,7,0
2023-06,13,-33.09384511120232,-55.93473034087636,-430.2199864456301,0.4636935700691747,False,0.23076923076923078,10,0
2023-07,8,-42.77800302398075,-46.60051755066728,-342.224024191846,0.0,False,0.0,8,0
2023-08,7,-35.883445341754935,-29.690897263074927,-251.18411739228458,0.0,False,0.0,7,0
2023-09,8,-39.65524302381797,-39.82572560369489,-317.24194419054373,0.16347417026207428,False,0.125,7,0
2023-10,11,-46.717947365707246,-54.34887569217171,-513.8974210227797,0.02177882047919736,False,0.09090909090909091,10,0
2023-11,6,-17.789480055934526,-24.233336000377676,-106.73688033560715,0.33351044431838506,False,0.16666666666666666,5,0
2023-12,15,9.7277221379056,-28.046357839790463,145.915832068584,1.4127841430238237,False,0.26666666666666666,11,0
2024-01,7,-21.232926604695255,-21.547265442762846,-148.6304862328668,0.2745708462236503,False,0.2857142857142857,5,0
2024-02,19,-1.3531576683896958,-38.47229641140258,-25.70999569940422,0.9706492851238894,False,0.2631578947368421,14,0
2024-03,11,11.866030150581917,-41.77174780526814,130.52633165640108,1.2026563904871228,False,0.36363636363636365,7,0
2024-04,15,19.939868150284184,-6.98384915267745,299.0980222542628,1.6283960293424804,False,0.4666666666666667,8,0
2024-05,14,7.540473781478277,-39.22761546496399,105.56663294069587,1.1703715789361202,False,0.42857142857142855,8,0
2024-06,12,3.5946241842246036,-19.364091864140214,43.135490210695245,1.1519360583524205,False,0.4166666666666667,7,0
2024-07,18,-28.448785238437583,-33.699623355059586,-512.0781342918765,0.22559826712131595,False,0.2777777777777778,13,0
2024-08,9,-49.636730133605724,-57.59547206133917,-446.7305712024515,0.4120647538428896,False,0.3333333333333333,6,0
2024-09,18,-36.70839320247111,-34.17429465968012,-660.75107764448,0.16682801343409065,False,0.2222222222222222,14,0
2024-10,11,-77.26234686913206,-58.880131068996796,-849.8858155604528,0.0,False,0.0,11,0
2024-11,19,6.347510084441303,-36.685022026431405,120.60269160438475,1.177014839715117,False,0.2631578947368421,14,0
2024-12,9,6.2635882280177215,-51.786357569232315,56.372294052159496,1.1280108814068988,False,0.2222222222222222,7,0
