epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,574.868,0.68533,2.15492,0.93415,0.79287,0.85095,0.89239,0.69692,0.16051,2.36585,0.25782,0.0001,0.0001,0.0001
2,1126.92,0.43279,0.67546,0.82073,0.79465,0.85917,0.89105,0.69862,0.15663,1.51641,0.27271,9.7525e-05,9.7525e-05,9.7525e-05
3,1675.59,0.3351,0.5331,0.76103,0.87172,0.79629,0.90384,0.70454,0.15603,1.0919,0.27554,9.505e-05,9.505e-05,9.505e-05
4,2224.78,0.29254,0.43886,0.74708,0.8784,0.90074,0.92865,0.72161,0.16686,1.31573,0.31038,9.2575e-05,9.2575e-05,9.2575e-05
5,2775.06,0.24175,0.37806,0.72018,0.86442,0.90593,0.93589,0.72996,0.15258,1.06865,0.29092,9.01e-05,9.01e-05,9.01e-05
6,3324.07,0.22495,0.35394,0.71734,0.85377,0.85228,0.91156,0.77768,0.1165,0.70251,0.26638,8.7625e-05,8.7625e-05,8.7625e-05
7,3873.32,0.20454,0.27463,0.70724,0.91145,0.91334,0.94778,0.7639,0.13806,1.10756,0.29112,8.515e-05,8.515e-05,8.515e-05
8,4422.39,0.18985,0.25508,0.70281,0.87944,0.88056,0.92371,0.71416,0.16411,0.57414,0.32035,8.2675e-05,8.2675e-05,8.2675e-05
9,4971.12,0.17437,0.22637,0.70185,0.91119,0.88787,0.95028,0.7243,0.17008,0.79397,0.34467,8.02e-05,8.02e-05,8.02e-05
10,5519.97,0.16775,0.23018,0.69574,0.87849,0.89678,0.91435,0.73249,0.15635,1.11398,0.33654,7.7725e-05,7.7725e-05,7.7725e-05
11,6068.52,0.15423,0.19051,0.69143,0.89156,0.87565,0.90684,0.6899,0.17382,1.17777,0.3765,7.525e-05,7.525e-05,7.525e-05
12,6617.88,0.1514,0.18819,0.69944,0.90807,0.88549,0.93851,0.73012,0.1593,0.98766,0.34799,7.2775e-05,7.2775e-05,7.2775e-05
13,7165.88,0.14522,0.18118,0.69468,0.88158,0.9062,0.93585,0.74498,0.14317,1.06016,0.32699,7.03e-05,7.03e-05,7.03e-05
14,7714.6,0.1354,0.16575,0.69322,0.89606,0.90448,0.93827,0.73381,0.14757,0.83161,0.33918,6.7825e-05,6.7825e-05,6.7825e-05
15,8262.62,0.12699,0.16165,0.68622,0.88421,0.90431,0.93119,0.72628,0.15738,1.08946,0.36194,6.535e-05,6.535e-05,6.535e-05
16,8810.28,0.12406,0.149,0.68171,0.9207,0.90949,0.93045,0.73187,0.15209,0.83708,0.35019,6.2875e-05,6.2875e-05,6.2875e-05
