fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout
2023H1,29,3.1877967961515234,-16.81220320384848,-36.346093572948696,0.4827586206896552,0.32407476366925,-0.14684152436434106,-0.1630088321799471,6,15,8,0
2023H2,12,4.173669280519987,-15.826330719480014,-37.4068977339581,0.3333333333333333,0.35889758934609295,-0.07727199274886587,-0.09561994735599089,3,7,2,0
2024H1,33,-4.3322155409383525,-24.332215540938353,-37.7217367301985,0.24242424242424243,0.2384055389018742,-0.29513549780880677,-0.3110683051034414,4,23,6,0
2024H2,38,6.028432676319829,-13.971567323680175,-41.94513614701022,0.34210526315789475,0.5350755470709657,-0.24099527661832243,-0.27293553810441296,8,25,5,0
