fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout
2023H1,20,-4.535294313995686,-24.535294313995692,-43.171653951246654,0.3,0.3209362304556042,-0.13067068092188905,-0.13397821535530907,5,14,1,0
2023H2,19,4.347219750458691,-15.652780249541312,-37.761033369214644,0.3684210526315789,0.4886612953479549,-0.11549376263192723,-0.1329068966661855,4,12,3,0
2024H1,26,5.753534411271142,-14.24646558872886,-36.487897884656654,0.4230769230769231,0.5292236793235542,-0.12684763925202658,-0.15577096660969048,6,15,5,0
2024H2,24,7.8117706171028365,-12.188229382897164,-40.89923937781568,0.375,0.6808758986503428,-0.09122111824891121,-0.15285881665239498,6,14,2,2
